code,nn_1,dist_1,nn_2,dist_2,nn_3,dist_3
fur,lij,0.036295413970947266,vec,0.05218303203582764,sc,0.05260729789733887
lij,vec,0.02681368589401245,lmo,0.03503906726837158,fur,0.036295413970947266
lmo,vec,0.033528923988342285,lij,0.03503906726837158,sc,0.04466235637664795
sc,oci,0.02804851531982422,vec,0.036699771881103516,lij,0.038715898990631104
scn,lmo,0.050128817558288574,fur,0.05260920524597168,sc,0.05868041515350342
vec,lij,0.02681368589401245,lmo,0.033528923988342285,oci,0.03596782684326172
ita,cat,0.023682236671447754,spa,0.023786306381225586,oci,0.026398181915283203
spa,cat,0.012292802333831787,por,0.01482248306274414,oci,0.01681673526763916
fra,cat,0.016361773014068604,oci,0.021308422088623047,spa,0.02212977409362793
cat,oci,0.010389566421508789,spa,0.012292802333831787,fra,0.016361773014068604
por,spa,0.01482248306274414,cat,0.025066375732421875,oci,0.025089740753173828
oci,cat,0.010389566421508789,spa,0.01681673526763916,fra,0.021308422088623047
deu,eng,0.027937650680541992,fra,0.0420001745223999,cat,0.04993486404418945
eng,deu,0.027937650680541992,cat,0.03561842441558838,fra,0.036699652671813965
slv,hrv,0.008064746856689453,ita,0.05786168575286865,spa,0.0642777681350708
hrv,slv,0.008064746856689453,ita,0.061348021030426025,spa,0.06612175703048706
hun,spa,0.08358192443847656,oci,0.08598577976226807,cat,0.08726716041564941
