source,target,distance,similarity,target_family,target_display
cat,lmo,0.064377,0.935623,italo_romance,Lombard
cat,spa,0.067912,0.932088,romance,Spanish
cat,fur,0.130293,0.869707,italo_romance,Friulian
cat,fra,0.136036,0.863964,romance,French
cat,vec,0.163124,0.836876,italo_romance,Venetian
cat,lij,0.208607,0.791393,italo_romance,Ligurian
cat,sc,0.212378,0.787622,italo_romance,Sardinian
cat,ita,0.214814,0.785186,italian,Italian
cat,scn,0.381776,0.618224,italo_romance,Sicilian
cat,eng,0.396432,0.603568,english,English
cat,deu,0.520461,0.479539,germanic,German
cat,slv,0.662085,0.337915,slavic,Slovenian
deu,fra,0.442918,0.557082,romance,French
deu,lmo,0.462487,0.537513,italo_romance,Lombard
deu,spa,0.485993,0.514007,romance,Spanish
deu,eng,0.488518,0.511482,english,English
deu,fur,0.490276,0.509724,italo_romance,Friulian
deu,cat,0.520461,0.479539,romance,Catalan
deu,vec,0.525895,0.474105,italo_romance,Venetian
deu,sc,0.526656,0.473344,italo_romance,Sardinian
deu,lij,0.530299,0.469701,italo_romance,Ligurian
deu,ita,0.551480,0.448520,italian,Italian
deu,scn,0.686944,0.313056,italo_romance,Sicilian
deu,slv,0.709481,0.290519,slavic,Slovenian
eng,fra,0.332376,0.667624,romance,French
eng,lmo,0.344394,0.655606,italo_romance,Lombard
eng,fur,0.351161,0.648839,italo_romance,Friulian
eng,lij,0.362664,0.637336,italo_romance,Ligurian
eng,sc,0.371289,0.628711,italo_romance,Sardinian
eng,ita,0.383091,0.616909,italian,Italian
eng,spa,0.387516,0.612484,romance,Spanish
eng,cat,0.396432,0.603568,romance,Catalan
eng,vec,0.398277,0.601723,italo_romance,Venetian
eng,deu,0.488518,0.511482,germanic,German
eng,scn,0.529360,0.470640,italo_romance,Sicilian
eng,slv,0.777767,0.222233,slavic,Slovenian
fra,fur,0.125854,0.874146,italo_romance,Friulian
fra,cat,0.136036,0.863964,romance,Catalan
fra,lmo,0.145271,0.854729,italo_romance,Lombard
fra,spa,0.174201,0.825799,romance,Spanish
fra,vec,0.220972,0.779028,italo_romance,Venetian
fra,ita,0.247284,0.752716,italian,Italian
fra,sc,0.250186,0.749814,italo_romance,Sardinian
fra,lij,0.252224,0.747776,italo_romance,Ligurian
fra,eng,0.332376,0.667624,english,English
fra,deu,0.442918,0.557082,germanic,German
fra,scn,0.445053,0.554947,italo_romance,Sicilian
fra,slv,0.664708,0.335292,slavic,Slovenian
fur,lmo,0.073481,0.926519,italo_romance,Lombard
fur,vec,0.108785,0.891215,italo_romance,Venetian
fur,ita,0.119565,0.880435,italian,Italian
fur,fra,0.125854,0.874146,romance,French
fur,cat,0.130293,0.869707,romance,Catalan
fur,lij,0.141968,0.858032,italo_romance,Ligurian
fur,spa,0.147210,0.852790,romance,Spanish
fur,sc,0.191527,0.808473,italo_romance,Sardinian
fur,scn,0.292976,0.707024,italo_romance,Sicilian
fur,eng,0.351161,0.648839,english,English
fur,deu,0.490276,0.509724,germanic,German
fur,slv,0.641976,0.358024,slavic,Slovenian
ita,lij,0.051065,0.948935,italo_romance,Ligurian
ita,vec,0.052790,0.947210,italo_romance,Venetian
ita,lmo,0.107519,0.892481,italo_romance,Lombard
ita,fur,0.119565,0.880435,italo_romance,Friulian
ita,sc,0.164214,0.835786,italo_romance,Sardinian
ita,scn,0.167984,0.832016,italo_romance,Sicilian
ita,spa,0.170746,0.829254,romance,Spanish
ita,cat,0.214814,0.785186,romance,Catalan
ita,fra,0.247284,0.752716,romance,French
ita,eng,0.383091,0.616909,english,English
ita,deu,0.551480,0.448520,germanic,German
ita,slv,0.606363,0.393637,slavic,Slovenian
lij,ita,0.051065,0.948935,italian,Italian
lij,vec,0.056476,0.943524,italo_romance,Venetian
lij,lmo,0.107369,0.892631,italo_romance,Lombard
