code,nn_1,dist_1,nn_2,dist_2,nn_3,dist_3
fur,ron,0.013798177242279053,fra,0.01950603723526001,cat,0.02028566598892212
lij,por,0.022106289863586426,glg,0.022436678409576416,ita,0.02803981304168701
lmo,oci,0.014267921447753906,cat,0.015081584453582764,fra,0.030458569526672363
sc,spa,0.02080559730529785,glg,0.025606751441955566,oci,0.029069066047668457
scn,sc,0.057735562324523926,oci,0.06849002838134766,ita,0.06924378871917725
vec,ita,0.015432596206665039,spa,0.016408562660217285,glg,0.023977994918823242
ita,spa,0.009914636611938477,glg,0.012238144874572754,por,0.013353466987609863
spa,glg,0.008620262145996094,ita,0.009914636611938477,por,0.011282205581665039
fra,cat,0.00830221176147461,oci,0.010774672031402588,spa,0.016884028911590576
cat,oci,0.002524852752685547,fra,0.00830221176147461,spa,0.013662457466125488
por,glg,0.001691579818725586,spa,0.011282205581665039,ita,0.013353466987609863
ron,fur,0.013798177242279053,fra,0.022071480751037598,oci,0.025827884674072266
oci,cat,0.002524852752685547,fra,0.010774672031402588,lmo,0.014267921447753906
glg,por,0.001691579818725586,spa,0.008620262145996094,ita,0.012238144874572754
deu,eng,0.04433882236480713,hun,0.06300622224807739,sqi,0.06480634212493896
eng,deu,0.04433882236480713,fra,0.05199897289276123,cat,0.05919933319091797
slv,hrv,0.0029039382934570312,sqi,0.04020613431930542,hun,0.054305970668792725
hrv,slv,0.0029039382934570312,sqi,0.03656500577926636,ron,0.05479913949966431
sqi,hrv,0.03656500577926636,slv,0.04020613431930542,hun,0.05844670534133911
hun,slv,0.054305970668792725,sqi,0.05844670534133911,hrv,0.061700522899627686
