code,nn_1,dist_1,nn_2,dist_2,nn_3,dist_3
fur,lij,0.12238889932632446,lmo,0.1465882658958435,ita,0.14821016788482666
lij,ita,0.11471414566040039,fur,0.12238889932632446,vec,0.1260194182395935
lmo,ita,0.08400261402130127,vec,0.1027866005897522,sc,0.10831981897354126
sc,ita,0.09312927722930908,lmo,0.10831981897354126,scn,0.11133468151092529
scn,sc,0.11133468151092529,lmo,0.12080222368240356,ita,0.1275903582572937
vec,ita,0.07463383674621582,lmo,0.1027866005897522,sc,0.1203647255897522
ita,vec,0.07463383674621582,lmo,0.08400261402130127,eng,0.0871051549911499
spa,cat,0.08886826038360596,eng,0.10744547843933105,ita,0.10988509654998779
fra,cat,0.10872632265090942,eng,0.11221587657928467,ita,0.1225854754447937
cat,spa,0.08886826038360596,ita,0.09995853900909424,fra,0.10872632265090942
deu,eng,0.12094306945800781,ita,0.16759568452835083,spa,0.19186711311340332
slv,ita,0.1645491123199463,spa,0.19742047786712646,eng,0.20281082391738892
eng,ita,0.0871051549911499,spa,0.10744547843933105,fra,0.11221587657928467
