article_id,title,url,n_sentences
1383,Raimbaut de Vaqueiras,https://lij.wikipedia.org/wiki?curid=1383,6
1386,Zena,https://lij.wikipedia.org/wiki?curid=1386,72
1395,Kurów,https://lij.wikipedia.org/wiki?curid=1395,11
1401,Italia,https://lij.wikipedia.org/wiki?curid=1401,18
1402,Polonia,https://lij.wikipedia.org/wiki?curid=1402,21
1407,Letiatûa in lìgure,https://lij.wikipedia.org/wiki?curid=1407,239
1408,A professia de Santa Brigida,https://lij.wikipedia.org/wiki?curid=1408,3
1409,O Scheuggio Campann-a,https://lij.wikipedia.org/wiki?curid=1409,10
1410,A-o Scheuggio Campann-a,https://lij.wikipedia.org/wiki?curid=1410,5
1411,Pasquâ Taràffo,https://lij.wikipedia.org/wiki?curid=1411,29
1412,Pe un çestin de perseghe,https://lij.wikipedia.org/wiki?curid=1412,4
1413,Porta Soprana,https://lij.wikipedia.org/wiki?curid=1413,4
1414,A stöia do pesto,https://lij.wikipedia.org/wiki?curid=1414,6
1415,Grafia do Barbi,https://lij.wikipedia.org/wiki?curid=1415,21
1416,Ester Valdes,https://lij.wikipedia.org/wiki?curid=1416,22
1417,Luigi Anselmi,https://lij.wikipedia.org/wiki?curid=1417,18
1418,O reciammo da nostra taera,https://lij.wikipedia.org/wiki?curid=1418,16
1429,Trenette co-o pesto,https://lij.wikipedia.org/wiki?curid=1429,3
1430,Paròlle nostræ,https://lij.wikipedia.org/wiki?curid=1430,36
1432,A compagnia di Caravana,https://lij.wikipedia.org/wiki?curid=1432,1
1433,Mario Dagnin,https://lij.wikipedia.org/wiki?curid=1433,17
1442,Daulisjin-a daulisjian-a,https://lij.wikipedia.org/wiki?curid=1442,1
1443,Diu marmellu,https://lij.wikipedia.org/wiki?curid=1443,9
1444,Se a liäza,https://lij.wikipedia.org/wiki?curid=1444,1
1445,Una vota u iera un re,https://lij.wikipedia.org/wiki?curid=1445,1
1446,Vaggu zù da u rian,https://lij.wikipedia.org/wiki?curid=1446,1
1447,Daulagnun buttazzun,https://lij.wikipedia.org/wiki?curid=1447,1
1449,Avëgno,https://lij.wikipedia.org/wiki?curid=1449,6
1459,Rensén,https://lij.wikipedia.org/wiki?curid=1459,16
1461,Ortografia tradiçionâ,https://lij.wikipedia.org/wiki?curid=1461,68
1465,Localitæ liguri feua da region,https://lij.wikipedia.org/wiki?curid=1465,11
1467,Da San Françesco da Paola,https://lij.wikipedia.org/wiki?curid=1467,12
1469,A Compagna,https://lij.wikipedia.org/wiki?curid=1469,8
1576,Sann-a,https://lij.wikipedia.org/wiki?curid=1576,69
1577,Imperia,https://lij.wikipedia.org/wiki?curid=1577,8
1579,Boggiasco,https://lij.wikipedia.org/wiki?curid=1579,26
1580,A Croxe,https://lij.wikipedia.org/wiki?curid=1580,5
1581,Çiannexi,https://lij.wikipedia.org/wiki?curid=1581,7
1582,Monteuggio,https://lij.wikipedia.org/wiki?curid=1582,2
1583,Trebeugna,https://lij.wikipedia.org/wiki?curid=1583,1
1584,Dägna,https://lij.wikipedia.org/wiki?curid=1584,1
1585,O Tilieto,https://lij.wikipedia.org/wiki?curid=1585,1
1586,R'Urba,https://lij.wikipedia.org/wiki?curid=1586,32
1587,Söi,https://lij.wikipedia.org/wiki?curid=1587,3
1588,Bevein,https://lij.wikipedia.org/wiki?curid=1588,1
1589,Baaücu,https://lij.wikipedia.org/wiki?curid=1589,1
1590,Savignon,https://lij.wikipedia.org/wiki?curid=1590,20
1591,Lavagna,https://lij.wikipedia.org/wiki?curid=1591,8
1592,Mendaiga,https://lij.wikipedia.org/wiki?curid=1592,2
1593,Lüxinascu,https://lij.wikipedia.org/wiki?curid=1593,1
1594,Rondaninn-a,https://lij.wikipedia.org/wiki?curid=1594,2
1595,Neion,https://lij.wikipedia.org/wiki?curid=1595,12
1596,Leivi,https://lij.wikipedia.org/wiki?curid=1596,1
1597,Ciüsànegu,https://lij.wikipedia.org/wiki?curid=1597,1
1598,Èrli,https://lij.wikipedia.org/wiki?curid=1598,52
1599,Fascia,https://lij.wikipedia.org/wiki?curid=1599,1
1600,Giüstexine,https://lij.wikipedia.org/wiki?curid=1600,35
1601,Portofin,https://lij.wikipedia.org/wiki?curid=1601,12
1602,Valbrevenna,https://lij.wikipedia.org/wiki?curid=1602,7
1603,Carasco,https://lij.wikipedia.org/wiki?curid=1603,12
1604,Camuggi,https://lij.wikipedia.org/wiki?curid=1604,119
1605,Bargaggi,https://lij.wikipedia.org/wiki?curid=1605,9
1606,Cicagna,https://lij.wikipedia.org/wiki?curid=1606,2
1607,Cogorno,https://lij.wikipedia.org/wiki?curid=1607,1
1608,Mignanego,https://lij.wikipedia.org/wiki?curid=1608,1
1609,Armu,https://lij.wikipedia.org/wiki?curid=1609,1
1610,Pigna,https://lij.wikipedia.org/wiki?curid=1610,1
1611,Pumpiana,https://lij.wikipedia.org/wiki?curid=1611,1
1613,Sanremu,https://lij.wikipedia.org/wiki?curid=1613,5
1614,Arbenga,https://lij.wikipedia.org/wiki?curid=1614,197
1615,Tàgia (cumüna),https://lij.wikipedia.org/wiki?curid=1615,12
1616,A Sipressa,https://lij.wikipedia.org/wiki?curid=1616,1
1617,Sivessa,https://lij.wikipedia.org/wiki?curid=1617,1
1618,Ciävai,https://lij.wikipedia.org/wiki?curid=1618,5
1619,Sestri Levante,https://lij.wikipedia.org/wiki?curid=1619,16
1620,Väze,https://lij.wikipedia.org/wiki?curid=1620,11
1621,Borzonasca,https://lij.wikipedia.org/wiki?curid=1621,26
1622,Campomon,https://lij.wikipedia.org/wiki?curid=1622,9
1623,Lumarso,https://lij.wikipedia.org/wiki?curid=1623,2
1624,Montebrun,https://lij.wikipedia.org/wiki?curid=1624,1
1625,Zoaggi,https://lij.wikipedia.org/wiki?curid=1625,1
1626,Rapallo,https://lij.wikipedia.org/wiki?curid=1626,2
1627,Recco,https://lij.wikipedia.org/wiki?curid=1627,21
1628,Mason,https://lij.wikipedia.org/wiki?curid=1628,39
1629,Mê,https://lij.wikipedia.org/wiki?curid=1629,1
1630,Toriggia,https://lij.wikipedia.org/wiki?curid=1630,43
1631,Aosci,https://lij.wikipedia.org/wiki?curid=1631,1
1632,Obbia,https://lij.wikipedia.org/wiki?curid=1632,2
1633,Fontanegorda,https://lij.wikipedia.org/wiki?curid=1633,1
1634,Uigu,https://lij.wikipedia.org/wiki?curid=1634,1
1635,A Burdighea,https://lij.wikipedia.org/wiki?curid=1635,6
1636,Triöra,https://lij.wikipedia.org/wiki?curid=1636,5
1639,Favâ,https://lij.wikipedia.org/wiki?curid=1639,1
1640,O Castiggion,https://lij.wikipedia.org/wiki?curid=1640,1
1641,Casella,https://lij.wikipedia.org/wiki?curid=1641,3
1642,Buzalla,https://lij.wikipedia.org/wiki?curid=1642,27
1643,Campo,https://lij.wikipedia.org/wiki?curid=1643,1
1644,Cogoeuo,https://lij.wikipedia.org/wiki?curid=1644,6
1645,Goreio,https://lij.wikipedia.org/wiki?curid=1645,2
1646,Casarsa,https://lij.wikipedia.org/wiki?curid=1646,1
1647,L'Isoa do Canton,https://lij.wikipedia.org/wiki?curid=1647,1
1648,Coëgia,https://lij.wikipedia.org/wiki?curid=1648,1
1649,Lòrsega,https://lij.wikipedia.org/wiki?curid=1649,1
1650,Mezànego,https://lij.wikipedia.org/wiki?curid=1650,2
1651,Moconexi,https://lij.wikipedia.org/wiki?curid=1651,1
1652,Né,https://lij.wikipedia.org/wiki?curid=1652,2
1653,Monegia,https://lij.wikipedia.org/wiki?curid=1653,1
1654,Oê,https://lij.wikipedia.org/wiki?curid=1654,1
1655,A Ceive de Söi,https://lij.wikipedia.org/wiki?curid=1655,50
1657,Propâ,https://lij.wikipedia.org/wiki?curid=1657,1
1658,Ronco,https://lij.wikipedia.org/wiki?curid=1658,4
1659,Roegno,https://lij.wikipedia.org/wiki?curid=1659,2
1660,Roscigion,https://lij.wikipedia.org/wiki?curid=1660,1
1661,A Særa,https://lij.wikipedia.org/wiki?curid=1661,3
1662,San Comban,https://lij.wikipedia.org/wiki?curid=1662,1
1663,Airöre,https://lij.wikipedia.org/wiki?curid=1663,1
1664,A Còsta,https://lij.wikipedia.org/wiki?curid=1664,1
1665,Purnasce,https://lij.wikipedia.org/wiki?curid=1665,1
1666,Puntedasce,https://lij.wikipedia.org/wiki?curid=1666,1
1667,Ransu,https://lij.wikipedia.org/wiki?curid=1667,35
1668,Prebüna,https://lij.wikipedia.org/wiki?curid=1668,1
1669,Carpaxe,https://lij.wikipedia.org/wiki?curid=1669,1
1670,L'Isura,https://lij.wikipedia.org/wiki?curid=1670,1
1671,Preinaudu,https://lij.wikipedia.org/wiki?curid=1671,44
1672,U Castelà (cumüna),https://lij.wikipedia.org/wiki?curid=1672,1
1673,Cairònega,https://lij.wikipedia.org/wiki?curid=1673,1
1674,Campurussu,https://lij.wikipedia.org/wiki?curid=1674,1
1675,Cexi,https://lij.wikipedia.org/wiki?curid=1675,1
1676,U Sèrvu,https://lij.wikipedia.org/wiki?curid=1676,38
1677,Seriana,https://lij.wikipedia.org/wiki?curid=1677,6
1678,I Spiareti,https://lij.wikipedia.org/wiki?curid=1678,1
