,fur,lij,lmo,sc,scn,vec,ita,spa,fra,cat,deu,slv,eng
fur,1.000000,0.784282,0.833142,0.722093,0.706222,0.804358,0.779355,0.715045,0.744128,0.746406,0.536041,0.549690,0.651757
lij,0.784282,1.000000,0.830477,0.753066,0.768699,0.870969,0.840389,0.770837,0.718654,0.754726,0.554953,0.584771,0.638705
lmo,0.833142,0.830477,1.000000,0.746330,0.739486,0.849432,0.789599,0.799998,0.746259,0.848976,0.530834,0.529306,0.625464
sc,0.722093,0.753066,0.746330,1.000000,0.720647,0.747207,0.730362,0.766448,0.696517,0.703915,0.530305,0.524709,0.619806
scn,0.706222,0.768699,0.739486,0.720647,1.000000,0.776861,0.795957,0.651330,0.624168,0.641647,0.499053,0.527464,0.572374
vec,0.804358,0.870969,0.849432,0.747207,0.776861,1.000000,0.869861,0.758552,0.694766,0.740296,0.528878,0.577980,0.611151
ita,0.779355,0.840389,0.789599,0.730362,0.795957,0.869861,1.000000,0.686711,0.643158,0.648978,0.489446,0.493646,0.585895
spa,0.715045,0.770837,0.799998,0.766448,0.651330,0.758552,0.686711,1.000000,0.709268,0.836673,0.478478,0.490989,0.586940
fra,0.744128,0.718654,0.746259,0.696517,0.624168,0.694766,0.643158,0.709268,1.000000,0.748400,0.535930,0.494008,0.651537
cat,0.746406,0.754726,0.848976,0.703915,0.641647,0.740296,0.648978,0.836673,0.748400,1.000000,0.442429,0.448489,0.565209
deu,0.536041,0.554953,0.530834,0.530305,0.499053,0.528878,0.489446,0.478478,0.535930,0.442429,1.000000,0.437639,0.562765
slv,0.549690,0.584771,0.529306,0.524709,0.527464,0.577980,0.493646,0.490989,0.494008,0.448489,0.437639,1.000000,0.491679
eng,0.651757,0.638705,0.625464,0.619806,0.572374,0.611151,0.585895,0.586940,0.651537,0.565209,0.562765,0.491679,1.000000
