,fur,lij,lmo,sc,scn,vec,ita,spa,fra,cat,deu,slv,eng
fur,0.000000,1.331917,0.903662,1.273096,0.956904,1.316814,1.305418,1.525779,0.349544,0.976958,1.072003,1.074252,1.261233
lij,1.331917,0.000000,1.027379,0.832042,1.079148,0.640651,0.643827,0.792186,1.476406,1.099557,1.393423,1.111392,1.208134
lmo,0.903662,1.027379,0.000000,1.176822,0.960881,0.974980,1.384843,1.186567,1.176095,0.327440,1.154769,0.978518,1.330819
sc,1.273096,0.832042,1.176822,0.000000,0.905985,0.989696,1.042103,0.591037,1.350616,0.900418,1.357740,1.149228,1.266558
scn,0.956904,1.079148,0.960881,0.905985,0.000000,1.222262,0.746032,1.475688,1.348490,1.341279,1.154000,1.150679,1.231998
vec,1.316814,0.640651,0.974980,0.989696,1.222262,0.000000,0.653413,0.405610,1.396634,1.021715,1.437306,0.930250,1.205094
ita,1.305418,0.643827,1.384843,1.042103,0.746032,0.653413,0.000000,0.756549,1.311987,1.448003,1.260670,1.361788,0.920488
spa,1.525779,0.792186,1.186567,0.591037,1.475688,0.405610,0.756549,0.000000,1.287124,0.772035,1.289782,0.964486,1.047714
fra,0.349544,1.476406,1.176095,1.350616,1.348490,1.396634,1.311987,1.287124,0.000000,0.984425,0.738913,1.076146,0.837844
cat,0.976958,1.099557,0.327440,0.900418,1.341279,1.021715,1.448003,0.772035,0.984425,0.000000,1.240522,0.818583,1.296021
deu,1.072003,1.393423,1.154769,1.357740,1.154000,1.437306,1.260670,1.289782,0.738913,1.240522,0.000000,1.034098,0.581071
slv,1.074252,1.111392,0.978518,1.149228,1.150679,0.930250,1.361788,0.964486,1.076146,0.818583,1.034098,0.000000,1.140888
eng,1.261233,1.208134,1.330819,1.266558,1.231998,1.205094,0.920488,1.047714,0.837844,1.296021,0.581071,1.140888,0.000000
