source,target,distance,similarity,target_family,target_display
cat,lmo,0.327440,0.672560,italo_romance,Lombard
cat,spa,0.772035,0.227965,romance,Spanish
cat,slv,0.818583,0.181417,slavic,Slovenian
cat,sc,0.900418,0.099582,italo_romance,Sardinian
cat,fur,0.976958,0.023042,italo_romance,Friulian
cat,fra,0.984425,0.015575,romance,French
cat,vec,1.021715,-0.021715,italo_romance,Venetian
cat,lij,1.099557,-0.099557,italo_romance,Ligurian
cat,deu,1.240522,-0.240522,germanic,German
cat,eng,1.296021,-0.296021,english,English
cat,scn,1.341279,-0.341279,italo_romance,Sicilian
cat,ita,1.448003,-0.448003,italian,Italian
deu,eng,0.581071,0.418929,english,English
deu,fra,0.738913,0.261087,romance,French
deu,slv,1.034098,-0.034098,slavic,Slovenian
deu,fur,1.072003,-0.072003,italo_romance,Friulian
deu,scn,1.154000,-0.154000,italo_romance,Sicilian
deu,lmo,1.154769,-0.154769,italo_romance,Lombard
deu,cat,1.240522,-0.240522,romance,Catalan
deu,ita,1.260670,-0.260670,italian,Italian
deu,spa,1.289782,-0.289782,romance,Spanish
deu,sc,1.357740,-0.357740,italo_romance,Sardinian
deu,lij,1.393423,-0.393423,italo_romance,Ligurian
deu,vec,1.437306,-0.437306,italo_romance,Venetian
eng,deu,0.581071,0.418929,germanic,German
eng,fra,0.837844,0.162156,romance,French
eng,ita,0.920488,0.079512,italian,Italian
eng,spa,1.047714,-0.047714,romance,Spanish
eng,slv,1.140888,-0.140888,slavic,Slovenian
eng,vec,1.205094,-0.205094,italo_romance,Venetian
eng,lij,1.208134,-0.208134,italo_romance,Ligurian
eng,scn,1.231998,-0.231998,italo_romance,Sicilian
eng,fur,1.261233,-0.261233,italo_romance,Friulian
eng,sc,1.266558,-0.266558,italo_romance,Sardinian
eng,cat,1.296021,-0.296021,romance,Catalan
eng,lmo,1.330819,-0.330819,italo_romance,Lombard
fra,fur,0.349544,0.650456,italo_romance,Friulian
fra,deu,0.738913,0.261087,germanic,German
fra,eng,0.837844,0.162156,english,English
fra,cat,0.984425,0.015575,romance,Catalan
fra,slv,1.076146,-0.076146,slavic,Slovenian
fra,lmo,1.176095,-0.176095,italo_romance,Lombard
fra,spa,1.287124,-0.287124,romance,Spanish
fra,ita,1.311987,-0.311987,italian,Italian
fra,scn,1.348490,-0.348490,italo_romance,Sicilian
fra,sc,1.350616,-0.350616,italo_romance,Sardinian
fra,vec,1.396634,-0.396634,italo_romance,Venetian
fra,lij,1.476406,-0.476406,italo_romance,Ligurian
fur,fra,0.349544,0.650456,romance,French
fur,lmo,0.903662,0.096338,italo_romance,Lombard
fur,scn,0.956904,0.043096,italo_romance,Sicilian
fur,cat,0.976958,0.023042,romance,Catalan
fur,deu,1.072003,-0.072003,germanic,German
fur,slv,1.074252,-0.074252,slavic,Slovenian
fur,eng,1.261233,-0.261233,english,English
fur,sc,1.273096,-0.273096,italo_romance,Sardinian
fur,ita,1.305418,-0.305418,italian,Italian
fur,vec,1.316814,-0.316814,italo_romance,Venetian
fur,lij,1.331917,-0.331917,italo_romance,Ligurian
fur,spa,1.525779,-0.525779,romance,Spanish
ita,lij,0.643827,0.356173,italo_romance,Ligurian
ita,vec,0.653413,0.346587,italo_romance,Venetian
ita,scn,0.746032,0.253968,italo_romance,Sicilian
ita,spa,0.756549,0.243451,romance,Spanish
ita,eng,0.920488,0.079512,english,English
ita,sc,1.042103,-0.042103,italo_romance,Sardinian
ita,deu,1.260670,-0.260670,germanic,German
ita,fur,1.305418,-0.305418,italo_romance,Friulian
ita,fra,1.311987,-0.311987,romance,French
ita,slv,1.361788,-0.361788,slavic,Slovenian
ita,lmo,1.384843,-0.384843,italo_romance,Lombard
ita,cat,1.448003,-0.448003,romance,Catalan
