variety_A,variety_B,mean_similarity,family_A,family_B
vec,ita,0.978034,italo_romance,italian
fra,cat,0.976264,romance,romance
lmo,cat,0.974701,italo_romance,romance
spa,cat,0.974307,romance,romance
vec,spa,0.971740,italo_romance,romance
ita,spa,0.971594,italian,romance
lij,ita,0.968460,italo_romance,italian
fur,fra,0.967008,italo_romance,romance
ita,cat,0.966732,italian,romance
spa,fra,0.966548,romance,romance
lij,vec,0.966364,italo_romance,italo_romance
lmo,ita,0.966108,italo_romance,italian
fur,cat,0.964838,italo_romance,romance
vec,cat,0.962408,italo_romance,romance
lmo,vec,0.962078,italo_romance,italo_romance
lmo,spa,0.961698,italo_romance,romance
lmo,fra,0.961448,italo_romance,romance
fur,lmo,0.961184,italo_romance,italo_romance
sc,spa,0.960021,italo_romance,romance
ita,fra,0.957695,italian,romance
deu,eng,0.955098,germanic,english
sc,cat,0.954958,italo_romance,romance
lij,lmo,0.953421,italo_romance,italo_romance
lij,spa,0.953417,italo_romance,romance
sc,ita,0.952664,italo_romance,italian
fur,ita,0.952648,italo_romance,italian
fur,spa,0.951253,italo_romance,romance
vec,fra,0.951037,italo_romance,romance
sc,fra,0.949702,italo_romance,romance
lmo,sc,0.949472,italo_romance,italo_romance
lij,cat,0.947161,italo_romance,romance
sc,vec,0.945103,italo_romance,italo_romance
fur,vec,0.945060,italo_romance,italo_romance
fur,sc,0.937883,italo_romance,italo_romance
lij,sc,0.937456,italo_romance,italo_romance
fra,eng,0.934272,romance,english
lij,fra,0.933140,italo_romance,romance
scn,ita,0.933034,italo_romance,italian
sc,scn,0.930600,italo_romance,italo_romance
lmo,scn,0.930227,italo_romance,italo_romance
deu,slv,0.930081,germanic,slavic
slv,eng,0.925691,slavic,english
cat,eng,0.925251,romance,english
fur,lij,0.923029,italo_romance,italo_romance
fur,scn,0.922595,italo_romance,italo_romance
scn,cat,0.918365,italo_romance,romance
fra,slv,0.917524,romance,slavic
fra,deu,0.916939,romance,germanic
spa,eng,0.915507,romance,english
lij,scn,0.915473,italo_romance,italo_romance
spa,slv,0.914873,romance,slavic
cat,slv,0.914326,romance,slavic
fur,eng,0.910987,italo_romance,english
scn,vec,0.910713,italo_romance,italo_romance
scn,spa,0.910029,italo_romance,romance
lmo,eng,0.909550,italo_romance,english
fur,slv,0.908901,italo_romance,slavic
scn,fra,0.908375,italo_romance,romance
vec,slv,0.907486,italo_romance,slavic
ita,slv,0.906919,italian,slavic
lmo,slv,0.906790,italo_romance,slavic
ita,eng,0.903738,italian,english
sc,eng,0.901573,italo_romance,english
cat,deu,0.901084,romance,germanic
vec,eng,0.897087,italo_romance,english
lmo,deu,0.888017,italo_romance,germanic
fur,deu,0.887951,italo_romance,germanic
spa,deu,0.886859,romance,germanic
sc,slv,0.886833,italo_romance,slavic
lij,slv,0.885359,italo_romance,slavic
lij,eng,0.880743,italo_romance,english
ita,deu,0.873045,italian,germanic
sc,deu,0.872017,italo_romance,germanic
vec,deu,0.865144,italo_romance,germanic
scn,slv,0.864615,italo_romance,slavic
scn,eng,0.858027,italo_romance,english
lij,deu,0.850665,italo_romance,germanic
scn,deu,0.833578,italo_romance,germanic
