code,nn_1,dist_1,nn_2,dist_2,nn_3,dist_3
veneto,italiano,0.05972135066986084,lombardo,0.101204514503479,ligure,0.11075782775878906
siciliano,italiano,0.16407036781311035,ligure,0.23566269874572754,veneto,0.2750096917152405
lombardo,veneto,0.101204514503479,italiano,0.15340715646743774,friulano,0.16355973482131958
sardo,spagnolo,0.20468831062316895,catalano,0.26279962062835693,siciliano,0.2953144907951355
ligure,veneto,0.11075782775878906,italiano,0.11263155937194824,lombardo,0.18458539247512817
friulano,lombardo,0.16355973482131958,veneto,0.19057536125183105,italiano,0.19618165493011475
ladino,lombardo,0.18518579006195068,catalano,0.2146628499031067,spagnolo,0.2467719316482544
italiano,veneto,0.05972135066986084,ligure,0.11263155937194824,lombardo,0.15340715646743774
spagnolo,catalano,0.11226314306259155,sardo,0.20468831062316895,veneto,0.23454195261001587
francese,catalano,0.187761127948761,friulano,0.2290940284729004,inglese,0.2662544846534729
catalano,spagnolo,0.11226314306259155,lombardo,0.171949565410614,francese,0.187761127948761
tedesco,inglese,0.31611430644989014,friulano,0.3729260563850403,francese,0.4076581597328186
inglese,francese,0.2662544846534729,friulano,0.2867768406867981,lombardo,0.305916428565979
greco,arabo,0.37599021196365356,tedesco,0.45717769861221313,sloveno,0.49276232719421387
arabo,greco,0.37599021196365356,sardo,0.4611515998840332,spagnolo,0.48144394159317017
sloveno,veneto,0.31396985054016113,ladino,0.35907548666000366,ligure,0.3673402667045593
