code,nn_1,dist_1,nn_2,dist_2,nn_3,dist_3
fur,cat,0.017555415630340576,fra,0.01820516586303711,lmo,0.02142190933227539
lij,ita,0.011247754096984863,vec,0.013914346694946289,spa,0.02008509635925293
lmo,cat,0.005756020545959473,ita,0.014113783836364746,spa,0.014603614807128906
sc,spa,0.01931321620941162,cat,0.023339271545410156,lmo,0.024931252002716064
scn,ita,0.042786240577697754,lmo,0.045113563537597656,sc,0.045216143131256104
vec,ita,0.0062863826751708984,spa,0.006466209888458252,cat,0.012365221977233887
ita,vec,0.0062863826751708984,spa,0.007118344306945801,cat,0.009548962116241455
spa,cat,0.006072342395782471,vec,0.006466209888458252,ita,0.007118344306945801
fra,cat,0.007784783840179443,spa,0.012990117073059082,lmo,0.017366647720336914
cat,lmo,0.005756020545959473,spa,0.006072342395782471,fra,0.007784783840179443
deu,eng,0.026790857315063477,slv,0.03703117370605469,fra,0.054727911949157715
slv,eng,0.036885976791381836,deu,0.03703117370605469,fra,0.05457550287246704
eng,fra,0.02671527862548828,deu,0.026790857315063477,cat,0.033831238746643066
