code,nn_1,dist_1,nn_2,dist_2,nn_3,dist_3
veneto,italiano,0.06411045789718628,lombardo,0.09891331195831299,ligure,0.10772663354873657
siciliano,italiano,0.16003292798995972,ligure,0.2397645115852356,veneto,0.2649235725402832
lombardo,veneto,0.09891331195831299,italiano,0.14872509241104126,friulano,0.16301536560058594
sardo,spagnolo,0.2046378254890442,catalano,0.2592390775680542,siciliano,0.28394776582717896
ligure,veneto,0.10772663354873657,italiano,0.1111915111541748,lombardo,0.18515580892562866
friulano,lombardo,0.16301536560058594,veneto,0.18260639905929565,italiano,0.18817585706710815
ladino,lombardo,0.1756184697151184,catalano,0.2205227017402649,veneto,0.2601431608200073
italiano,veneto,0.06411045789718628,ligure,0.1111915111541748,lombardo,0.14872509241104126
spagnolo,catalano,0.10593318939208984,sardo,0.2046378254890442,lombardo,0.24051976203918457
francese,catalano,0.20226937532424927,friulano,0.23422104120254517,inglese,0.26196956634521484
catalano,spagnolo,0.10593318939208984,lombardo,0.17459988594055176,francese,0.20226937532424927
tedesco,inglese,0.3132045865058899,francese,0.40158993005752563,friulano,0.4028359055519104
inglese,francese,0.26196956634521484,friulano,0.29637157917022705,catalano,0.3100320100784302
greco,arabo,0.37432861328125,tedesco,0.46074366569519043,lombardo,0.4985331892967224
arabo,greco,0.37432861328125,spagnolo,0.47584080696105957,ladino,0.48235422372817993
sloveno,veneto,0.3248593807220459,siciliano,0.347877562046051,ladino,0.35462212562561035
