code,rank,feature,weight
veneto,1,▁ła,0.08306416099910087
veneto,2,łe,0.07783940171082025
veneto,3,▁łe,0.075824809425531
veneto,4,łi,0.07341510468971256
veneto,5,ło,0.06835557308619786
veneto,6,ła,0.06752914992172675
veneto,7,▁poł,0.06385296097917299
veneto,8,▁xe,0.06020381369923273
veneto,9,▁essar,0.05967449624979291
veneto,10,▁ała,0.059573495865388036
veneto,11,▁dełe,0.0591595424318599
veneto,12,▁gera,0.05880936102308181
veneto,13,▁anca,0.05746840497785289
veneto,14,ùo,0.057065000011109875
veneto,15,▁deła,0.05693549581422699
veneto,16,▁xé,0.05626300982367165
veneto,17,▁dała,0.054612861535854346
veneto,18,biłe,0.0542830078271915
veneto,19,▁dea,0.0541158962200169
veneto,20,▁soło,0.05411413287042832
veneto,21,▁esar,0.0539425118593691
veneto,22,▁drìo,0.05303987153258161
veneto,23,àe,0.05184374849889987
veneto,24,▁xente,0.05184374849889987
veneto,25,▁vien,0.051630519840156014
veneto,26,▁dee,0.05142811125386376
veneto,27,▁ł,0.051412894405832125
veneto,28,łità,0.05096370067369775
veneto,29,łar,0.05025189439833146
veneto,30,▁soł,0.049221373113252934
siciliano,1,zzioni,0.07168649937226299
siciliano,2,▁cchiù,0.0697629536871007
siciliano,3,▁ntâ,0.06766404042604246
siciliano,4,▁ntô,0.06745611294858869
siciliano,5,▁sunnu,0.06713598420869014
siciliano,6,▁dû,0.06089918719592187
siciliano,7,▁nta,0.05913605033710459
siciliano,8,▁èssiri,0.059056059555437156
siciliano,9,▁ponnu,0.058812221703893656
siciliano,10,▁ntê,0.0587296189497838
siciliano,11,ḍḍi,0.057864238790223836
siciliano,12,ḍḍu,0.05721118761677373
siciliano,13,▁nna,0.057016589673519365
siciliano,14,▁assài,0.05691786907403624
siciliano,15,▁quannu,0.05671749062152106
siciliano,16,bbili,0.05671749062152106
siciliano,17,▁comu,0.05638176438105734
siciliano,18,▁puru,0.05545773784740055
siciliano,19,▁unni,0.05519134680247768
siciliano,20,ggiu,0.05519134680247768
siciliano,21,▁doppu,0.05507299713537282
siciliano,22,▁dâ,0.05466167184742743
siciliano,23,▁foru,0.05433226790800099
siciliano,24,gghiu,0.05433226790800099
siciliano,25,▁fari,0.05407279776355102
siciliano,26,▁avìa,0.053806498679286684
siciliano,27,▁sulu,0.05367067407369242
siciliano,28,▁ccu,0.05353300145764904
siciliano,29,▁granni,0.05353300145764904
siciliano,30,▁chistu,0.05339342984916585
lombardo,1,ziùn,0.06982789419808276
lombardo,2,▁üna,0.06603891970271628
lombardo,3,▁ienn,0.06532974331194825
lombardo,4,▁qe,0.06493599389012276
lombardo,5,▁püssé,0.06344967280023071
lombardo,6,taa,0.060883565291677134
lombardo,7,▁henn,0.05995180542718615
lombardo,8,▁cuma,0.059881822617681116
lombardo,9,▁ün,0.05760573003083676
lombardo,10,▁parécc,0.05618894926259753
lombardo,11,▁minga,0.055774767159875754
lombardo,12,▁pœ,0.05534276539179585
lombardo,13,ént,0.055039624582096484
lombardo,14,▁pàrt,0.05441866628938468
lombardo,15,▁anca,0.0537644047996891
lombardo,16,œ,0.05340102791174613
lombardo,17,▁lùr,0.053400834623546084
lombardo,18,▁olter,0.053400834623546084
lombardo,19,▁pòden,0.05312939938317253
lombardo,20,▁coma,0.05312939938317253
lombardo,21,▁ieren,0.052990880048785466
lombardo,22,▁diit,0.05270797422746933
lombardo,23,▁staa,0.052563475439185214
lombardo,24,▁plussé,0.05115991717782446
lombardo,25,mént,0.05115991717782446
lombardo,26,▁vesser,0.05115991717782446
lombardo,27,ìf,0.05099113181779203
lombardo,28,▁tücc,0.0508194610985892
lombardo,29,▁paés,0.05064480465243607
lombardo,30,▁stait,0.05009026007123372
sardo,1,▁comente,0.06548324481243561
sardo,2,▁fiat,0.06459702907140916
sardo,3,▁unu,0.06401055567200725
sardo,4,▁èssere,0.06367975454286541
sardo,5,▁prus,0.0635937115744442
sardo,6,▁dae,0.06342511288363545
sardo,7,atzione,0.06249345024533432
sardo,8,▁sunt,0.06139369040831681
sardo,9,▁totu,0.06066043168017637
sardo,10,ziones,0.06029533682325843
sardo,11,▁cando,0.059993535307385326
sardo,12,▁subra,0.05976116653835369
sardo,13,▁tz,0.05960325553136411
sardo,14,èntzia,0.058243230829316935
sardo,15,▁aiat,0.058059711343030125
sardo,16,▁podent,0.0566731975339109
sardo,17,▁istadu,0.056239725480774126
sardo,18,▁pustis,0.05612841228616084
sardo,19,▁istados,0.05543370744487801
sardo,20,▁fàghere,0.055067737921299036
sardo,21,▁issoro,0.054942766342007586
sardo,22,▁tempus,0.054688126680768334
sardo,23,▁diat,0.054688126680768334
sardo,24,▁carchi,0.05442695709083728
sardo,25,tzi,0.054423902586006226
sardo,26,▁medas,0.05402219962093813
sardo,27,▁annos,0.0538836252938108
sardo,28,▁logu,0.0534562175790063
sardo,29,▁naradu,0.0534562175790063
sardo,30,▁mancari,0.05330966748332091
ligure,1,çion,0.0731890145050804
ligure,2,æ,0.06758457458541012
ligure,3,itæ,0.06371640812779876
ligure,4,çioin,0.06315084022704466
ligure,5,▁unna,0.06282297072034378
ligure,6,▁ciù,0.06282297072034378
ligure,7,▁ëse,0.060227476113737584
ligure,8,▁stæto,0.059720536586230014
ligure,9,ña,0.059113377037636555
ligure,10,tæ,0.05910819999375459
ligure,11,ñe,0.057938245326925375
ligure,12,▁apreuvo,0.05651328653062554
ligure,13,▁peuan,0.05620247861053872
ligure,14,▁comme,0.056159457535183935
ligure,15,▁ascì,0.05566221826585481
ligure,16,▁quande,0.055550609832924834
ligure,17,çi,0.05548894444880531
ligure,18,▁into,0.05504233963155204
ligure,19,▁deuvi,0.05485375006595864
ligure,20,▁viæ,0.05473278502243911
ligure,21,▁sciâ,0.05410522542721902
ligure,22,▁çer,0.05384286105519497
ligure,23,▁stæta,0.053709078166796424
ligure,24,▁seu,0.053223132069965824
ligure,25,▁segge,0.053155489743984465
ligure,26,▁persoñe,0.053155489743984465
ligure,27,▁çittæ,0.05301221839983024
ligure,28,▁sciô,0.052866885526857935
ligure,29,▁stæti,0.052719430931283735
ligure,30,çia,0.0522636937610906
friulano,1,ât,0.06777266572648595
friulano,2,zions,0.06618526086229833
friulano,3,▁ancje,0.06573061332980255
friulano,4,âl,0.06405097306984646
friulano,5,▁plui,0.06405097306984646
friulano,6,▁cj,0.06373597916586565
friulano,7,itât,0.06315540902182241
friulano,8,▁intal,0.061885478649480005
friulano,9,cj,0.06147173048223015
friulano,10,âr,0.06133002675165779
friulano,11,âts,0.06120183218695594
friulano,12,▁jere,0.06074281792719835
friulano,13,▁mût,0.0600394237420549
friulano,14,ôr,0.0598763511500757
friulano,15,▁altris,0.05928430666650765
friulano,16,ês,0.059108689439867614
friulano,17,ôrs,0.059108689439867614
friulano,18,▁stât,0.05865604540945253
friulano,19,▁lôr,0.05865604540945253
friulano,20,▁stâts,0.05837456595011259
friulano,21,▁puedin,0.05818253498362285
friulano,22,âls,0.057887585799544096
friulano,23,ût,0.05621454820516523
friulano,24,gj,0.056169017333416026
friulano,25,▁cualchi,0.05554516019738353
