,fur,lij,lmo,sc,scn,vec,ita,spa,fra,cat,deu,slv,eng
fur,1.000000,-0.192681,-0.118903,-0.331625,-0.360810,-0.164731,-0.267325,-0.004049,0.128250,-0.007165,0.138932,0.043836,0.142191
lij,-0.192681,1.000000,-0.162697,-0.250238,-0.324400,0.113310,0.050059,-0.046176,-0.022457,-0.096865,-0.033396,-0.044235,-0.031044
lmo,-0.118903,-0.162697,1.000000,-0.280838,-0.246428,0.168764,-0.300002,0.016086,-0.061869,0.191671,0.071717,-0.030278,-0.023883
sc,-0.331625,-0.250238,-0.280838,1.000000,0.020303,-0.129094,-0.023991,0.071926,-0.062505,0.015428,-0.040006,-0.100763,-0.066913
scn,-0.360810,-0.324400,-0.246428,0.020303,1.000000,-0.528970,0.282775,-0.024486,0.075978,0.076276,0.037263,-0.074026,-0.070972
vec,-0.164731,0.113310,0.168764,-0.129094,-0.528970,1.000000,0.017205,0.109034,-0.180528,-0.184686,-0.141417,0.126449,0.044516
ita,-0.267325,0.050059,-0.300002,-0.023991,0.282775,0.017205,1.000000,-0.017643,-0.041697,-0.179561,-0.209517,-0.059601,-0.147415
spa,-0.004049,-0.046176,0.016086,0.071926,-0.024486,0.109034,-0.017643,1.000000,-0.180405,0.006235,-0.364748,-0.213374,-0.246859
fra,0.128250,-0.022457,-0.061869,-0.062505,0.075978,-0.180528,-0.041697,-0.180405,1.000000,-0.069857,-0.160868,-0.232776,-0.170169
cat,-0.007165,-0.096865,0.191671,0.015428,0.076276,-0.184686,-0.179561,0.006235,-0.069857,1.000000,-0.312681,-0.334338,-0.303618
deu,0.138932,-0.033396,0.071717,-0.040006,0.037263,-0.141417,-0.209517,-0.364748,-0.160868,-0.312681,1.000000,-0.089525,0.049344
slv,0.043836,-0.044235,-0.030278,-0.100763,-0.074026,0.126449,-0.059601,-0.213374,-0.232776,-0.334338,-0.089525,1.000000,-0.027160
eng,0.142191,-0.031044,-0.023883,-0.066913,-0.070972,0.044516,-0.147415,-0.246859,-0.170169,-0.303618,0.049344,-0.027160,1.000000
