code,nn_1,dist_1,nn_2,dist_2,nn_3,dist_3
fur,fra,0.819072961807251,slv,0.8562101125717163,lij,0.9277610778808594
lij,fra,0.8539130091667175,fur,0.9277610778808594,eng,0.9658656120300293
lmo,deu,0.8119312524795532,cat,0.8405198454856873,ita,0.961368978023529
sc,scn,0.8373908996582031,deu,0.8593825697898865,eng,0.8776335716247559
scn,deu,0.7462074160575867,sc,0.8373908996582031,cat,0.9707238078117371
vec,ita,0.7395713925361633,spa,0.8311018943786621,eng,0.9702027440071106
ita,vec,0.7395713925361633,eng,0.8045423626899719,lmo,0.961368978023529
spa,cat,0.7207838296890259,vec,0.8311018943786621,ita,0.9631897211074829
fra,fur,0.819072961807251,cat,0.8479921221733093,lij,0.8539130091667175
cat,spa,0.7207838296890259,lmo,0.8405198454856873,fra,0.8479921221733093
deu,scn,0.7462074160575867,lmo,0.8119312524795532,sc,0.8593825697898865
slv,fur,0.8562101125717163,scn,0.9845240116119385,vec,0.9869286417961121
eng,ita,0.8045423626899719,sc,0.8776335716247559,fra,0.9430065155029297
