,fur,lij,lmo,sc,scn,vec,ita,spa,fra,cat,deu,slv,eng
fur,0.000000,0.927761,1.178852,1.336151,1.299656,1.278375,1.385361,1.178026,0.819073,1.143161,0.940911,0.856210,1.038911
lij,0.927761,0.000000,1.208655,1.382960,1.518492,1.019597,1.076665,1.040625,0.853913,1.117414,0.991570,1.052018,0.965866
lmo,1.178852,1.208655,0.000000,1.047808,1.075748,1.001278,0.961369,1.096001,1.266637,0.840520,0.811931,1.085958,1.198937
sc,1.336151,1.382960,1.047808,0.000000,0.837391,1.068300,1.087752,0.970665,1.179273,0.991375,0.859383,1.181271,0.877634
scn,1.299656,1.518492,1.075748,0.837391,0.000000,1.455402,1.024993,1.019545,1.013727,0.970724,0.746207,0.984524,0.972628
vec,1.278375,1.019597,1.001278,1.068300,1.455402,0.000000,0.739571,0.831102,1.218319,1.155268,1.169144,0.986929,0.970203
ita,1.385361,1.076665,0.961369,1.087752,1.024993,0.739571,0.000000,0.963190,1.171607,1.094766,1.167695,1.058987,0.804542
spa,1.178026,1.040625,1.096001,0.970665,1.019545,0.831102,0.963190,0.000000,1.090076,0.720784,1.573923,1.169970,1.186478
fra,0.819073,0.853913,1.266637,1.179273,1.013727,1.218319,1.171607,1.090076,0.000000,0.847992,1.257461,1.390438,0.943007
cat,1.143161,1.117414,0.840520,0.991375,0.970724,1.155268,1.094766,0.720784,0.847992,0.000000,1.425550,1.389020,1.100792
deu,0.940911,0.991570,0.811931,0.859383,0.746207,1.169144,1.167695,1.573923,1.257461,1.425550,0.000000,1.017666,1.169276
slv,0.856210,1.052018,1.085958,1.181271,0.984524,0.986929,1.058987,1.169970,1.390438,1.389020,1.017666,0.000000,1.351159
eng,1.038911,0.965866,1.198937,0.877634,0.972628,0.970203,0.804542,1.186478,0.943007,1.100792,1.169276,1.351159,0.000000
