variety_A,variety_B,mean_similarity,family_A,family_B
spa,cat,0.683591,romance,romance
fra,eng,0.664369,romance,english
fra,cat,0.655822,romance,romance
spa,eng,0.652945,romance,english
deu,eng,0.645164,germanic,english
ita,spa,0.643050,italian,romance
cat,eng,0.641921,romance,english
ita,fra,0.640842,italian,romance
ita,cat,0.639923,italian,romance
spa,fra,0.639543,romance,romance
ita,eng,0.639505,italian,english
vec,ita,0.639427,italo_romance,italian
vec,cat,0.593425,italo_romance,romance
fra,deu,0.587605,romance,germanic
ita,deu,0.575757,italian,germanic
spa,deu,0.575747,romance,germanic
vec,fra,0.575573,italo_romance,romance
vec,spa,0.573751,italo_romance,romance
vec,eng,0.570732,italo_romance,english
cat,deu,0.570099,romance,germanic
slv,eng,0.562188,slavic,english
lij,vec,0.553390,italo_romance,italo_romance
ita,slv,0.543112,italian,slavic
deu,slv,0.542348,germanic,slavic
sc,cat,0.542120,italo_romance,romance
sc,vec,0.536938,italo_romance,italo_romance
cat,slv,0.536798,romance,slavic
spa,slv,0.536240,romance,slavic
fra,slv,0.535376,romance,slavic
lij,ita,0.529715,italo_romance,italian
lmo,vec,0.524175,italo_romance,italo_romance
sc,spa,0.522505,italo_romance,romance
sc,fra,0.522500,italo_romance,romance
sc,ita,0.520691,italo_romance,italian
scn,vec,0.518274,italo_romance,italo_romance
scn,ita,0.517632,italo_romance,italian
vec,deu,0.514067,italo_romance,germanic
lij,cat,0.506463,italo_romance,romance
sc,eng,0.504884,italo_romance,english
lij,sc,0.501505,italo_romance,italo_romance
lij,fra,0.500521,italo_romance,romance
fur,vec,0.499280,italo_romance,italo_romance
vec,slv,0.495560,italo_romance,slavic
sc,scn,0.488785,italo_romance,italo_romance
scn,cat,0.485145,italo_romance,romance
lij,lmo,0.484576,italo_romance,italo_romance
fur,sc,0.481867,italo_romance,italo_romance
fur,cat,0.479360,italo_romance,romance
lij,spa,0.479326,italo_romance,romance
lij,eng,0.479127,italo_romance,english
lmo,cat,0.478488,italo_romance,romance
lmo,ita,0.477216,italo_romance,italian
fur,lmo,0.475324,italo_romance,italo_romance
scn,fra,0.470537,italo_romance,romance
lmo,scn,0.469653,italo_romance,italo_romance
lmo,sc,0.468356,italo_romance,italo_romance
fur,fra,0.468098,italo_romance,romance
fur,ita,0.468096,italo_romance,italian
sc,deu,0.466054,italo_romance,germanic
lij,scn,0.465693,italo_romance,italo_romance
fur,lij,0.463541,italo_romance,italo_romance
scn,spa,0.460418,italo_romance,romance
scn,eng,0.458981,italo_romance,english
lmo,fra,0.457078,italo_romance,romance
fur,scn,0.453260,italo_romance,italo_romance
lmo,spa,0.443835,italo_romance,romance
sc,slv,0.441823,italo_romance,slavic
fur,spa,0.441060,italo_romance,romance
lmo,eng,0.440572,italo_romance,english
lij,deu,0.439249,italo_romance,germanic
fur,eng,0.436746,italo_romance,english
scn,deu,0.433402,italo_romance,germanic
lij,slv,0.415558,italo_romance,slavic
fur,deu,0.412048,italo_romance,germanic
scn,slv,0.410993,italo_romance,slavic
lmo,deu,0.410712,italo_romance,germanic
fur,slv,0.395162,italo_romance,slavic
lmo,slv,0.392511,italo_romance,slavic
