code,nn_1,dist_1,nn_2,dist_2,nn_3,dist_3
fur,lmo,0.11144226789474487,vec,0.14113092422485352,lij,0.16388022899627686
lij,vec,0.0772976279258728,lmo,0.11293017864227295,ita,0.11910456418991089
lmo,vec,0.09609097242355347,cat,0.10326534509658813,fur,0.11144226789474487
sc,lij,0.20834630727767944,spa,0.21499323844909668,vec,0.21901679039001465
scn,ita,0.1751975417137146,vec,0.18319547176361084,lij,0.18672394752502441
vec,lij,0.0772976279258728,lmo,0.09609097242355347,ita,0.09971141815185547
ita,vec,0.09971141815185547,lij,0.11910456418991089,scn,0.1751975417137146
spa,cat,0.14083009958267212,lmo,0.1526428461074829,lij,0.18818920850753784
fra,lmo,0.20178437232971191,fur,0.21530336141586304,cat,0.2329760193824768
cat,lmo,0.10326534509658813,spa,0.14083009958267212,lij,0.20798486471176147
deu,lij,0.4069000482559204,eng,0.4163508415222168,lmo,0.4238765239715576
slv,vec,0.37041062116622925,lij,0.3713458776473999,fur,0.4181342124938965
eng,lij,0.3212409019470215,fur,0.32315772771835327,lmo,0.3311551809310913
