article_id,title,url,qid,topic,title_en,categories,n_sentences
34846,Euclide,https://vec.wikipedia.org/wiki?curid=34846,,,,,4
34859,Gansu,https://vec.wikipedia.org/wiki?curid=34859,,,,,2
34860,Edward Weston (chìmego),https://vec.wikipedia.org/wiki?curid=34860,,,,,8
34861,Teritorio de ła Kamčatka,https://vec.wikipedia.org/wiki?curid=34861,,,,,7
34865,Sieza,https://vec.wikipedia.org/wiki?curid=34865,,,,,10
34869,Oblast' de Magadan,https://vec.wikipedia.org/wiki?curid=34869,,,,,8
34876,Sparta,https://vec.wikipedia.org/wiki?curid=34876,,,,,3
34878,Teritorio de ła Transbajkalia,https://vec.wikipedia.org/wiki?curid=34878,,,,,7
34884,WhatsApp,https://vec.wikipedia.org/wiki?curid=34884,,,,,6
34886,Android,https://vec.wikipedia.org/wiki?curid=34886,,,,,4
34891,Canałe Piòvego,https://vec.wikipedia.org/wiki?curid=34891,,,,,10
34896,Guizhou,https://vec.wikipedia.org/wiki?curid=34896,,,,,4
34899,Jilin (provincia),https://vec.wikipedia.org/wiki?curid=34899,,,,,10
34901,Anne Margrethe Hausken,https://vec.wikipedia.org/wiki?curid=34901,,,,,5
34903,Gianroberto Casaleggio,https://vec.wikipedia.org/wiki?curid=34903,,,,,2
34914,Festival de Sanremo 1982,https://vec.wikipedia.org/wiki?curid=34914,,,,,9
34915,Hainan,https://vec.wikipedia.org/wiki?curid=34915,,,,,11
34917,Kerala,https://vec.wikipedia.org/wiki?curid=34917,,,,,2
34922,Oscar Giannino,https://vec.wikipedia.org/wiki?curid=34922,,,,,2
34923,Beppe Grillo,https://vec.wikipedia.org/wiki?curid=34923,,,,,3
34924,Richard Stallman,https://vec.wikipedia.org/wiki?curid=34924,,,,,1
34925,Oblast' de l'Amur,https://vec.wikipedia.org/wiki?curid=34925,,,,,6
34930,Oblast' de Tomsk,https://vec.wikipedia.org/wiki?curid=34930,,,,,7
34931,Pupo (cantante),https://vec.wikipedia.org/wiki?curid=34931,,,,,7
34932,Jharkhand,https://vec.wikipedia.org/wiki?curid=34932,,,,,9
34936,Pedołozia,https://vec.wikipedia.org/wiki?curid=34936,,,,,3
34938,A posteriori,https://vec.wikipedia.org/wiki?curid=34938,,,,,4
34941,A priori,https://vec.wikipedia.org/wiki?curid=34941,,,,,5
34942,Assam,https://vec.wikipedia.org/wiki?curid=34942,,,,,7
34951,Mongołia,https://vec.wikipedia.org/wiki?curid=34951,,,,,9
34952,Platon,https://vec.wikipedia.org/wiki?curid=34952,,,,,6
34954,Genghis Khan,https://vec.wikipedia.org/wiki?curid=34954,,,,,12
34956,Łéngua móngoła,https://vec.wikipedia.org/wiki?curid=34956,,,,,6
34966,Festival de Sanremo 1987,https://vec.wikipedia.org/wiki?curid=34966,,,,,10
34976,Tony Ramos,https://vec.wikipedia.org/wiki?curid=34976,,,,,1
34982,Znojmo,https://vec.wikipedia.org/wiki?curid=34982,,,,,6
34986,Cavajon,https://vec.wikipedia.org/wiki?curid=34986,,,,,12
34990,Marti graso,https://vec.wikipedia.org/wiki?curid=34990,,,,,5
34993,Gesellschaft für deutsche Sprache,https://vec.wikipedia.org/wiki?curid=34993,,,,,2
34994,Rotaẑion de le colture,https://vec.wikipedia.org/wiki?curid=34994,,,,,10
34996,Belucistan (Pakistan),https://vec.wikipedia.org/wiki?curid=34996,,,,,2
35003,Khyber Pakhtunkhwa,https://vec.wikipedia.org/wiki?curid=35003,,,,,5
35006,Sagron Mis,https://vec.wikipedia.org/wiki?curid=35006,,,,,3
35015,Łàgrema,https://vec.wikipedia.org/wiki?curid=35015,,,,,3
35017,Punjab (India),https://vec.wikipedia.org/wiki?curid=35017,,,,,6
35020,Omero,https://vec.wikipedia.org/wiki?curid=35020,,,,,5
35023,Le Comte de Monte-Cristo,https://vec.wikipedia.org/wiki?curid=35023,,,,,7
35024,Grixa Alpina,https://vec.wikipedia.org/wiki?curid=35024,,,,,2
35028,Ramo,https://vec.wikipedia.org/wiki?curid=35028,,,,,4
35029,Pionbo,https://vec.wikipedia.org/wiki?curid=35029,,,,,5
35034,Ictus,https://vec.wikipedia.org/wiki?curid=35034,,,,,5
35038,Vojna i mir,https://vec.wikipedia.org/wiki?curid=35038,,,,,1
35040,Séłeze,https://vec.wikipedia.org/wiki?curid=35040,,,,,8
35046,Haryana,https://vec.wikipedia.org/wiki?curid=35046,,,,,6
35047,Oryza sativa,https://vec.wikipedia.org/wiki?curid=35047,,,,,1
35049,Uttarakhand,https://vec.wikipedia.org/wiki?curid=35049,,,,,7
35054,Oblys di Qarağandı,https://vec.wikipedia.org/wiki?curid=35054,,,,,6
35061,Andrea Griti,https://vec.wikipedia.org/wiki?curid=35061,,,,,13
35063,Ełise,https://vec.wikipedia.org/wiki?curid=35063,,,,,1
35089,Three's Company,https://vec.wikipedia.org/wiki?curid=35089,,,,,4
35091,Om de Mungo,https://vec.wikipedia.org/wiki?curid=35091,,,,,3
35092,Utah,https://vec.wikipedia.org/wiki?curid=35092,,,,,7
35095,Oblys di Aqtöbe,https://vec.wikipedia.org/wiki?curid=35095,,,,,10
35100,Ètaro,https://vec.wikipedia.org/wiki?curid=35100,,,,,5
35102,Nùmaro primo,https://vec.wikipedia.org/wiki?curid=35102,,,,,7
35104,Divixion de Chittagong,https://vec.wikipedia.org/wiki?curid=35104,,,,,6
35110,Lunardo Loredan,https://vec.wikipedia.org/wiki?curid=35110,,,,,24
35113,Mezzani,https://vec.wikipedia.org/wiki?curid=35113,,,,,1
35118,Ganimede (astronomia),https://vec.wikipedia.org/wiki?curid=35118,,,,,9
35121,Divixion de Rajshahi,https://vec.wikipedia.org/wiki?curid=35121,,,,,1
35125,Pałaso del Quirinałe,https://vec.wikipedia.org/wiki?curid=35125,,,,,8
35132,Julia (torente),https://vec.wikipedia.org/wiki?curid=35132,,,,,4
35140,Montana,https://vec.wikipedia.org/wiki?curid=35140,,,,,18
35155,Marchetto da Padova,https://vec.wikipedia.org/wiki?curid=35155,,,,,8
35166,Zove (astronomia),https://vec.wikipedia.org/wiki?curid=35166,,,,,6
35177,Gares,https://vec.wikipedia.org/wiki?curid=35177,,,,,7
35178,Novo Mèsego,https://vec.wikipedia.org/wiki?curid=35178,,,,,17
35194,Hugo Chávez,https://vec.wikipedia.org/wiki?curid=35194,,,,,11
35205,Divixion de Sylhet,https://vec.wikipedia.org/wiki?curid=35205,,,,,9
35301,Regiane Alves,https://vec.wikipedia.org/wiki?curid=35301,,,,,1
35357,Halmstad,https://vec.wikipedia.org/wiki?curid=35357,,,,,1
35358,Ceza dei Eremitani,https://vec.wikipedia.org/wiki?curid=35358,,,,,13
35359,Il sergente nella neve,https://vec.wikipedia.org/wiki?curid=35359,,,,,2
35361,Departemento de Łima,https://vec.wikipedia.org/wiki?curid=35361,,,,,3
35362,Rejon de Łoreto,https://vec.wikipedia.org/wiki?curid=35362,,,,,3
35365,Fiume Azuro,https://vec.wikipedia.org/wiki?curid=35365,,,,,5
35366,Tonba de Montecalvario,https://vec.wikipedia.org/wiki?curid=35366,,,,,4
35377,Pałaso Moro Lin,https://vec.wikipedia.org/wiki?curid=35377,,,,,11
35382,Ìzoła del Diaoło,https://vec.wikipedia.org/wiki?curid=35382,,,,,18
35384,Angelo Scola,https://vec.wikipedia.org/wiki?curid=35384,,,,,13
