text,label,article_id
"Elisabete II , che Routledge al domandà .",3,8642
"Elizabeth e fo rapresentade intune varietât di mieçs di comunicazion di une vore di artiscj di rimarc, cjapant dentri i pitôrs Pietro Annigoni , Peter Blake , Chinwe Chukwuogo-Roy , Terence Cuneo , Lucian Freud , Rolf Harris , Damien Hirst , Juliet Pannett e Tai-Shan Schierenberg .",3,8642
"Fotografs impuartants di Elizabeth a jerin Cecil Beaton , Yousuf Karsh , Anwar Hussein , Annie Leibovitz , Lord Lichfield , Terry O'Neill , John Swannell e Dorothy Wilding .",3,8642
La prime fotografie uficiâl di Elizabeth e fo fate di Marcus Adams tal 1926,3,8642
Flambri al è un paîs di 1000 abitants tal comun di Talmassons ta la basse fulane.  ,3,8659
"Al è un paîs ta lis risultivis, dulà che a nassin tancj flums come il Stele e il Brodiz  dulà che al è un troi par fâ cjaminadis.",3,8659
Si à di visâsi che à je la vile dai conts Savorgnan.,3,8659
Flambri al è stât il paîs di Annibale Frossi zujadôr di balon che al è stât campion dal mont tal 1936.Tal paîs e si cjate ancje la Glesie di Sante Marie Nunziade.,3,8659
"I Paramore a son un grup musicâl dai Stâts Unîts di Americhe, formât di  Hayley Williams  .",3,8662
La Universidade Federal da Bahia e je la universitât de Bahia.,3,8663
"Je stade fondade a Salvador, Bahia, Brasîl, tal 1910.",3,8663
«Bire Castello»  è je une marche di bire fate a Sant Zorç di Noiâr.,3,8668
La Universidade Federal do Recôncavo da Bahia e je une universitât brasiliane dal stât di Bahia.,3,8671
E je stade fondade te citât di Cruz das Almas tal 2006.,3,8671
"Queen a forin un grup musicâl di Londre, formât di Freddie Mercury , Brian Harold May, John Deacon e Roger Meddows Taylor.",3,8674
"Monte Sant'Angelo e je une citât di 13.168 abitants de provincie de Foggia, logade in te regjon Pulie.",3,8677
Il Santuario di San Michele de citât al è stât declarât dal Unesco patrimoni de umanitât.,3,8677
Il mus  al è un mamifar de famee dai ecuids.,3,8681
"Il caratteristic viers dal mus par furlan si clame  ronade ,  rontade ,  cuarnade  o  cuarnassade .",3,8681
Il Liceu sientific Niculau Copernic e je une scuele de citât di Udin.,3,8684
Al a vinciut une vore di premis par le matematiche e par le fisiche.,3,8684
"Raffaele BB Lazzara, poete e artist furlan, Dusseldorf 1965.",3,8688
"Bielzà cun Usmis, jenfri i fondadors dai Trastolons - poetas cence lecj par une lenghe caraibiche .",3,8688
Sigmund Freud  al è stât un neurolic austriac fondatôr de psicanalisi.,3,8690
Radio Studio 54 Network e je une radio privade taliane di Locri.,3,8695
"E trasmet in Calabrie, Sicilie, Basilicade, Pulie e Campanie.",3,8695
"E viot di atualitât, informazion, culture, musiche e intrateniment.  ",3,8695
Diretôr responsabil al è Francesco Massara.,3,8695
