,fur,lij,lmo,sc,scn,vec,ita,spa,fra,cat,deu,slv,eng
fur,1.000000,0.946456,0.980280,0.961920,0.944340,0.966042,0.974055,0.974221,0.985225,0.985081,0.920607,0.941833,0.949511
lij,0.946456,1.000000,0.973088,0.959473,0.936269,0.984363,0.986610,0.977215,0.956419,0.970300,0.884644,0.918738,0.920918
lmo,0.980280,0.973088,1.000000,0.973207,0.951345,0.979477,0.985631,0.984467,0.983884,0.994423,0.921642,0.937702,0.947324
sc,0.961920,0.959473,0.973207,1.000000,0.955950,0.966530,0.974254,0.980332,0.971213,0.975951,0.904195,0.919588,0.938843
scn,0.944340,0.936269,0.951345,0.955950,1.000000,0.931295,0.953088,0.935348,0.931362,0.941490,0.868692,0.898571,0.898395
vec,0.966042,0.984363,0.979477,0.966530,0.931295,1.000000,0.994702,0.993399,0.973498,0.984427,0.899136,0.938223,0.935385
ita,0.974055,0.986610,0.985631,0.974254,0.953088,0.994702,1.000000,0.993018,0.979265,0.988247,0.908169,0.940333,0.943597
spa,0.974221,0.977215,0.984467,0.980332,0.935348,0.993399,0.993018,1.000000,0.985568,0.992275,0.918133,0.945610,0.951905
fra,0.985225,0.956419,0.983884,0.971213,0.931362,0.973498,0.979265,0.985568,1.000000,0.993364,0.946200,0.947131,0.967054
cat,0.985081,0.970300,0.994423,0.975951,0.941490,0.984427,0.988247,0.992275,0.993364,1.000000,0.930239,0.945956,0.959128
deu,0.920607,0.884644,0.921642,0.904195,0.868692,0.899136,0.908169,0.918133,0.946200,0.930239,1.000000,0.957641,0.977137
slv,0.941833,0.918738,0.937702,0.919588,0.898571,0.938223,0.940333,0.945610,0.947131,0.945956,0.957641,1.000000,0.958664
eng,0.949511,0.920918,0.947324,0.938843,0.898395,0.935385,0.943597,0.951905,0.967054,0.959128,0.977137,0.958664,1.000000
