code,nn_1,dist_1,nn_2,dist_2,nn_3,dist_3
veneto,italiano,0.5434584253113612,lombardo,0.6887976388905812,ligure,0.7208665253737249
siciliano,italiano,0.6339063499801391,sardo,0.6929310522454708,lombardo,0.7253174618203599
lombardo,veneto,0.6887976388905812,italiano,0.7066567114127141,siciliano,0.7253174618203599
sardo,siciliano,0.6929310522454708,italiano,0.7167132404199117,catalano,0.740817032599088
ligure,italiano,0.6238796514885061,veneto,0.7208665253737249,siciliano,0.7613690935095399
friulano,italiano,0.7040293410019468,veneto,0.7387440081615693,lombardo,0.7607235550648583
ladino,italiano,0.730648501650683,friulano,0.7658588292472996,lombardo,0.7746188511031367
italiano,veneto,0.5434584253113612,ligure,0.6238796514885061,siciliano,0.6339063499801391
spagnolo,catalano,0.6442235041817078,italiano,0.717813329388238,veneto,0.7481444649971889
francese,inglese,0.7365153928917763,catalano,0.7435483973508172,italiano,0.7695930525751755
catalano,spagnolo,0.6442235041817078,italiano,0.7245000632107057,sardo,0.740817032599088
tedesco,inglese,0.7974928663869195,italiano,0.8507747549441871,francese,0.8588580427593684
inglese,francese,0.7365153928917763,italiano,0.7444333801888698,catalano,0.7502818079772182
greco,inglese,0.9863510235964724,italiano,0.988092885240717,veneto,0.9893507788313689
arabo,inglese,0.9974112563712626,italiano,0.9975411677872786,catalano,0.9978319970097638
sloveno,italiano,0.8604898136471869,spagnolo,0.8808982042429068,veneto,0.8809152399877159
