code,nn_1,dist_1,nn_2,dist_2,nn_3,dist_3
fur,ita,0.5059661269187927,lmo,0.5151158571243286,vec,0.5167176723480225
lij,vec,0.4329327344894409,ita,0.45190954208374023,lmo,0.5370889902114868
lmo,vec,0.42936837673187256,ita,0.48362958431243896,cat,0.49878501892089844
sc,spa,0.5794438719749451,por,0.5931445360183716,oci,0.6101974844932556
scn,ita,0.546587347984314,vec,0.6166945695877075,lmo,0.6262294054031372
vec,ita,0.36453211307525635,lmo,0.42936837673187256,lij,0.4329327344894409
ita,vec,0.36453211307525635,lij,0.45190954208374023,lmo,0.48362958431243896
spa,oci,0.3430691957473755,por,0.36413079500198364,cat,0.3863343596458435
fra,cat,0.4802681803703308,oci,0.5123144388198853,spa,0.5932551622390747
cat,oci,0.28774261474609375,spa,0.3863343596458435,fra,0.4802681803703308
por,spa,0.36413079500198364,oci,0.4795178174972534,cat,0.5035915374755859
oci,cat,0.28774261474609375,spa,0.3430691957473755,por,0.4795178174972534
deu,lmo,0.7596760392189026,eng,0.7721066474914551,fra,0.7746567726135254
eng,fra,0.6987333297729492,cat,0.7258059978485107,oci,0.7325813174247742
slv,hrv,0.3150416612625122,vec,0.7177324295043945,ita,0.7438019514083862
hrv,slv,0.3150416612625122,vec,0.735285222530365,ita,0.7541509866714478
hun,cat,0.7758214473724365,oci,0.7956469655036926,spa,0.7980920672416687
