code,nn_1,dist_1,nn_2,dist_2,nn_3,dist_3
fur,scn,0.09830433130264282,spa,0.1079477071762085,fra,0.1080559492111206
lij,fur,0.11837029457092285,lmo,0.11866015195846558,fra,0.12621170282363892
lmo,fra,0.1162981390953064,ita,0.11659538745880127,cat,0.11676597595214844
sc,spa,0.09549427032470703,cat,0.10334527492523193,fur,0.11227893829345703
scn,ita,0.07952636480331421,fra,0.09196621179580688,cat,0.09331965446472168
vec,lmo,0.1777127981185913,fra,0.22386538982391357,lij,0.2287536859512329
ita,spa,0.04309546947479248,cat,0.05713838338851929,fra,0.05811816453933716
spa,cat,0.025656700134277344,fra,0.03493231534957886,ita,0.04309546947479248
fra,cat,0.026050567626953125,spa,0.03493231534957886,ita,0.05811816453933716
cat,spa,0.025656700134277344,fra,0.026050567626953125,ita,0.05713838338851929
deu,slv,0.0645756721496582,ita,0.08453917503356934,cat,0.08862340450286865
slv,deu,0.0645756721496582,cat,0.08516436815261841,ita,0.094723641872406
eng,slv,0.159676194190979,cat,0.15992361307144165,spa,0.16855740547180176
