variety_A,variety_B,mean_similarity,family_A,family_B
spa,cat,0.837360,romance,romance
ita,cat,0.829082,italian,romance
fra,cat,0.822433,romance,romance
cat,eng,0.821071,romance,english
ita,spa,0.819691,italian,romance
ita,fra,0.817826,italian,romance
ita,eng,0.810604,italian,english
fra,eng,0.809953,romance,english
spa,fra,0.803121,romance,romance
spa,eng,0.801452,romance,english
deu,eng,0.781583,germanic,english
vec,ita,0.776936,italo_romance,italian
cat,deu,0.776387,romance,germanic
ita,deu,0.774176,italian,germanic
cat,slv,0.772644,romance,slavic
fra,deu,0.770162,romance,germanic
ita,slv,0.770002,italian,slavic
slv,eng,0.767161,slavic,english
spa,slv,0.759666,romance,slavic
spa,deu,0.759640,romance,germanic
fra,slv,0.759519,romance,slavic
vec,cat,0.759403,italo_romance,romance
deu,slv,0.754055,germanic,slavic
vec,fra,0.745511,italo_romance,romance
lij,ita,0.741566,italo_romance,italian
vec,spa,0.741140,italo_romance,romance
vec,eng,0.732516,italo_romance,english
lij,vec,0.729714,italo_romance,italo_romance
lij,cat,0.729162,italo_romance,romance
fur,ita,0.725267,italo_romance,italian
sc,cat,0.723050,italo_romance,romance
sc,ita,0.722926,italo_romance,italian
fur,vec,0.722878,italo_romance,italo_romance
fur,cat,0.720746,italo_romance,romance
lmo,ita,0.717049,italo_romance,italian
lmo,vec,0.716987,italo_romance,italo_romance
lij,fra,0.716252,italo_romance,romance
lmo,cat,0.708230,italo_romance,romance
sc,vec,0.707980,italo_romance,italo_romance
vec,deu,0.706943,italo_romance,germanic
sc,fra,0.706644,italo_romance,romance
lij,spa,0.705954,italo_romance,romance
fur,fra,0.705937,italo_romance,romance
vec,slv,0.701926,italo_romance,slavic
sc,spa,0.701839,italo_romance,romance
fur,lmo,0.701834,italo_romance,italo_romance
fur,sc,0.699862,italo_romance,italo_romance
fur,spa,0.696110,italo_romance,romance
fur,lij,0.695997,italo_romance,italo_romance
lij,sc,0.695796,italo_romance,italo_romance
scn,ita,0.695213,italo_romance,italian
lmo,fra,0.694486,italo_romance,romance
lij,lmo,0.693567,italo_romance,italo_romance
lij,eng,0.691005,italo_romance,english
lmo,spa,0.685806,italo_romance,romance
scn,cat,0.680421,italo_romance,romance
lij,deu,0.678640,italo_romance,germanic
sc,eng,0.678222,italo_romance,english
sc,deu,0.676521,italo_romance,germanic
lmo,sc,0.676445,italo_romance,italo_romance
fur,deu,0.673696,italo_romance,germanic
scn,vec,0.673286,italo_romance,italo_romance
fur,eng,0.672823,italo_romance,english
lmo,eng,0.669398,italo_romance,english
scn,fra,0.668319,italo_romance,romance
sc,slv,0.666115,italo_romance,slavic
lij,slv,0.666068,italo_romance,slavic
scn,spa,0.662665,italo_romance,romance
fur,slv,0.662280,italo_romance,slavic
lmo,deu,0.661957,italo_romance,germanic
lmo,scn,0.660086,italo_romance,italo_romance
fur,scn,0.656089,italo_romance,italo_romance
sc,scn,0.655135,italo_romance,italo_romance
lij,scn,0.653306,italo_romance,italo_romance
lmo,slv,0.651427,italo_romance,slavic
scn,deu,0.649408,italo_romance,germanic
scn,eng,0.638925,italo_romance,english
scn,slv,0.636657,italo_romance,slavic
