code,nn_1,dist_1,nn_2,dist_2,nn_3,dist_3
fur,ita,0.5786882638931274,lmo,0.7333437204360962,lij,0.7601395845413208
lij,vec,0.7071962952613831,ita,0.7476513981819153,lmo,0.7595104575157166
lmo,vec,0.6719233393669128,cat,0.6730683445930481,spa,0.6920287609100342
sc,lmo,0.813508152961731,spa,0.8318707942962646,oci,0.8468487858772278
scn,ita,0.7439087629318237,fur,0.7972058057785034,lmo,0.8532674908638
vec,lmo,0.6719233393669128,lij,0.7071962952613831,ita,0.7204078435897827
ita,fur,0.5786882638931274,lmo,0.7062095403671265,vec,0.7204078435897827
spa,oci,0.4474939703941345,cat,0.4890126585960388,por,0.6695724129676819
fra,cat,0.6977702379226685,oci,0.7455008625984192,spa,0.7470424175262451
cat,spa,0.4890126585960388,oci,0.516285240650177,lmo,0.6730683445930481
por,spa,0.6695724129676819,cat,0.7670205235481262,lij,0.788183867931366
oci,spa,0.4474939703941345,cat,0.516285240650177,lmo,0.7144483327865601
deu,slv,0.9602841138839722,por,0.9682005047798157,sc,0.9686938524246216
eng,slv,0.9423965215682983,sc,0.9591076970100403,lmo,0.9608198404312134
slv,hrv,0.49055492877960205,vec,0.8527384400367737,lij,0.8911324739456177
hrv,slv,0.49055492877960205,vec,0.8929448127746582,lij,0.9072794318199158
hun,cat,0.8953474164009094,oci,0.9274836778640747,spa,0.935813844203949
