variety_A,variety_B,mean_similarity,family_A,family_B
lij,vec,0.988868,italo_romance,italo_romance
vec,ita,0.988083,italo_romance,italian
spa,cat,0.987795,romance,romance
lmo,vec,0.987581,italo_romance,italo_romance
fur,lmo,0.986710,italo_romance,italo_romance
lij,ita,0.986552,italo_romance,italian
fra,cat,0.986049,romance,romance
lij,lmo,0.985791,italo_romance,italo_romance
fur,vec,0.985604,italo_romance,italo_romance
vec,cat,0.985313,italo_romance,romance
fur,ita,0.985080,italo_romance,italian
lmo,ita,0.984635,italo_romance,italian
lmo,cat,0.984218,italo_romance,romance
vec,spa,0.984123,italo_romance,romance
fur,cat,0.984090,italo_romance,romance
fur,lij,0.983973,italo_romance,italo_romance
ita,cat,0.983573,italian,romance
spa,fra,0.983386,romance,romance
ita,spa,0.982918,italian,romance
lij,spa,0.982287,italo_romance,romance
lij,cat,0.982199,italo_romance,romance
sc,cat,0.981672,italo_romance,romance
sc,spa,0.981170,italo_romance,romance
fur,sc,0.981153,italo_romance,italo_romance
fur,spa,0.980630,italo_romance,romance
lmo,spa,0.980467,italo_romance,romance
fur,fra,0.979556,italo_romance,romance
vec,fra,0.979283,italo_romance,romance
sc,fra,0.979260,italo_romance,romance
ita,fra,0.978953,italian,romance
lij,sc,0.978526,italo_romance,italo_romance
sc,vec,0.978517,italo_romance,italo_romance
lmo,fra,0.977764,italo_romance,romance
lmo,sc,0.977562,italo_romance,italo_romance
lij,fra,0.977534,italo_romance,romance
sc,ita,0.977502,italo_romance,italian
cat,eng,0.977317,romance,english
deu,eng,0.977022,germanic,english
fur,scn,0.976889,italo_romance,italo_romance
fra,eng,0.976519,romance,english
vec,eng,0.976052,italo_romance,english
spa,eng,0.975678,romance,english
fra,deu,0.975392,romance,germanic
lij,eng,0.975240,italo_romance,english
fur,eng,0.974523,italo_romance,english
ita,eng,0.974504,italian,english
lmo,eng,0.974042,italo_romance,english
lmo,scn,0.973391,italo_romance,italo_romance
vec,slv,0.972555,italo_romance,slavic
cat,deu,0.972430,romance,germanic
scn,ita,0.972189,italo_romance,italian
lmo,deu,0.971898,italo_romance,germanic
fur,deu,0.971472,italo_romance,germanic
lij,slv,0.971318,italo_romance,slavic
sc,eng,0.971209,italo_romance,english
vec,deu,0.970751,italo_romance,germanic
fur,slv,0.970682,italo_romance,slavic
lij,deu,0.970284,italo_romance,germanic
sc,scn,0.970202,italo_romance,italo_romance
ita,slv,0.969984,italian,slavic
spa,deu,0.969860,romance,germanic
lmo,slv,0.969773,italo_romance,slavic
lij,scn,0.969676,italo_romance,italo_romance
spa,slv,0.969179,romance,slavic
ita,deu,0.968635,italian,germanic
scn,vec,0.968138,italo_romance,italo_romance
cat,slv,0.967935,romance,slavic
slv,eng,0.967411,slavic,english
sc,deu,0.966389,italo_romance,germanic
deu,slv,0.965638,germanic,slavic
scn,cat,0.964496,italo_romance,romance
sc,slv,0.962225,italo_romance,slavic
fra,slv,0.961916,romance,slavic
scn,spa,0.960030,italo_romance,romance
scn,fra,0.957435,italo_romance,romance
scn,eng,0.955748,italo_romance,english
scn,slv,0.954757,italo_romance,slavic
scn,deu,0.952704,italo_romance,germanic
