,fur,lij,lmo,sc,scn,vec,ita,spa,fra,cat,deu,slv,eng
fur,0.000000,1.542266,0.884761,1.158405,0.961349,1.253595,1.290656,1.191327,0.696253,0.855298,1.333609,0.973726,1.204029
lij,1.542266,0.000000,1.228194,1.329904,1.337390,0.536855,0.528813,0.881156,1.280934,1.212367,0.871983,0.887503,0.906863
lmo,0.884761,1.228194,0.000000,1.116413,1.082663,1.172873,1.345126,1.221794,0.885553,0.473990,0.735290,1.282801,1.211950
sc,1.158405,1.329904,1.116413,0.000000,0.900541,1.396811,1.523664,0.917393,0.978974,1.207172,0.771095,1.248960,0.885755
scn,0.961349,1.337390,1.082663,0.900541,0.000000,1.665350,1.295429,1.740104,1.398715,1.503675,0.724879,0.806057,0.981069
vec,1.253595,0.536855,1.172873,1.396811,1.665350,0.000000,0.439113,0.412087,1.095529,0.883568,1.332571,0.750863,1.101628
ita,1.290656,0.528813,1.345126,1.523664,1.295429,0.439113,0.000000,0.745744,1.134725,1.098815,1.151869,0.848289,0.868578
spa,1.191327,0.881156,1.221794,0.917393,1.740104,0.412087,0.745744,0.000000,0.755104,0.678996,1.351799,1.004432,1.022060
fra,0.696253,1.280934,0.885553,0.978974,1.398715,1.095529,1.134725,0.755104,0.000000,0.464034,1.015811,1.496069,1.067710
cat,0.855298,1.212367,0.473990,1.207172,1.503675,0.883568,1.098815,0.678996,0.464034,0.000000,1.145826,1.270617,1.146316
deu,1.333609,0.871983,0.735290,0.771095,0.724879,1.332571,1.151869,1.351799,1.015811,1.145826,0.000000,1.602023,1.034303
slv,0.973726,0.887503,1.282801,1.248960,0.806057,0.750863,0.848289,1.004432,1.496069,1.270617,1.602023,0.000000,1.458653
eng,1.204029,0.906863,1.211950,0.885755,0.981069,1.101628,0.868578,1.022060,1.067710,1.146316,1.034303,1.458653,0.000000
