source,target,distance,similarity,target_family,target_display
cat,fra,0.464034,0.535966,romance,French
cat,lmo,0.473990,0.526010,italo_romance,Lombard
cat,spa,0.678996,0.321004,romance,Spanish
cat,fur,0.855298,0.144702,italo_romance,Friulian
cat,vec,0.883568,0.116432,italo_romance,Venetian
cat,ita,1.098815,-0.098815,italian,Italian
cat,deu,1.145826,-0.145826,germanic,German
cat,eng,1.146316,-0.146316,english,English
cat,sc,1.207172,-0.207172,italo_romance,Sardinian
cat,lij,1.212367,-0.212367,italo_romance,Ligurian
cat,slv,1.270617,-0.270617,slavic,Slovenian
cat,scn,1.503675,-0.503675,italo_romance,Sicilian
deu,scn,0.724879,0.275121,italo_romance,Sicilian
deu,lmo,0.735290,0.264710,italo_romance,Lombard
deu,sc,0.771095,0.228905,italo_romance,Sardinian
deu,lij,0.871983,0.128017,italo_romance,Ligurian
deu,fra,1.015811,-0.015811,romance,French
deu,eng,1.034303,-0.034303,english,English
deu,cat,1.145826,-0.145826,romance,Catalan
deu,ita,1.151869,-0.151869,italian,Italian
deu,vec,1.332571,-0.332571,italo_romance,Venetian
deu,fur,1.333609,-0.333609,italo_romance,Friulian
deu,spa,1.351799,-0.351799,romance,Spanish
deu,slv,1.602023,-0.602023,slavic,Slovenian
eng,ita,0.868578,0.131422,italian,Italian
eng,sc,0.885755,0.114245,italo_romance,Sardinian
eng,lij,0.906863,0.093137,italo_romance,Ligurian
eng,scn,0.981069,0.018931,italo_romance,Sicilian
eng,spa,1.022060,-0.022060,romance,Spanish
eng,deu,1.034303,-0.034303,germanic,German
eng,fra,1.067710,-0.067710,romance,French
eng,vec,1.101628,-0.101628,italo_romance,Venetian
eng,cat,1.146316,-0.146316,romance,Catalan
eng,fur,1.204029,-0.204029,italo_romance,Friulian
eng,lmo,1.211950,-0.211950,italo_romance,Lombard
eng,slv,1.458653,-0.458653,slavic,Slovenian
fra,cat,0.464034,0.535966,romance,Catalan
fra,fur,0.696253,0.303747,italo_romance,Friulian
fra,spa,0.755104,0.244896,romance,Spanish
fra,lmo,0.885553,0.114447,italo_romance,Lombard
fra,sc,0.978974,0.021026,italo_romance,Sardinian
fra,deu,1.015811,-0.015811,germanic,German
fra,eng,1.067710,-0.067710,english,English
fra,vec,1.095529,-0.095529,italo_romance,Venetian
fra,ita,1.134725,-0.134725,italian,Italian
fra,lij,1.280934,-0.280934,italo_romance,Ligurian
fra,scn,1.398715,-0.398715,italo_romance,Sicilian
fra,slv,1.496069,-0.496069,slavic,Slovenian
fur,fra,0.696253,0.303747,romance,French
fur,cat,0.855298,0.144702,romance,Catalan
fur,lmo,0.884761,0.115239,italo_romance,Lombard
fur,scn,0.961349,0.038651,italo_romance,Sicilian
fur,slv,0.973726,0.026274,slavic,Slovenian
fur,sc,1.158405,-0.158405,italo_romance,Sardinian
fur,spa,1.191327,-0.191327,romance,Spanish
fur,eng,1.204029,-0.204029,english,English
fur,vec,1.253595,-0.253595,italo_romance,Venetian
fur,ita,1.290656,-0.290656,italian,Italian
fur,deu,1.333609,-0.333609,germanic,German
fur,lij,1.542266,-0.542266,italo_romance,Ligurian
ita,vec,0.439113,0.560887,italo_romance,Venetian
ita,lij,0.528813,0.471187,italo_romance,Ligurian
ita,spa,0.745744,0.254256,romance,Spanish
ita,slv,0.848289,0.151711,slavic,Slovenian
ita,eng,0.868578,0.131422,english,English
ita,cat,1.098815,-0.098815,romance,Catalan
ita,fra,1.134725,-0.134725,romance,French
ita,deu,1.151869,-0.151869,germanic,German
ita,fur,1.290656,-0.290656,italo_romance,Friulian
ita,scn,1.295429,-0.295429,italo_romance,Sicilian
ita,lmo,1.345126,-0.345126,italo_romance,Lombard
ita,sc,1.523664,-0.523664,italo_romance,Sardinian
lij,ita,0.528813,0.471187,italian,Italian
lij,vec,0.536855,0.463145,italo_romance,Venetian
lij,deu,0.871983,0.128017,germanic,German
lij,spa,0.881156,0.118844,romance,Spanish
lij,slv,0.887503,0.112497,slavic,Slovenian
lij,eng,0.906863,0.093137,english,English
lij,cat,1.212367,-0.212367,romance,Catalan
lij,lmo,1.228194,-0.228194,italo_romance,Lombard
lij,fra,1.280934,-0.280934,romance,French
lij,sc,1.329904,-0.329904,italo_romance,Sardinian
lij,scn,1.337390,-0.337390,italo_romance,Sicilian
lij,fur,1.542266,-0.542266,italo_romance,Friulian
lmo,cat,0.473990,0.526010,romance,Catalan
lmo,deu,0.735290,0.264710,germanic,German
lmo,fur,0.884761,0.115239,italo_romance,Friulian
lmo,fra,0.885553,0.114447,romance,French
lmo,scn,1.082663,-0.082663,italo_romance,Sicilian
lmo,sc,1.116413,-0.116413,italo_romance,Sardinian
lmo,vec,1.172873,-0.172873,italo_romance,Venetian
lmo,eng,1.211950,-0.211950,english,English
lmo,spa,1.221794,-0.221794,romance,Spanish
lmo,lij,1.228194,-0.228194,italo_romance,Ligurian
lmo,slv,1.282801,-0.282801,slavic,Slovenian
lmo,ita,1.345126,-0.345126,italian,Italian
sc,deu,0.771095,0.228905,germanic,German
sc,eng,0.885755,0.114245,english,English
sc,scn,0.900541,0.099459,italo_romance,Sicilian
sc,spa,0.917393,0.082607,romance,Spanish
sc,fra,0.978974,0.021026,romance,French
sc,lmo,1.116413,-0.116413,italo_romance,Lombard
sc,fur,1.158405,-0.158405,italo_romance,Friulian
sc,cat,1.207172,-0.207172,romance,Catalan
sc,slv,1.248960,-0.248960,slavic,Slovenian
sc,lij,1.329904,-0.329904,italo_romance,Ligurian
sc,vec,1.396811,-0.396811,italo_romance,Venetian
sc,ita,1.523664,-0.523664,italian,Italian
scn,deu,0.724879,0.275121,germanic,German
scn,slv,0.806057,0.193943,slavic,Slovenian
scn,sc,0.900541,0.099459,italo_romance,Sardinian
scn,fur,0.961349,0.038651,italo_romance,Friulian
scn,eng,0.981069,0.018931,english,English
scn,lmo,1.082663,-0.082663,italo_romance,Lombard
scn,ita,1.295429,-0.295429,italian,Italian
scn,lij,1.337390,-0.337390,italo_romance,Ligurian
scn,fra,1.398715,-0.398715,romance,French
scn,cat,1.503675,-0.503675,romance,Catalan
scn,vec,1.665350,-0.665350,italo_romance,Venetian
scn,spa,1.740104,-0.740104,romance,Spanish
slv,vec,0.750863,0.249137,italo_romance,Venetian
slv,scn,0.806057,0.193943,italo_romance,Sicilian
slv,ita,0.848289,0.151711,italian,Italian
slv,lij,0.887503,0.112497,italo_romance,Ligurian
slv,fur,0.973726,0.026274,italo_romance,Friulian
slv,spa,1.004432,-0.004432,romance,Spanish
slv,sc,1.248960,-0.248960,italo_romance,Sardinian
slv,cat,1.270617,-0.270617,romance,Catalan
slv,lmo,1.282801,-0.282801,italo_romance,Lombard
slv,eng,1.458653,-0.458653,english,English
slv,fra,1.496069,-0.496069,romance,French
slv,deu,1.602023,-0.602023,germanic,German
spa,vec,0.412087,0.587913,italo_romance,Venetian
spa,cat,0.678996,0.321004,romance,Catalan
spa,ita,0.745744,0.254256,italian,Italian
spa,fra,0.755104,0.244896,romance,French
spa,lij,0.881156,0.118844,italo_romance,Ligurian
spa,sc,0.917393,0.082607,italo_romance,Sardinian
spa,slv,1.004432,-0.004432,slavic,Slovenian
spa,eng,1.022060,-0.022060,english,English
spa,fur,1.191327,-0.191327,italo_romance,Friulian
spa,lmo,1.221794,-0.221794,italo_romance,Lombard
spa,deu,1.351799,-0.351799,germanic,German
spa,scn,1.740104,-0.740104,italo_romance,Sicilian
vec,spa,0.412087,0.587913,romance,Spanish
vec,ita,0.439113,0.560887,italian,Italian
vec,lij,0.536855,0.463145,italo_romance,Ligurian
vec,slv,0.750863,0.249137,slavic,Slovenian
vec,cat,0.883568,0.116432,romance,Catalan
vec,fra,1.095529,-0.095529,romance,French
vec,eng,1.101628,-0.101628,english,English
vec,lmo,1.172873,-0.172873,italo_romance,Lombard
vec,fur,1.253595,-0.253595,italo_romance,Friulian
vec,deu,1.332571,-0.332571,germanic,German
