variety_A,variety_B,mean_similarity,family_A,family_B
por,glg,0.918208,romance,romance
spa,glg,0.901517,romance,romance
cat,oci,0.882017,romance,romance
spa,por,0.864900,romance,romance
vec,ita,0.857349,italo_romance,italian
lij,vec,0.852021,italo_romance,italo_romance
lmo,vec,0.836856,italo_romance,italo_romance
spa,cat,0.822663,romance,romance
fur,lmo,0.822082,italo_romance,italo_romance
spa,oci,0.819601,romance,romance
lij,lmo,0.817890,italo_romance,italo_romance
lij,ita,0.813450,italo_romance,italian
lmo,oci,0.800438,italo_romance,romance
lmo,cat,0.799296,italo_romance,romance
fur,vec,0.799131,italo_romance,italo_romance
slv,hrv,0.784741,slavic,slavic
scn,ita,0.783528,italo_romance,italian
cat,glg,0.782470,romance,romance
lij,glg,0.780411,italo_romance,romance
cat,por,0.773765,romance,romance
fur,lij,0.771978,italo_romance,italo_romance
fra,oci,0.771162,romance,romance
lmo,ita,0.768491,italo_romance,italian
fur,ita,0.767630,italo_romance,italian
scn,vec,0.763801,italo_romance,italo_romance
lij,por,0.763013,italo_romance,romance
oci,glg,0.757409,romance,romance
lij,scn,0.756594,italo_romance,italo_romance
fra,cat,0.753827,romance,romance
lmo,spa,0.748547,italo_romance,romance
vec,por,0.748112,italo_romance,romance
lij,spa,0.744185,italo_romance,romance
fur,cat,0.742749,italo_romance,romance
vec,spa,0.741966,italo_romance,romance
lij,sc,0.740847,italo_romance,italo_romance
lmo,scn,0.739853,italo_romance,italo_romance
por,oci,0.739326,romance,romance
vec,glg,0.738985,italo_romance,romance
vec,cat,0.734922,italo_romance,romance
lmo,por,0.733584,italo_romance,romance
sc,spa,0.733221,italo_romance,romance
lmo,fra,0.732738,italo_romance,romance
lmo,sc,0.731710,italo_romance,italo_romance
lmo,glg,0.731258,italo_romance,romance
sc,por,0.728009,italo_romance,romance
lij,cat,0.727648,italo_romance,romance
fur,oci,0.724762,italo_romance,romance
sc,vec,0.724496,italo_romance,italo_romance
vec,oci,0.721899,italo_romance,romance
lij,oci,0.720415,italo_romance,romance
sc,oci,0.718453,italo_romance,romance
sc,glg,0.718193,italo_romance,romance
sc,cat,0.716540,italo_romance,romance
fur,fra,0.714513,italo_romance,romance
sc,scn,0.711826,italo_romance,italo_romance
lmo,ron,0.711149,italo_romance,romance
sc,ita,0.711059,italo_romance,italian
fur,sc,0.710893,italo_romance,italo_romance
fur,scn,0.699439,italo_romance,italo_romance
lij,fra,0.696370,italo_romance,romance
spa,fra,0.693276,romance,romance
vec,ron,0.687914,italo_romance,romance
lij,ron,0.685360,italo_romance,romance
ita,por,0.684710,italian,romance
fur,ron,0.680431,italo_romance,romance
fur,spa,0.677474,italo_romance,romance
vec,fra,0.673999,italo_romance,romance
ita,spa,0.672283,italian,romance
fur,glg,0.669927,italo_romance,romance
sc,fra,0.669807,italo_romance,romance
ita,cat,0.669333,italian,romance
cat,ron,0.666899,romance,romance
scn,cat,0.666765,italo_romance,romance
lmo,sqi,0.666585,italo_romance,albanian
fur,por,0.665851,italo_romance,romance
sc,ron,0.665212,italo_romance,romance
ita,glg,0.665147,italian,romance
fra,glg,0.662814,romance,romance
ita,oci,0.659313,italian,romance
fra,por,0.658018,romance,romance
scn,ron,0.656761,italo_romance,romance
scn,oci,0.656629,italo_romance,romance
ron,oci,0.651991,romance,romance
spa,ron,0.647346,romance,romance
ita,ron,0.646026,italian,romance
scn,por,0.639893,italo_romance,romance
fra,ron,0.634333,romance,romance
scn,spa,0.634155,italo_romance,romance
scn,glg,0.631712,italo_romance,romance
ita,fra,0.631576,italian,romance
lmo,eng,0.627042,italo_romance,english
lij,hrv,0.623953,italo_romance,slavic
ron,glg,0.623132,romance,romance
lij,sqi,0.622915,italo_romance,albanian
fur,eng,0.619855,italo_romance,english
scn,fra,0.619003,italo_romance,romance
fra,eng,0.618957,romance,english
vec,hrv,0.609840,italo_romance,slavic
por,ron,0.609409,romance,romance
lij,hun,0.607849,italo_romance,uralic
lij,eng,0.607706,italo_romance,english
vec,slv,0.606019,italo_romance,slavic
cat,eng,0.605570,romance,english
vec,sqi,0.605554,italo_romance,albanian
fur,sqi,0.604633,italo_romance,albanian
lmo,hrv,0.604580,italo_romance,slavic
vec,eng,0.598941,italo_romance,english
sc,hrv,0.597113,italo_romance,slavic
lij,slv,0.596228,italo_romance,slavic
lmo,slv,0.591414,italo_romance,slavic
sc,eng,0.582795,italo_romance,english
por,eng,0.580913,romance,english
lmo,hun,0.580564,italo_romance,uralic
fur,hun,0.579773,italo_romance,uralic
ron,eng,0.579345,romance,english
ita,eng,0.575373,italian,english
sc,sqi,0.570911,italo_romance,albanian
fur,hrv,0.569072,italo_romance,slavic
lmo,deu,0.568834,italo_romance,germanic
ita,sqi,0.568152,italian,albanian
spa,eng,0.567653,romance,english
sc,slv,0.565506,italo_romance,slavic
oci,eng,0.564628,romance,english
scn,sqi,0.563429,italo_romance,albanian
por,sqi,0.560273,romance,albanian
scn,hrv,0.558027,italo_romance,slavic
cat,sqi,0.558025,romance,albanian
glg,eng,0.557021,romance,english
scn,eng,0.556747,italo_romance,english
fur,slv,0.556213,italo_romance,slavic
deu,eng,0.554630,germanic,english
lij,deu,0.551595,italo_romance,germanic
ron,sqi,0.548188,romance,albanian
cat,hun,0.547759,romance,uralic
scn,slv,0.543624,italo_romance,slavic
sc,hun,0.543207,italo_romance,uralic
fur,deu,0.542889,italo_romance,germanic
vec,deu,0.540255,italo_romance,germanic
vec,hun,0.540243,italo_romance,uralic
hrv,sqi,0.539821,slavic,albanian
por,hrv,0.539297,romance,slavic
glg,sqi,0.538279,romance,albanian
por,hun,0.535300,romance,uralic
cat,hrv,0.534122,romance,slavic
sc,deu,0.534116,italo_romance,germanic
por,slv,0.533981,romance,slavic
ita,hrv,0.533692,italian,slavic
oci,sqi,0.530772,romance,albanian
ron,hrv,0.530217,romance,slavic
spa,hun,0.529403,romance,uralic
ita,slv,0.528444,italian,slavic
fra,deu,0.527604,romance,germanic
glg,hrv,0.527080,romance,slavic
ron,slv,0.525793,romance,slavic
spa,hrv,0.525711,romance,slavic
spa,sqi,0.524375,romance,albanian
cat,slv,0.519206,romance,slavic
glg,hun,0.518772,romance,uralic
fra,hrv,0.516606,romance,slavic
ita,deu,0.515270,italian,germanic
spa,slv,0.514272,romance,slavic
oci,hun,0.512758,romance,uralic
scn,deu,0.511727,italo_romance,germanic
fra,sqi,0.511493,romance,albanian
cat,deu,0.511164,romance,germanic
slv,sqi,0.509297,slavic,albanian
glg,slv,0.507590,romance,slavic
fra,slv,0.505567,romance,slavic
scn,hun,0.504904,italo_romance,uralic
eng,slv,0.504600,english,slavic
ron,hun,0.504061,romance,uralic
fra,hun,0.503168,romance,uralic
eng,hrv,0.499340,english,slavic
oci,hrv,0.497538,romance,slavic
ita,hun,0.495675,italian,uralic
eng,hun,0.493175,english,uralic
oci,slv,0.492895,romance,slavic
por,deu,0.492585,romance,germanic
eng,sqi,0.486165,english,albanian
oci,deu,0.482571,romance,germanic
ron,deu,0.475664,romance,germanic
spa,deu,0.471454,romance,germanic
deu,sqi,0.459271,germanic,albanian
glg,deu,0.450800,romance,germanic
deu,slv,0.448314,germanic,slavic
deu,hun,0.448214,germanic,uralic
hrv,hun,0.441704,slavic,uralic
slv,hun,0.435475,slavic,uralic
deu,hrv,0.429119,germanic,slavic
sqi,hun,0.402777,albanian,uralic
