variety_A,variety_B,mean_similarity,family_A,family_B
por,glg,0.937084,romance,romance
cat,oci,0.932635,romance,romance
spa,glg,0.928108,romance,romance
spa,por,0.904830,romance,romance
spa,cat,0.900713,romance,romance
spa,oci,0.898620,romance,romance
vec,ita,0.895488,italo_romance,italian
slv,hrv,0.891035,slavic,slavic
lij,vec,0.872616,italo_romance,italo_romance
lmo,vec,0.871968,italo_romance,italo_romance
lmo,cat,0.871469,italo_romance,romance
lij,ita,0.863291,italo_romance,italian
lmo,oci,0.859192,italo_romance,romance
cat,glg,0.856208,romance,romance
fur,lmo,0.851286,italo_romance,italo_romance
oci,glg,0.851216,romance,romance
fra,oci,0.847855,romance,romance
vec,spa,0.843762,italo_romance,romance
fra,cat,0.840098,romance,romance
lmo,ita,0.839998,italo_romance,italian
cat,por,0.839933,romance,romance
lmo,spa,0.837470,italo_romance,romance
por,oci,0.836515,romance,romance
fur,cat,0.834535,italo_romance,romance
fur,fra,0.830461,italo_romance,romance
vec,cat,0.830118,italo_romance,romance
vec,por,0.829572,italo_romance,romance
vec,glg,0.829333,italo_romance,romance
fur,vec,0.829238,italo_romance,italo_romance
fur,oci,0.825545,italo_romance,romance
fur,ita,0.823745,italo_romance,italian
lij,glg,0.822587,italo_romance,romance
lij,lmo,0.821791,italo_romance,italo_romance
sc,spa,0.820930,italo_romance,romance
lij,por,0.820806,italo_romance,romance
lmo,fra,0.818721,italo_romance,romance
vec,oci,0.815069,italo_romance,romance
sc,glg,0.815044,italo_romance,romance
sc,por,0.811822,italo_romance,romance
spa,fra,0.810578,romance,romance
ita,spa,0.808549,italian,romance
lmo,glg,0.805924,italo_romance,romance
ita,cat,0.805028,italian,romance
lmo,ron,0.804998,italo_romance,romance
ita,por,0.804124,italian,romance
lij,spa,0.803845,italo_romance,romance
lmo,por,0.802029,italo_romance,romance
sc,vec,0.800806,italo_romance,italo_romance
ita,glg,0.800322,italian,romance
vec,ron,0.798479,italo_romance,romance
sc,cat,0.798229,italo_romance,romance
sc,ita,0.797349,italo_romance,italian
ita,oci,0.791894,italian,romance
lmo,sc,0.789011,italo_romance,italo_romance
fur,ron,0.788936,italo_romance,romance
sc,oci,0.788929,italo_romance,romance
lij,cat,0.783368,italo_romance,romance
fur,spa,0.782930,italo_romance,romance
ita,ron,0.777856,italian,romance
lij,oci,0.777498,italo_romance,romance
fur,lij,0.776851,italo_romance,italo_romance
vec,fra,0.775942,italo_romance,romance
scn,ita,0.774580,italo_romance,italian
lij,sc,0.769917,italo_romance,italo_romance
fra,glg,0.766168,romance,romance
ita,fra,0.764573,italian,romance
fur,sc,0.757180,italo_romance,italo_romance
lij,ron,0.757010,italo_romance,romance
cat,ron,0.755368,romance,romance
sc,ron,0.754163,italo_romance,romance
fur,glg,0.752921,italo_romance,romance
lij,fra,0.751183,italo_romance,romance
sc,fra,0.748980,italo_romance,romance
fur,por,0.748924,italo_romance,romance
fra,por,0.748855,romance,romance
scn,vec,0.738988,italo_romance,italo_romance
fra,eng,0.733370,romance,english
lij,scn,0.727850,italo_romance,italo_romance
fra,ron,0.727235,romance,romance
spa,ron,0.726723,romance,romance
ron,oci,0.725497,romance,romance
sc,scn,0.719870,italo_romance,italo_romance
cat,eng,0.715482,romance,english
scn,ron,0.710675,italo_romance,romance
