code,nn_1,dist_1,nn_2,dist_2,nn_3,dist_3
fur,lmo,0.5611980557441711,scn,0.8170282244682312,sc,0.8715446591377258
lij,vec,0.709778904914856,lmo,0.8076285123825073,sc,0.8226523399353027
lmo,fur,0.5611980557441711,vec,0.6663775444030762,scn,0.7855241298675537
sc,scn,0.7486143112182617,lmo,0.8022346496582031,lij,0.8226523399353027
scn,sc,0.7486143112182617,lmo,0.7855241298675537,fur,0.8170282244682312
vec,lmo,0.6663775444030762,lij,0.709778904914856,sc,0.928204357624054
ita,spa,0.7334360480308533,eng,0.8113416433334351,fra,0.816525936126709
spa,cat,0.6795185804367065,eng,0.7160781621932983,ita,0.7334360480308533
fra,eng,0.7028477787971497,deu,0.7333940267562866,spa,0.7349174618721008
cat,spa,0.6795185804367065,fra,0.7604265809059143,eng,0.9062089323997498
deu,eng,0.5879113674163818,fra,0.7333940267562866,spa,0.8275808691978455
slv,eng,0.8336876630783081,deu,0.8481053709983826,ita,0.9326436519622803
eng,deu,0.5879113674163818,fra,0.7028477787971497,spa,0.7160781621932983
