code,nn_1,dist_1,nn_2,dist_2,nn_3,dist_3
veneto,italiano,0.3128514289855957,lombardo,0.44093406200408936,ligure,0.47788333892822266
siciliano,italiano,0.4742295742034912,lombardo,0.49416232109069824,sardo,0.5253326296806335
lombardo,veneto,0.44093406200408936,italiano,0.49391502141952515,siciliano,0.49416232109069824
sardo,lombardo,0.5227289199829102,siciliano,0.5253326296806335,catalano,0.5627974271774292
ligure,italiano,0.4048365354537964,veneto,0.47788333892822266,lombardo,0.5473185777664185
friulano,lombardo,0.543319582939148,italiano,0.5516765713691711,veneto,0.5584747195243835
ladino,lombardo,0.5442641973495483,italiano,0.5930002927780151,friulano,0.5986778736114502
italiano,veneto,0.3128514289855957,ligure,0.4048365354537964,siciliano,0.4742295742034912
spagnolo,catalano,0.4543272852897644,italiano,0.5631228685379028,veneto,0.572157621383667
francese,catalano,0.5367579460144043,inglese,0.5387641191482544,lombardo,0.6041033267974854
catalano,spagnolo,0.4543272852897644,lombardo,0.521068811416626,francese,0.5367579460144043
tedesco,inglese,0.606541633605957,lombardo,0.6723097562789917,francese,0.6782835721969604
inglese,francese,0.5387641191482544,catalano,0.5580282807350159,italiano,0.5877313613891602
greco,inglese,0.9651683568954468,spagnolo,0.9678008556365967,francese,0.9685505628585815
arabo,inglese,0.9859607815742493,catalano,0.9873720407485962,ladino,0.9880610704421997
sloveno,inglese,0.6903330087661743,italiano,0.693794846534729,veneto,0.7047085762023926
