code,nn_1,dist_1,nn_2,dist_2,nn_3,dist_3
fur,lmo,0.06617438793182373,vec,0.0959930419921875,cat,0.09897637367248535
lij,vec,0.05626404285430908,ita,0.0651390552520752,lmo,0.09687340259552002
lmo,cat,0.04931151866912842,vec,0.04943501949310303,oci,0.0657075047492981
sc,vec,0.12778276205062866,spa,0.13077890872955322,glg,0.13184916973114014
scn,ita,0.1632223129272461,vec,0.19906383752822876,lij,0.20308148860931396
vec,ita,0.043204307556152344,lmo,0.04943501949310303,lij,0.05626404285430908
ita,vec,0.043204307556152344,lij,0.0651390552520752,lmo,0.08277022838592529
spa,glg,0.026779353618621826,por,0.047213971614837646,cat,0.051409363746643066
fra,fur,0.10554826259613037,lmo,0.10853427648544312,cat,0.11166566610336304
cat,oci,0.02038627862930298,lmo,0.04931151866912842,spa,0.051409363746643066
por,glg,0.018788158893585205,spa,0.047213971614837646,vec,0.09847193956375122
ron,lmo,0.1151813268661499,vec,0.13150930404663086,fur,0.13848453760147095
oci,cat,0.02038627862930298,spa,0.05429965257644653,lmo,0.0657075047492981
glg,por,0.018788158893585205,spa,0.026779353618621826,cat,0.09269338846206665
deu,fra,0.35048604011535645,lmo,0.36601245403289795,cat,0.3912302851676941
eng,fra,0.2239411473274231,lmo,0.23011064529418945,fur,0.23245877027511597
slv,hrv,0.06563639640808105,vec,0.28058409690856934,lmo,0.3106258511543274
hrv,slv,0.06563639640808105,vec,0.2976186275482178,lmo,0.31645315885543823
sqi,lmo,0.32237207889556885,ron,0.3594014048576355,vec,0.37435734272003174
hun,cat,0.5968993902206421,deu,0.6000604629516602,por,0.6042115688323975
