variety_A,variety_B,mean_similarity,family_A,family_B
fra,eng,0.914799,romance,english
por,eng,0.914452,romance,english
fra,por,0.905150,romance,romance
cat,por,0.897728,romance,romance
ita,eng,0.895972,italian,english
deu,eng,0.892433,germanic,english
eng,slv,0.888890,english,slavic
fra,cat,0.887419,romance,romance
cat,eng,0.886122,romance,english
spa,eng,0.885997,romance,english
eng,hun,0.882836,english,uralic
slv,hrv,0.882516,slavic,slavic
fra,deu,0.882347,romance,germanic
por,deu,0.881298,romance,germanic
eng,hrv,0.880456,english,slavic
ita,fra,0.880367,italian,romance
spa,por,0.879823,romance,romance
spa,fra,0.874676,romance,romance
ita,por,0.872785,italian,romance
ita,spa,0.871061,italian,romance
fra,slv,0.870364,romance,slavic
por,hrv,0.870361,romance,slavic
cat,deu,0.869283,romance,germanic
fra,hrv,0.868457,romance,slavic
deu,hrv,0.868232,germanic,slavic
por,slv,0.867992,romance,slavic
fra,hun,0.866960,romance,uralic
por,hun,0.866253,romance,uralic
slv,hun,0.865730,slavic,uralic
deu,slv,0.865727,germanic,slavic
spa,cat,0.864509,romance,romance
deu,hun,0.864251,germanic,uralic
hrv,hun,0.861159,slavic,uralic
cat,hrv,0.860798,romance,slavic
cat,oci,0.859243,romance,romance
ita,slv,0.852477,italian,slavic
ita,cat,0.852309,italian,romance
cat,slv,0.851523,romance,slavic
cat,hun,0.847943,romance,uralic
spa,slv,0.844767,romance,slavic
ita,deu,0.844584,italian,germanic
spa,deu,0.843061,romance,germanic
por,oci,0.842747,romance,romance
ita,hun,0.841547,italian,uralic
fra,oci,0.838972,romance,romance
spa,hun,0.838040,romance,uralic
ita,hrv,0.836908,italian,slavic
oci,eng,0.834670,romance,english
spa,hrv,0.833714,romance,slavic
oci,deu,0.817951,romance,germanic
vec,cat,0.814235,italo_romance,romance
vec,por,0.807577,italo_romance,romance
oci,hrv,0.807070,romance,slavic
vec,oci,0.806392,italo_romance,romance
spa,oci,0.802671,romance,romance
vec,eng,0.800046,italo_romance,english
vec,fra,0.798508,italo_romance,romance
ita,oci,0.794827,italian,romance
oci,hun,0.794585,romance,uralic
oci,slv,0.794576,romance,slavic
sc,oci,0.793737,italo_romance,romance
sc,cat,0.790544,italo_romance,romance
sc,eng,0.788770,italo_romance,english
lij,oci,0.787236,italo_romance,romance
lij,vec,0.786986,italo_romance,italo_romance
lij,cat,0.786153,italo_romance,romance
vec,deu,0.786061,italo_romance,germanic
fur,oci,0.786038,italo_romance,romance
lij,eng,0.784814,italo_romance,english
sc,por,0.784413,italo_romance,romance
fur,cat,0.783230,italo_romance,romance
fur,eng,0.782537,italo_romance,english
vec,hrv,0.781529,italo_romance,slavic
fur,vec,0.781416,italo_romance,italo_romance
vec,ita,0.781210,italo_romance,italian
lij,por,0.780625,italo_romance,romance
fur,por,0.778503,italo_romance,romance
sc,vec,0.776986,italo_romance,italo_romance
sc,fra,0.776286,italo_romance,romance
lij,fra,0.776217,italo_romance,romance
scn,eng,0.775773,italo_romance,english
fur,fra,0.775665,italo_romance,romance
lij,sc,0.774350,italo_romance,italo_romance
fur,lij,0.773293,italo_romance,italo_romance
scn,cat,0.771684,italo_romance,romance
fur,sc,0.770165,italo_romance,italo_romance
scn,por,0.769780,italo_romance,romance
vec,hun,0.769033,italo_romance,uralic
vec,slv,0.768642,italo_romance,slavic
vec,spa,0.768132,italo_romance,romance
lij,ita,0.767243,italo_romance,italian
fur,ita,0.765831,italo_romance,italian
scn,fra,0.764912,italo_romance,romance
sc,ita,0.763040,italo_romance,italian
scn,oci,0.761547,italo_romance,romance
scn,vec,0.759304,italo_romance,italo_romance
lij,deu,0.758889,italo_romance,germanic
lmo,vec,0.758700,italo_romance,italo_romance
sc,deu,0.758541,italo_romance,germanic
lmo,oci,0.757078,italo_romance,romance
fur,lmo,0.756636,italo_romance,italo_romance
fur,deu,0.756129,italo_romance,germanic
scn,ita,0.754592,italo_romance,italian
sc,scn,0.754190,italo_romance,italo_romance
sc,hrv,0.753728,italo_romance,slavic
lmo,eng,0.753489,italo_romance,english
sc,spa,0.753097,italo_romance,romance
lij,hrv,0.752214,italo_romance,slavic
fur,hrv,0.751697,italo_romance,slavic
lij,spa,0.750079,italo_romance,romance
lij,lmo,0.749530,italo_romance,italo_romance
fur,spa,0.749485,italo_romance,romance
scn,deu,0.748651,italo_romance,germanic
sc,slv,0.748355,italo_romance,slavic
lmo,cat,0.748259,italo_romance,romance
fur,slv,0.748214,italo_romance,slavic
lmo,sc,0.747725,italo_romance,italo_romance
lmo,por,0.746936,italo_romance,romance
scn,hrv,0.746844,italo_romance,slavic
lij,slv,0.746676,italo_romance,slavic
fur,hun,0.746012,italo_romance,uralic
lij,hun,0.745998,italo_romance,uralic
sc,hun,0.745546,italo_romance,uralic
lij,scn,0.744195,italo_romance,italo_romance
fur,scn,0.742832,italo_romance,italo_romance
lmo,fra,0.742461,italo_romance,romance
scn,slv,0.739304,italo_romance,slavic
scn,spa,0.739091,italo_romance,romance
scn,hun,0.738257,italo_romance,uralic
lmo,ita,0.735311,italo_romance,italian
lmo,scn,0.729152,italo_romance,italo_romance
lmo,deu,0.723656,italo_romance,germanic
lmo,hrv,0.721657,italo_romance,slavic
lmo,spa,0.718649,italo_romance,romance
lmo,slv,0.718351,italo_romance,slavic
lmo,hun,0.715499,italo_romance,uralic
