code,nn_1,dist_1,nn_2,dist_2,nn_3,dist_3
veneto,ligure,0.026419520378112793,lombardo,0.03335714340209961,sardo,0.03593122959136963
siciliano,lombardo,0.05044138431549072,friulano,0.05047798156738281,sardo,0.05653798580169678
lombardo,veneto,0.03335714340209961,ligure,0.03634369373321533,sardo,0.04499763250350952
sardo,veneto,0.03593122959136963,ligure,0.03836202621459961,francese,0.041925668716430664
ligure,veneto,0.026419520378112793,friulano,0.03564339876174927,lombardo,0.03634369373321533
friulano,ligure,0.03564339876174927,ladino,0.04118084907531738,siciliano,0.05047798156738281
ladino,friulano,0.04118084907531738,ligure,0.04217326641082764,veneto,0.06366419792175293
italiano,catalano,0.02289789915084839,spagnolo,0.023150086402893066,francese,0.03638947010040283
spagnolo,catalano,0.011983394622802734,francese,0.02144336700439453,italiano,0.023150086402893066
francese,catalano,0.016095519065856934,spagnolo,0.02144336700439453,inglese,0.03586834669113159
catalano,spagnolo,0.011983394622802734,francese,0.016095519065856934,italiano,0.02289789915084839
tedesco,inglese,0.026630163192749023,francese,0.04065382480621338,catalano,0.048386573791503906
inglese,tedesco,0.026630163192749023,catalano,0.03477334976196289,francese,0.03586834669113159
greco,arabo,0.25608551502227783,catalano,0.30206620693206787,spagnolo,0.30218207836151123
arabo,greco,0.25608551502227783,catalano,0.30960607528686523,inglese,0.3116542100906372
sloveno,italiano,0.056099116802215576,spagnolo,0.062409043312072754,catalano,0.0674322247505188
