code,rank,feature,weight
nap,1,d'',0.017355178592803545
nap,2, d'',0.017354537146734968
nap,3,''a,0.017157444315211615
nap,4,''a ,0.017156012279154836
nap,5,d''a,0.017118739757450825
nap,6, d''a,0.017118374081764077
nap,7,d''a ,0.017118008331835997
nap,8, 'o ,0.014994259413159086
nap,9, ll',0.013758654224880821
nap,10,pruv,0.013401417264950413
nap,11, pruv,0.013397562916675243
nap,12,pruvi,0.01338520522373778
nap,13,''o,0.013261395722206557
nap,14,''o ,0.013252037253033262
nap,15,dint',0.013201287382553802
nap,16,ncopp,0.013085021155111195
nap,17,'int',0.013022171713904632
nap,18, ll'a,0.012944391144531425
nap,19,int'ô,0.012897119395522648
nap,20,d''o,0.012839063847583949
nap,21, d''o,0.012835126138334074
nap,22,d''o ,0.012831179803208194
nap,23,uorno,0.012454684407243798
nap,24, cch,0.012441265686363978
nap,25, juor,0.012435102678963588
nap,26, cchi,0.01241491199664825
nap,27, ncop,0.012318180047336433
nap,28,hiù,0.01228727497710889
nap,29,chiù,0.01228406669849493
nap,30,hiù ,0.012258160011452851
scn,1, ntô,0.01439182593216026
scn,2, ntô ,0.014380104922799909
scn,3, dâ ,0.013205907126370162
scn,4, dâ,0.013205907126370162
scn,5, ntâ,0.012775475229541498
scn,6, ntâ ,0.012773413329669912
scn,7,dâ ,0.011750354592172892
scn,8,tî ,0.011684950629493452
scn,9,ntî ,0.011680972519487983
scn,10, ntî ,0.011660937775544515
scn,11, ntî,0.011660937775544515
scn,12,dî ,0.01165674536964985
scn,13, dî ,0.011653214882107946
scn,14,comu ,0.01161983868013674
scn,15, cch,0.011543054916919203
scn,16,zzion,0.011469302296963446
scn,17, cchi,0.011461937165760657
scn,18, dû,0.01139162383596474
scn,19,dû ,0.011384064054321364
scn,20, dû ,0.011384064054321364
scn,21,hiù,0.011375966748725635
scn,22,chiù,0.011365929328541026
scn,23,hiù ,0.011354371508516583
scn,24,chiù ,0.01134710039477629
scn,25,uannu,0.01128730138150361
scn,26, ntê ,0.011246416606049013
scn,27, ntê,0.011246416606049013
scn,28,cchiù,0.011239673018712246
scn,29,havi ,0.01123810112558506
scn,30,iggh,0.011227049480978041
vec,1,conp,0.01184443630933187
vec,2, conp,0.011794613291173943
vec,3,te'l,0.01143710820534867
vec,4,te'l ,0.011433591709962275
vec,5,nte'l,0.011415892748953018
vec,6,canp,0.011357907952972101
vec,7, canp,0.011293914130043613
vec,8,dopar,0.01084485449598873
vec,9, xe ,0.010786224409085138
vec,10, inpo,0.010701478113737872
vec,11,ghea ,0.010690330294617984
vec,12, ghea,0.010679104518087859
vec,13,inpor,0.010580376297491298
vec,14,nbre ,0.010580376297491298
vec,15,npan,0.010341881093756873
vec,16,canpa,0.010306753225940758
vec,17,nsipa,0.010165783670498063
vec,18, sità,0.010153801523081556
vec,19,ùbleg,0.010102513234708545
vec,20,ùble,0.010102513234708545
vec,21,eorop,0.010102513234708545
vec,22,pùble,0.010102513234708545
vec,23,anpan,0.010078128773409705
vec,24,ùo ,0.010045029054318153
vec,25,paex,0.01001974853968767
vec,26, paex,0.010011232448086521
vec,27,npio,0.010011232448086521
vec,28,inte',0.009920086766927396
vec,29,npani,0.009887005223259708
vec,30,oerno,0.009868446872033474
lmo,1, l'è ,0.012827865202742324
lmo,2,gh'h,0.011531705782512268
lmo,3, gh'h,0.011531705782512268
lmo,4,l'è ,0.011414725580367244
lmo,5,gh'ha,0.011410304400192969
lmo,6,oeu ,0.011292048101510117
lmo,7,hinn ,0.011279678943695894
lmo,8, hinn,0.011120485149614692
lmo,9, 'me ,0.010569546401048822
lmo,10,'me ,0.010569546401048822
lmo,11, poeu,0.01031501839960339
lmo,12,oeuva,0.010304684770471285
lmo,13,poeu ,0.010276765976031214
lmo,14,cont ,0.010236328535592464
lmo,15,euva ,0.010204543768847432
lmo,16,roeuv,0.010204543768847432
lmo,17,tegh ,0.010144082341736162
lmo,18, g'ha,0.01012074882898816
lmo,19,g'ha,0.01012074882898816
lmo,20,g'ha ,0.01004842737504968
lmo,21, 'l ,0.010026980872137626
lmo,22,siù ,0.009854941617069889
lmo,23,üü ,0.009802287067587612
lmo,24, gh',0.009721994726953913
lmo,25,nscì,0.009706618371236328
lmo,26,inscì,0.009696174023712742
lmo,27,ncoeu,0.009648228664891598
lmo,28,oeuv,0.009619777004234411
lmo,29,piö,0.009598657733433425
lmo,30, gh'è,0.009591961482518981
sc,1,tzion,0.014315191783392741
sc,2,atzio,0.013640785506712402
sc,3,aiat ,0.012679203882383883
sc,4,tzio,0.012451753899588781
sc,5, dae ,0.012289505201183779
sc,6,s'ist,0.012179987923508313
sc,7,fintz,0.012176253597766326
sc,8,tzita,0.012163113243651944
sc,9, tzit,0.01214414894723522
sc,10, aiat,0.012073920902593354
sc,11,èntz,0.011876512876387737
sc,12,èntzi,0.01187424973068952
sc,13,bidda,0.011674066864924351
sc,14,tzial,0.011600353576772835
sc,15,totu ,0.011586819378494618
sc,16,natzi,0.011548292549759928
sc,17,nnos ,0.011525846286139002
sc,18,tadu ,0.011513403264009603
sc,19,ìntz,0.011355919849472523
sc,20,tzid,0.011314453969636526
sc,21,bivid,0.011294941105338137
sc,22, àter,0.011281796832193988
sc,23,ìntzi,0.011172493576125098
sc,24,itzio,0.011165403394938482
sc,25,ovìnt,0.011122178228430203
sc,26,vìntz,0.011122178228430203
sc,27,zadu ,0.011031995042283542
sc,28,tzip,0.01099679815200877
sc,29, unu ,0.01097419309052426
sc,30,aiant,0.010964837306471775
ita,1, è ,0.009390327905610465
ita,2, venn,0.009266672237539351
ita,3,vrebb,0.009214707306013809
ita,4,sareb,0.009123594261824694
ita,5,avano,0.009123594261824694
ita,6,portò,0.00907918568923193
ita,7, nacq,0.009026907615356192
ita,8,dopo ,0.00901296133115797
ita,9,più ,0.009008927549340311
ita,10, più ,0.0090035272805413
ita,11,bbero,0.008923920777193766
ita,12,vuto,0.00883871933522888
ita,13,vuto ,0.00883156043047329
ita,14, avev,0.008686888632614919
ita,15, nel ,0.008649634383427602
ita,16,suoi ,0.008633583499218563
ita,17,iocan,0.008610237949303969
ita,18,ull'i,0.008565132185143725
ita,19,ndosi,0.008563554160624718
ita,20,ecipò,0.008518884382412677
ita,21,uovam,0.008489229061009575
ita,22,sua ,0.008474335299428351
ita,23, sua ,0.008474335299428351
ita,24,fece ,0.008407079436345579
ita,25,ocò ,0.00837267111794516
ita,26,avuto,0.008364346440808502
ita,27,nell',0.00834119700982506
ita,28,urono,0.00833715090161152
ita,29,golo ,0.008317360276953865
ita,30,più,0.008292864482321307
es,1,bién ,0.012473299683263434
es,2,ición,0.011976748968550307
es,3,pués,0.01163837695734596
es,4,spué,0.01163507215896974
es,5,espué,0.01163507215896974
es,6,spués,0.01163507215896974
es,7,énero,0.011529123753989297
es,8,quipo,0.011482542291713851
es,9,pués ,0.011442051712256407
es,10,está ,0.01132216737594476
es,11,encue,0.011227102838486843
es,12,tuvo ,0.011153063348387187
es,13,ían ,0.011130626119872986
es,14,habí,0.011117012870596285
es,15,había,0.011117012870596285
es,16,jueg,0.011112449543895975
es,17, habí,0.011112449543895975
es,18, añ,0.011107894520527654
es,19, año,0.011076150237528613
es,20,puest,0.011013520141036981
es,21, jueg,0.011003774941430202
es,22,fue ,0.010868174481897043
es,23, fue ,0.01086707251087298
es,24, año ,0.010866123907690607
es,25,ambié,0.010816120429530904
es,26,mbién,0.010816120429530904
es,27,tambi,0.010816120429530904
es,28,puede,0.01080650348950384
es,29,juego,0.010778659458862392
es,30,gún ,0.010727299645395805
fr,1, été,0.012050516223600413
fr,2, été ,0.012037902702268923
fr,3,nnée,0.011453940827299752
fr,4,ésen,0.011199636913706837
fr,5,résen,0.011196529093752388
fr,6,année,0.011174598378169929
fr,7, avec,0.011139620953347626
fr,8,ésent,0.011073570033551975
fr,9,égale,0.01105323320712243
fr,10,itué,0.010887779639897684
fr,11,lisé,0.010813936543947624
fr,12, réa,0.010785820668425802
fr,13,mêm,0.010744750665904178
fr,14,même,0.010744750665904178
fr,15,situé,0.010698282132300133
fr,16, où,0.010681033559858012
fr,17, où ,0.010672336867371469
fr,18, anné,0.01066359117917584
fr,19, réal,0.010605510672080007
