variety_A,variety_B,mean_similarity,family_A,family_B
fur,lij,0.998090,italo_romance,italo_romance
spa,por,0.997969,romance,romance
lij,vec,0.997960,italo_romance,italo_romance
lij,lmo,0.997903,italo_romance,italo_romance
fur,sc,0.997868,italo_romance,italo_romance
lij,sc,0.997867,italo_romance,italo_romance
lij,scn,0.997832,italo_romance,italo_romance
fur,scn,0.997827,italo_romance,italo_romance
fur,vec,0.997797,italo_romance,italo_romance
fur,lmo,0.997786,italo_romance,italo_romance
lmo,sc,0.997713,italo_romance,italo_romance
sc,vec,0.997697,italo_romance,italo_romance
lmo,vec,0.997571,italo_romance,italo_romance
lmo,scn,0.997562,italo_romance,italo_romance
sc,scn,0.997555,italo_romance,italo_romance
spa,eng,0.997533,romance,english
scn,vec,0.997531,italo_romance,italo_romance
por,eng,0.997347,romance,english
spa,fra,0.997238,romance,romance
ita,spa,0.997226,italian,romance
deu,eng,0.997180,germanic,english
slv,hrv,0.997158,slavic,slavic
fra,eng,0.997154,romance,english
fra,por,0.997136,romance,romance
ita,fra,0.997093,italian,romance
ita,por,0.997086,italian,romance
eng,hun,0.996959,english,uralic
sc,oci,0.996956,italo_romance,romance
ita,eng,0.996917,italian,english
lmo,oci,0.996903,italo_romance,romance
lij,oci,0.996885,italo_romance,romance
eng,hrv,0.996852,english,slavic
vec,oci,0.996760,italo_romance,romance
deu,hun,0.996713,germanic,uralic
spa,hun,0.996711,romance,uralic
fra,deu,0.996648,romance,germanic
por,hun,0.996635,romance,uralic
eng,slv,0.996601,english,slavic
fur,oci,0.996570,italo_romance,romance
spa,deu,0.996511,romance,germanic
spa,hrv,0.996479,romance,slavic
por,deu,0.996431,romance,germanic
por,hrv,0.996423,romance,slavic
hrv,hun,0.996366,slavic,uralic
ita,hrv,0.996336,italian,slavic
fra,hun,0.996332,romance,uralic
ita,hun,0.996328,italian,uralic
ita,deu,0.996272,italian,germanic
spa,slv,0.996244,romance,slavic
scn,oci,0.996179,italo_romance,romance
spa,oci,0.996125,romance,romance
ita,slv,0.996116,italian,slavic
por,slv,0.996101,romance,slavic
slv,hun,0.996045,slavic,uralic
fra,hrv,0.996014,romance,slavic
deu,hrv,0.995903,germanic,slavic
cat,oci,0.995861,romance,romance
por,oci,0.995801,romance,romance
fra,slv,0.995780,romance,slavic
deu,slv,0.995746,germanic,slavic
spa,cat,0.995697,romance,romance
oci,eng,0.995678,romance,english
fra,cat,0.995618,romance,romance
fra,oci,0.995592,romance,romance
cat,por,0.995554,romance,romance
ita,oci,0.995283,italian,romance
ita,cat,0.995242,italian,romance
vec,eng,0.995084,italo_romance,english
vec,ita,0.994920,italo_romance,italian
lij,eng,0.994796,italo_romance,english
lij,ita,0.994771,italo_romance,italian
vec,spa,0.994770,italo_romance,romance
sc,eng,0.994757,italo_romance,english
sc,spa,0.994682,italo_romance,romance
lij,spa,0.994602,italo_romance,romance
cat,eng,0.994599,romance,english
oci,hrv,0.994585,romance,slavic
oci,hun,0.994564,romance,uralic
scn,ita,0.994484,italo_romance,italian
cat,deu,0.994425,romance,germanic
fur,eng,0.994419,italo_romance,english
cat,hun,0.994393,romance,uralic
lij,por,0.994378,italo_romance,romance
vec,por,0.994378,italo_romance,romance
lmo,eng,0.994325,italo_romance,english
sc,por,0.994305,italo_romance,romance
oci,deu,0.994296,romance,germanic
lmo,spa,0.994235,italo_romance,romance
fur,ita,0.994202,italo_romance,italian
oci,slv,0.994199,romance,slavic
lij,fra,0.994148,italo_romance,romance
fur,spa,0.994083,italo_romance,romance
lmo,ita,0.994025,italo_romance,italian
vec,fra,0.994006,italo_romance,romance
vec,hrv,0.994000,italo_romance,slavic
sc,ita,0.993974,italo_romance,italian
cat,hrv,0.993926,romance,slavic
scn,eng,0.993920,italo_romance,english
vec,slv,0.993820,italo_romance,slavic
lmo,por,0.993815,italo_romance,romance
sc,fra,0.993799,italo_romance,romance
fur,por,0.993771,italo_romance,romance
fur,fra,0.993738,italo_romance,romance
lij,hrv,0.993718,italo_romance,slavic
lmo,fra,0.993642,italo_romance,romance
scn,spa,0.993632,italo_romance,romance
sc,hrv,0.993601,italo_romance,slavic
lij,slv,0.993589,italo_romance,slavic
sc,slv,0.993439,italo_romance,slavic
scn,por,0.993399,italo_romance,romance
vec,hun,0.993379,italo_romance,uralic
cat,slv,0.993354,romance,slavic
lmo,hrv,0.993265,italo_romance,slavic
fur,hrv,0.993253,italo_romance,slavic
fur,slv,0.993196,italo_romance,slavic
lij,hun,0.993179,italo_romance,uralic
scn,fra,0.993113,italo_romance,romance
scn,hrv,0.993100,italo_romance,slavic
lmo,slv,0.993070,italo_romance,slavic
sc,hun,0.992957,italo_romance,uralic
vec,deu,0.992933,italo_romance,germanic
scn,slv,0.992868,italo_romance,slavic
lij,deu,0.992769,italo_romance,germanic
lmo,hun,0.992672,italo_romance,uralic
fur,hun,0.992645,italo_romance,uralic
sc,deu,0.992488,italo_romance,germanic
scn,hun,0.992396,italo_romance,uralic
lmo,deu,0.992271,italo_romance,germanic
fur,deu,0.992257,italo_romance,germanic
lmo,cat,0.992177,italo_romance,romance
scn,deu,0.991949,italo_romance,germanic
vec,cat,0.991896,italo_romance,romance
lij,cat,0.991884,italo_romance,romance
sc,cat,0.991739,italo_romance,romance
fur,cat,0.991244,italo_romance,romance
scn,cat,0.991083,italo_romance,romance
