source,target,distance,similarity,target_family,target_display
cat,oci,0.002531,0.997469,romance,Occitan
cat,spa,0.003271,0.996729,romance,Spanish
cat,fra,0.003292,0.996708,romance,French
cat,por,0.003354,0.996646,romance,Portuguese
cat,ita,0.003596,0.996404,italian,Italian
cat,eng,0.004121,0.995879,english,English
cat,hun,0.004187,0.995813,uralic,Hungarian
cat,deu,0.004196,0.995804,germanic,German
cat,hrv,0.004655,0.995345,slavic,Croatian
cat,slv,0.005195,0.994805,slavic,Slovenian
cat,lmo,0.005729,0.994271,italo_romance,Lombard
cat,vec,0.006190,0.993810,italo_romance,Venetian
cat,lij,0.006224,0.993776,italo_romance,Ligurian
cat,sc,0.006410,0.993590,italo_romance,Sardinian
cat,fur,0.006838,0.993162,italo_romance,Friulian
cat,scn,0.006954,0.993046,italo_romance,Sicilian
deu,eng,0.001838,0.998162,english,English
deu,hun,0.002155,0.997845,uralic,Hungarian
deu,fra,0.002293,0.997707,romance,French
deu,spa,0.002434,0.997566,romance,Spanish
deu,por,0.002475,0.997525,romance,Portuguese
deu,ita,0.002609,0.997391,italian,Italian
deu,hrv,0.002874,0.997126,slavic,Croatian
deu,slv,0.003043,0.996957,slavic,Slovenian
deu,oci,0.003948,0.996052,romance,Occitan
deu,cat,0.004196,0.995804,romance,Catalan
deu,vec,0.005161,0.994839,italo_romance,Venetian
deu,lij,0.005357,0.994643,italo_romance,Ligurian
deu,lmo,0.005618,0.994382,italo_romance,Lombard
deu,sc,0.005651,0.994349,italo_romance,Sardinian
deu,fur,0.005860,0.994140,italo_romance,Friulian
deu,scn,0.006117,0.993883,italo_romance,Sicilian
eng,spa,0.001532,0.998468,romance,Spanish
eng,por,0.001740,0.998260,romance,Portuguese
eng,deu,0.001838,0.998162,germanic,German
eng,fra,0.001905,0.998095,romance,French
eng,hun,0.001933,0.998067,uralic,Hungarian
eng,hrv,0.001947,0.998053,slavic,Croatian
eng,ita,0.002051,0.997949,italian,Italian
eng,slv,0.002167,0.997833,slavic,Slovenian
eng,oci,0.002639,0.997361,romance,Occitan
