text,label,article_id
"Red Tarn Beck forms the western perimeter of Birkhouse Moor, draining the large tarn of that name nestling beneath the summit of Helvellyn.",19,8207785
"In December 2019, Malmsbury had its pharmacy opened to serve the local community in Malmsbury and its surroundings.",19,8229940
"Hutchins worked as a manager at various Molson's Bank locations in Ontario, and later worked in the audit department of the City of Toronto's treasury.",19,8530809
"Rooted in Renaissance humanism and a renewed interest in Classical architecture, the style became distinguished by a synthesis of Gothic and Italian Renaissance elements.",19,8382562
"In order to make Betty realize what she is missing, Matt takes a job as managing editor at  Mode .",19,8236135
Palmer was the man who would later investigate Baldwin and replace him.,19,8346904
"The following clubs did not compete as a team, as they did not enter with at least six gymnasts.",19,8505670
"Welland is a village and civil parish in the administrative district of Malvern Hills in the county of Worcestershire, England.",19,8422859
From 1827 to 1829 he also served as Lieutenant-Governor of Jamaica.,19,8386185
They were conflicted with Jadar Radom because the club did not continue the history and tradition of Czarni Radom that had gone bankrupt.,19,8480946
"In the United States during flood events, the National Weather Service will issue flood warnings that list the current and predicted stages for affected communities as well as the local flood stage.",19,8414323
Alsagers Bank is a village in the Borough of Newcastle-under-Lyme in Staffordshire.,19,8480546
The Government has not filed a  factual return  in his habeas petition.,19,8233788
"The car was designed as a replacement for the slow, cumbersome  B  version of the FG01 that the team had used to limited effect in and at the beginning of 1996.",19,8352034
He was one of the leading hardball squash players in North America from the mid-1970s through the mid-1980s.,19,8426970
"Dawson started out in 1970 in the band Blue Condition, which became SOB after a few shows only, together with Dave Bradley, Steve Firth and future Saxon guitarist Graham Oliver.",19,8406578
to serve as his new running mate.,19,8274606
This plasma radiation physics is critical for the diagnosis and simulation of astrophysical and nuclear fusion plasma.,19,8253417
"It stars Redford, Tom Cruise, Meryl Streep, and Andrew Garfield in his feature film debut.",19,8317598
"He began his musical career as guitarist in the band Pensive, who released an EP called  The Subtlety of Silence  and a split with EP with fellow Pennsylvania band Seasons In The Field.",19,8214065
Elton Hayes  was a British actor and guitarist.,19,8330902
"Freedom of religion is guaranteed by the Uganda Constitution, but religions are expected to be registered with the government and then to secure a five-year license; registered groups are exempt from direct taxation.",19,8302141
She described her paintings as  very Biblical  and influenced by her Catholic faith.,19,8171044
"In 2008, it underwent a thorough modernization.",19,8522145
"Instead, they use the local solfège and associate each syllable with a meaning in the native language.",19,8421974
"Between 1 October 1866 and 19 April 1870, he served as the War Minister of Denmark.",19,8380251
"When the tests are not parallel, the general process is called linking.",19,8407203
Her illness baffles Dr.,19,8448350
They feed at night and move actively at dusk and dawn.,19,8180705
"Initiating structure is the extent to which a leader defines leader and group member roles, initiates actions, organizes group activities and defines how tasks are to be accomplished by the group.",19,8338901
"Payne was still recording regularly for Delmark Records in the 1990s, when he was in his 70s, and then into the new millennium.",19,8495800
"Early on the Group affiliated itself with the Columbia-Princeton Electronic Music Center, and many premieres of important new works involving instruments and electronics by such composers as Milton Babbitt, Mario Davidovsky and Vladimir Ussachevsky were presented on its concerts.",19,8230001
The highway is paved for its entire length.,19,8487053
"A bicycle locker or bike box is a locker or box in which bicycles can be placed and locked, usually 1 or 2 per locker.",19,8453801
"In Kerala, many functions are inaugurated by lighting Nilavilakku.",19,8437798
"In Scots law, the Crown Matrimonial was the right of a queen regnant's male consort to reign equally with his wife, as co-sovereign.",19,8516141
Hiking trails starting at or near Yosemite West.,19,8228419
The  freguesia  consists of the following settlements: Settlements.,19,8209281
"It was first described by Kir Nazimovich Nesis in 1977, based on four individuals found in Antarctic waters.",19,8443733
"  Cradle Rock  was inspired by the  happy coincidence  that Gallagher  rocked literally all his life  having been born at the Rock Hospital in Ballyshannon, Ireland.",19,8375980
It allows aircraft to perform flights whatever weather conditions.,19,8436608
Rice was inspired to make  Chumlum  while working with Smith on the props for Smith's  Normal Love .,19,8389225
"The Shire of Banana is a local government area located in the Capricorn region of Queensland, Australia, inland from the regional city of Gladstone.",19,8225288
Halmstad Castle  established its offices in the east wing.,19,8528624
"The Stones is an American sitcom television series that starred Robert Klein, Judith Light, Lindsay Sloane and Jay Baruchel as the Stone family that are divorced but still live under the same roof.",19,8225640
Educational establishments: Theatres:,19,8432659
He was the compere of the short-lived ITV programme  Wham!,19,8463890
" The Arrouasian canons differed very little from other Augustinians, and sometimes abandoned at an early date the slight distinctions they originally had .",19,8355981
"Dragefjellets Musikkorps, also known as the Bergen Symphonic Band is an  elite division  amateur wind band in Bergen, Norway.",19,8458355
"In 1826, Jacques Foulquier, a confectioner, moved to Geneva and started a chocolate company.",19,8271652
"On 11 January 2018, Chong was appointed chairman of the Select Committee on Deliberate Online Falsehoods.",19,8434490
The clones are named Mira :123-30.,19,8394105
"John continues his work helping to feed the homeless, while Beth and her husband read  A Christmas Carol  to their children.",19,8373513
Intramural golf and cross country are also offered as club sports.,19,8289656
Tonkin may also refer to:,19,8358087
Proenza was a councilor for the National Weather Association in 1991.,19,8293404
NC State Veterinary Hospital.,19,8404538
"Larson makes three different versions of the ride: The Fire Ball, the 22M Giant Loop, and the Giga Loop 100ft.",19,8183081
"The town fell into decline after 1970, but has since undergone a resurgence.",19,8240243
Some Nighthawk Customs use a Floyd Rose locking vibrato unit instead of the Gibson Vibrola or Bigsby vibrato tailpiece more commonly found on Gibson guitars.,19,8291862
"They live in Port Orchard, Washington.",19,8515540
"She was a very religious woman, and after his parents died, Nicolae Ceaușescu, an atheist, ordered that a church be built in their memory in Scornicești; their portraits still adorn its walls.",19,8341140
"After leaving office as Indian Affairs Superintendent, Palmer worked his farm on his land claim and operated his sawmill and several other enterprises.",19,8413997
The Orange Bowl Committee Chairman and President was Al Dotson Jr.,19,8267009
"The patrol boat was broken up for scrap in Darwin during 2006 and 2007, at a cost of $450,000 to the Australian government.",19,8502483
"Despite optimism that he would recover, McArthur's condition continued to deteriorate, and on 10 January 1927, McArthur died in Winnipeg, shortly after returning from Battle Creek.",19,8426002
"Lynn Road was a football ground in the Newbury Park area of Ilford, London.",19,8485964
"For a while, it was known as the  Unitarian New Age Network  until the group settled on their current name,  Unitarian Earth Spirit Network.",19,8330389
"However, in recent years it has become the least common of all wintering and resident warbler species in the highlands of northern Chiapas, based on point counts there.",19,8217759
"In July 2012, he signed a contract with the UAE side Emirates Club.",19,8282278
"In January 2005, he returned to his country to play for the teams Caxias and Veranopolis.",19,8345771
"Fitzgerald retired at the end of the 2004–05 season, following Brentford's defeat to Sheffield Wednesday in the League One play-off semi-finals.",19,8389387
"Eastlake is a part of the Denver-Aurora-Centennial, CO Metropolitan Statistical Area and the Front Range Urban Corridor.",19,8454209
"In early 2015, he was ousted from the squad after a run-in with manager Jorge Almirón and forced to train alone.",19,8435422
"He died in Jerusalem, Israel, in 1963 at the age of 78.",19,8320254
"When Hollinger sold off the majority of its papers in 1999,  The Tribune-Democrat  went to current owner Community Newspaper Holdings.",19,8270585
"The park itself is essentially divided into three parts, for beginner, intermediate and advanced skaters.",19,8339928
It remains a Heritage Listed Building of South Australia.,19,8507463
"Knighton is a hamlet in north west Staffordshire, England, located in the Borough of Newcastle-under-Lyme.",19,8487257
Jean-Pierre Hogue  was a member of the House of Commons of Canada from 1988 to 1993.,19,8290681
"Remaining on the run, Harris was captured in September 1923 and interned for about one month.",19,8432945
"However, upon the band's arrival at the airport in Japan, Paul McCartney was arrested for marijuana possession.",19,8223516
" Dairy farming, and another already established crop, hops, continued to be important to profitability, while other crops such as grains did not take hold as anticipated.",19,8305263
"Edwards began writing romances in 1982 and released her 100th novel,  Savage Skies , on August 28, 2007.",19,8518460
"After the person falls asleep, the virus rewrites human DNA.",19,8280353
 In 2012 he was appointed as a member of the Maze/Long Kesh Development Corporation and re-appointed for a further term in 2017.,19,8443317
"The plan included a new Elmont station on the LIRR Main Line, to the north of Belmont Park station.",19,8382547
"He was the first chair of the physics department where he also concurrently served as a professor in the School of Physics, and as a pastor of the First United Methodist Church.",19,8238820
"He lost the 6 September 2008 Pakistani presidential election, by 153 votes to Asif Ali Zardari, who was elected President of Pakistan.",19,8283208
"Foden's Band , formed the  Men O'Brass , whereby selected members of the band combined with other players from the Fairey Band and Morris Motors Band.",19,8393244
The following hospitals are attached to Sarder Patel Medical College:  Accommodation.,19,8474313
"Codd was elected as a Republican from Michigan's 1st congressional district to the 67th United States Congress, serving from March 4, 1921, to March 3, 1923.",19,8281038
"These included stories from Tales of Conan, a collection of four Robert E. Howard stories rewritten as Conan stories by L. Sprague de Camp.",19,8475800
Then Sasha gets trapped in the mirror.,19,8495279
The film is named after the song  Guantanamera   – perhaps the best known Cuban song and that country's most noted patriotic song.,19,8412164
"Briggs disagrees with the notion that the episode is weakened by being a clip show, stating that he actually likes it all the more for that reason.",19,8484558
Blockhead-Hans marries the princess and later becomes king.,19,8506464
"Conversely, Kazuyuki Fujita is an exclusive to the Xbox 360 version.",19,8260496
A portion of his cremated remains are located at Dearly Departed Tours  Artifact Museum.,19,8295059
