text,label,article_id
"dosàgiu terapèuticu de carchi meighina, contzentratziones de enzimas, contzentratziones de sustàntzias luantes, impuridades, doping, etc. Ligàmenes esternos.  ",10,19479
"Istoricamente, sos intentos de cura psichiàtrica de custu istadu s'ant rivelados unu fallimentu e ant causadu unu nùmeru a beru elevadu de suitzidas intre sas persones transessuales.",10,17100
"Ditadura de sos Coronellos , est istadu su regìmene militare chi at guvernadu sa Grètzia moderna dae su 1967 a su trèulas de su 1974.",10,16338
"Sergio Atzeni , Gianfranco Cabiddu nde bogat una pelìcula.  ",10,2071
"Dae s'inaguradura sua in su 1967 a s'agabu de sos annos otanta de su sègulu coladu, fiat una rebista cun tirada limitada chi pubrigaiat artìgulos de cumentadores che Thomas Sowell, Tom Wolfe, P.J. O'Rourke, George F. Will, Malcolm Gladwell, Patrick J. Buchanan e Malcolm Muggeridge, e a su cumintzu de sos annos noranta fiat cunnota pro sas relatas contra a su presidente de tando Bill Clinton.",10,11350
"Su 26 de ghennàrgiu de su 2021, su generale Min Aung Hlaing, capu de is fortzas armadas, aiat cuntestadu is resurtados de su ballotàgiu e nd'aiat pedidu s'averguadura torra, sinunca s'esèrtzitu diat intervènnere pro risòlvere sa crisi polìtica in cursu.",10,20734
Su mortòrgiu de Nahel Merzouk pro manu de un'ufitziale de politzia at donadu s'incumentzu a una sèrie de manifestadas in Frantza su 27 de làmpadas de su 2023.,10,22431
"sos Itatines, sos Charruas, sos Guacùs, Payaguas, Arecayàs … De calicuna de custas tribu narada chi est:",10,8066
"A Santu Bainzu, segundu sa traditzione orale, lu festaiant finas sos bortigalesos, e dae cussu lis narant  Furasantos , in Bòrore.",10,4304
Afacca a custu nuraghe una tumba de zigantes e un ateru nuraghe pius minore.,10,4936
"Murcia est una produtora manna de fruta, birduras e frores chi sunt bèndidos in su restu de Ispagna e in totu s'Europa.",10,13807
Sa lingua wu  est una de is bariantes printzipales de sa limba chinesa a pustis de su mandarinu.,10,3279
S'annu 1334  est comintzadu in sàbadu secundu su Calendariu Giulianu.,10,16062
"Su logu est totu paris cun pagus arturas, ddui funt pariga de arrius:",10,10301
"Eppuru a pustis de sa finali de su mondiali de rugby de su 2003 bintu de s'Inghilterra, custa canzoni est istetia sonada.",10,3033
"Aveiro, cunnotu comente sa “Benètzia de Portugallu” e, pro carchi tempus, narada “Noa Bragàntzia”, est una bidda portughesa, cabitale de su Distritu de Aveiro, in sa Rezione Tzentru e pertenende a sa sutarezione de su Vouga de Zosso, cun unos 55.291 abitadores.",10,11640
"Ateras biddas importantes sunt Pattada, Buddusò, Oschiri, Berchidda.",10,4548
S'annu 1250  est comintzadu in sàbadu secundu su Calendariu Giulianu.,10,16059
