text,label,article_id
"Les autoritats, alertades per alguns metges contraris a Ferran, van prohibir que continués vaccinant la gent.",14,39127
"A principis del , la convergència de diverses tendències humanístiques va permetre la formació del madrigal.",14,26458
Fa uns 11 km d'amplada i uns 100 metres de profunditat màxima.,14,37201
"El municipi d'Albinyana comprèn a part del cap del municipi, el llogaret de les Peces, el veïnat de les masies del Torrent, el lloc de Tomoví així com les urbanitzacions de Bonaterra .",14,212
La periodització de la teoria són transformacions o passos corresponents per a passar d'un sistema a un altre.,14,7195
"Pel sud, la línia del ferrocarril constituïx una barrera infranquejable per a l'expansió urbana.",14,30643
"El 1917, Josep Martorell Òdena, encapçalant un grup d'amics i escriptors reusencs, va organitzar un homenatge a Hortensi Güell, interessant pel seu contingut literari i emotiu.",14,35405
En el museu poden observar-se totes les fases del procés de producció de l'oli.,14,38176
"Posteriorment, la Comissió de la Dignitat, propietària del fons fotogràfic, les va entregar a l'Arxiu Nacional de Catalunya el 14 de setembre de 2016.",14,31714
"El 20 d'octubre es celebra la commemoració de la Pantanada de Tous, que es celebra el diumenge més pròxim amb una romeria al poble vell, on es realitza una missa a l'Ermita del Roser i un esmorzar típic.",14,20168
Això pot fer que un mateix enzim sigui identificat amb dos noms diferents.,14,1027
La bandera oficial de Besalú té la descripció següent: Història.,14,18472
Els individus que presentaven aquesta mutació en ambdós cromosomes consumien 40 mg més de cafeïna al dia que altres.,14,446
"També hi ha connexió amb la Línia Llobregat-Anoia dels Ferrocarrils de la Generalitat, amb l'Estació d'Igualada.",14,10669
"Tenia una població de 7.349 habitants en 2019 , que consistix en una batalla d'aigua entre els veïns.",14,31353
L'edat mediana era de 38 anys.,14,31801
Mario Salieri  és un dels directors més destacats del cinema pornogràfic europeu i italià.,14,27972
Va pujar al tron succeint al seu mig germà Jordi VII que havia mort lluitant contra els turcmans.,14,22301
"Diversos autors han declarat la seva preocupació que la teoria de cordes no sigui falsable i com a tal, seguint les tesis del filòsof de la ciència Karl Popper, la teoria de cordes seria equivalent a una pseudociència.",14,27444
"Va ser una de les etapes de la línia establerta per Pierre-Georges Latécoère, durant els anys 1920 i 1930 entre Tolosa de Llenguadoc i Saint-Louis du Sénégal cap a Amèrica del Sud, per portar el correu.",14,18345
Va ser aprovat el 3 de juliol del 1986 i publicat al DOGC el 25 d'agost del mateix any amb el número 731.,14,13370
"El Túria compta amb dos afluents en la comarca: el riu Ebrón i el riu Bohilgues, el primer en el terme de Castielfabib i el segon en el terme d'Ademús.",14,15178
"L'escacat d'or i de sable són les armes de l'antic comtat d'Urgell, amb capital a Balaguer, que s'estenia molt més enllà dels límits de l'actual comarca de la Noguera.",14,10385
"Garriguella és un municipi de la comarca de l'Alt Empordà, situat a la falda de la Serra de l'Albera.",14,9469
"A banda d'aquests nuclis principals, en el municipi uns sectors urbanitzats es disposen a banda i banda d'aquesta carretera: la Torre Moratxa, les Dunes, els Salats, La Torre Gran.",14,9589
"En els seus altres còmics són freqüents els viatges, els exteriors, els paisatges urbans o rurals mentre que en 13, Rue del Percebe tenim una casella d'extensió fixa per a cada personatge fix.",14,5501
"Hi van quedar quatre províncies fins al 25 d'octubre de 2012, quan Kalimantan del Nord es va separar de Kalimantan Oriental.",14,34195
"Perfils lleugers de l'espiral, en termes de la coordenada formula_6, no depenen de la lluminositat de la galàxia.",14,1355
Es va publicar en el DOGC el 5 de juny del 1991.,14,13459
"Com a escriptor va aportar més de trenta obres, tant literàries com d'assaig.",14,32156
Els càntabres eren ferotges muntanyencs i bevedors de sang de cavall.,14,27457
"Es troba al curs mitjà del riu, a la vall del Vinalopó.",14,3111
"Un dialecte és una varietat d'una llengua, parlada en una certa àrea geogràfica.",14,20428
"El naixement del transistor cap a final de la dècada dels anys 50 del va revolucionar l'electrònica, i com a tercera fase d'aquest desenvolupament hi ha la tecnologia de circuits integrats, que també és coneguda sota el nom de  Xips .",14,15273
"A Guatemala, també són oficials 24 llengües indígenes reconegudes, entre aquestes el quiche, kackchiquel, mam, achí, pocoman, qeqchi, etc.",14,26580
Fill de Josep Llunas i Guardiola d'ofici pastisser natural de Riudoms i Maria Pujals Òdena natural de Reus.,14,35383
1038 als Països Catalans i a Occitània.,14,4823
Tot això és organitzat i dirigit per voluntaris sense ànim de lucre.,14,29089
"El segle VII és el període que va des de l'any 601 fins al 700 i està marcat per l'expansió de l'islam, que va provocar la redefinició política i territorial del món medieval.",14,2652
Formit de Perpinyà era un trobador del qual no se sap absolutament res.,14,23383
"Més tard, en 1361 el rei Pere IV d'Aragó, va rehabilitar el castell i va fortificar el poble.",14,38328
Fou elevat a ducat al tombant dels s. XV-XVI.,14,38246
"La bandera nacional de Colòmbia es un rectangle de 3 unitats de longitud per 2 unitats d'amplada i dividit en tres franges horitzontals amb el groc a la part superior ocupant la meitat de l'amplada de la bandera, blau al mig ocupant un quart de l'amplada i vermella avall, ocupant l'últim quart.",14,9319
"Les precipitacions anuals oscil·len al voltant dels 1000 litres per metre quadrat, i sovint neva als cims més elevats i al mateix nucli urbà.",14,2086
"També s'hi han jugat partits de la pretemporada de beisbol de la MLB a l'estadi dels Diables Vermells, el Foro Sol.",14,33185
La llei 1/2005 fou derogada pel govern del president Montilla amb l'aprovació de la llei 13/2008 que diferenciava entre la figura de conseller primer i la de vicepresident.,14,12976
"La comarca no té una capital oficialment designada per la Generalitat Valenciana, tot i que existeixen altres municipis amb consideració de cap de partit judicial.",14,1424
La torre gòtica de la catedral data de 1818.,14,28174
"S'hi deien misses per les quatre festes: Nativitat, Anunciació, Purificació i Assumpció.",14,1687
"El roc és per la família Rocabertí, antics senyors feudals i marquesos de Sant Mori.",14,24885
Nature és una de les revistes científiques més antigues i famoses.,14,11158
"La denominació «284 aC» per a aquest any s'ha emprat des de l'edat mitjana, quan el calendari Anno Domini va ser el mètode prevalent a Europa per a anomenar els anys.",14,17381
Als pocs mesos de néixer la seva família es va traslladar a Reus.,14,36373
Sol tenir uns 130 centímetres de longitud i té un cos que recorda una viola de gamba baixa amb quatre obertures flamiformes.,14,14709
Era conegut popularment pel castell dels moros.,14,12523
S'anomena a aquest tipus  lògica aleatòria .,14,12389
El període medieval va ser una època de significativa inestabilitat social i política.,14,14234
"El mot grec per a 'fletxa' és  tòxon , que està molt relacionat amb  toxis  'verí', d'aquí les fletxes verinoses que Hèracles va crear a partir de la sang de l'Hidra.",14,1445
"En l'interior es poden observar retaules de dos estils diferents com són: el barroc amb només un retaule, d'aquest estil, i el neoclàssic, del qual són la majoria dels retaules de l'església de Sant Joan Baptista.",14,9822
"El govern municipal entre 2011-2015 el formaven Iniciativa per Catalunya Verds, Unitat Cubellenca-Reagrupament i el Partit Popular de Catalunya.",14,11531
"Va ser projectat per Lluís Domènech i Montaner i construït entre 1897 i 1912, en l'estil modernista propi d'aquest arquitecte.",14,35346
"El concepte d'espín fou introduït el 1925 per Ralph Kroning, i de manera independent per George Uhlenbeck i Samuel Goudsmit.",14,22119
"Quan es parla de velocitat, en realitat se sol parlar de celeritat, que indica el valor i el sentit de la primera  són:",14,34193
Esteve I va ser Papa de l'Església Catòlica entre els anys 254 i 257.,14,34455
"Per a la fixació de taulons, taulers, xapes, ferramenta i similars, s'utilitzaven claus de ferro fabricats pel ferrer.",14,20118
Vegeu: Vescomtat del Rosselló i Vescomtat de Tatzó,14,25900
"És l'oli d'oliva obtingut directament de les olives i només per procediments mecànics, principalment la premsa.",14,2103
Va ser expulsada per Euristeu d'aquella ciutat.,14,7356
"Podarcis lilfordi rodriquezi és una subespècie de la sargantana gimnèsia que habitava a l'Illa de ses Rates , dins el Port de Maó, a la costa Est de Menorca i que s'extingí en desaparèixer aquest illot, que fou dinamitat entre 1934 i 1936.",14,2350
Els elements clau que anomenem  articles  es consideren com un subconjunt dels determinants.,14,10621
Les produccions artístiques continuaren vinculades a les tradicions anteriors.,14,25345
"Va ser President de la « Sociedad Hidrofórica », que portava aigua a la ciutat, sobretot a la indústria, i va ser membre de la Junta del Carrilet de Reus a Salou.",14,36402
"El títol d'emperador és, sovint, superior al títol de rei en honor i rang.",14,30821
"La palma i la corona de llorer són els atributs de santa Perpètua màrtir, patrona del poble.",14,13856
Actualment segueix sent un dels ports més importants del país.,14,32784
"Els cabals dels seus cursos d'aigua són variables segons l'època de l'any, en funció de les precipitacions hagudes, són generalment secs en els mesos d'estiu.",14,25577
D'ací que la seua carrera com a actor de cinema sembla no haver rebut el reconeixement que mereixia després de la seua brillant aparició sobtada en la pantalla gran.,14,12408
"Carl Orff , sembla que va ser escrita sota la influència de  Pellèas et Mélisandre  de Debussy, influència que augmenta en les obres següents a la de Pfitzner, R. Strauss i Schönberg.",14,23202
"Comte, en coherència amb el positivisme, utilitzà el terme com a sinònim de  física social ; perquè pensava que calia una disciplina científica sobre la societat i, per tant, la seua física social cal incloure-la en l'esquema del coneixement.",14,2607
Antoni Fabra Ribas va ser un polític socialista nascut a Reus el 6 d'abril de 1879.,14,35343
"Anys després, les sufragistes angleses van fer de la reivindicació del dret de vot per a les dones l'eix central de les mobilitzacions.",14,9176
"Els periòdics tergiversaren les paraules d'Arnold, descrivint els objectes com plats voladors.",14,2097
A la part superior dels arcs es troba el canal que transporta l'aigua fins a la ciutat.,14,27609
Alguns exemples de tires còmiques:,14,33168
"El cladisme o cladística, per contra, es basa en mètodes computacionals que utilitzen el principi de parsimònia, generalment correlacionat amb el rebuig de ponderació de caràcters a priori i polarització de caràcters a priori, per a generar cladogrames.",14,23638
"Els dos àmbits s'encavalquen, fet que porta a una certa confusió; com a exemple, per referir-se a la capacitat d'un disc dur, els fabricants fan servir el primer mentre que el programari, com els sistemes operatius, en fan servir el segon.",14,349
"A principis de 2004, va rebre diverses peticions de presentar-se candidat a la presidència de la república de Timor Oriental, però el maig declarà a la televisió estatal portuguesa que no autoritzaria que el seu nom fos considerat per al nomenament:  He decidit deixar la política per als polítics , afirmà.",14,19480
"Consisteix en dos plats metàl·lics muntats sobre un suport també metàl·lic, amb un mecanisme de pedal ideat perquè els plats puguin ajuntar-se o separar-se en qualsevol moment a una distància predeterminada.",14,3173
"Des del punt de vista geològic, dins del terme municipal es poden trobar roques detrítiques, gresos i bancs de conglomerats que alternen amb capes argiloses rogenques.",14,11906
"En canvi, d'altres nacions que no han estat colonitzades aquest dret els ha estat denegat, tot i les mobilitzacions socials; com per exemple, Catalunya, País Basc, Galícia, Baviera, Escòcia o Flandes, entre molts d'altres En la història moderna, la independència ha esdevingut la via majoritària de formació d'estats nous i la causa per la qual en el el nombre d'estats sobirans no ha parat de créixer.",14,26661
"El regne va desaparèixer al , i haurien sorgit alguns regnes successors un dels quals, Axum, hauria arribat a l'hegemonia al o I aC. Regne d'Axum.",14,27784
"La Barraca La il·lusió d'uns xiquets i xiquetes, que van comptar amb la iniciativa dels pares per a celebrar les festes  Josefines  l'any 1973, va ser el començament: un monument fet amb cartons i fustes, sota la direcció i l'ajuda de l'artista faller Andreu Llistó.",14,33673
"L'objectiu és poder impulsar l'economia i millorar la vida de les persones mitjançant el lideratge del coneixement, la investigació, l'aplicació i la creació de solucions basades en intel·ligència artificial.",14,1535
"Els cantants que hi actuaren foren: Celdoni Fonoll, Ovidi Montllor, Ramon Muntaner, Pere Tàpies, Pi de la Serra, Marina Rossell, Coses, Els Pavesos, Lluís Miquel i els 4 Z i Lluís Llach.",14,35642
"Precisament la revista destaca com a introductora als Països Catalans dels còmics franco-belgues de l'anomenada línia clara, obra de dibuixants com Hergé o Franquin.",14,36772
Va ser descobert en les fotografies preses per la sonda espacial Voyager 2 el 1979 i va rebre la designació provisional S/1979 J 1 .,14,38275
Les dues escoles més importants són l'epicureisme i l'estoïcisme.,14,16054
"L'associació de daus i cartes amb el joc va fer que tots els jocs de daus, tret del backgammon fossin d'apostes.",14,31580
"La majoria dels rebels es van rendir o es van amagar, però Tantya va aconseguir esquivar els britànics fins a l'abril de 1859 quan va ser traït i després penjat.",14,29365
"És més, la capa de transport pot estar involucrada en l'optimització de l'ús dels serveis de xarxa.",14,32363
