code,rank,feature,weight
veneto,1,ła,0.031315701947612566
veneto,2,łe,0.028563164927967354
veneto,3,xe,0.02790229187718492
veneto,4,dea,0.026167597660305058
veneto,5,xe stà,0.024781130468236368
veneto,6,ga,0.023544368109370148
veneto,7,ała,0.022409327584624696
veneto,8,pí,0.022409327584624696
veneto,9,essar,0.022409327584624696
veneto,10,poł,0.02233134465772728
veneto,11,dee,0.0222917721735617
veneto,12,pì,0.02223730681616879
veneto,13,gera,0.022175457559498638
veneto,14,dełe,0.022170635849185015
veneto,15,ghe xe,0.021960163360937097
veneto,16,ła xe,0.02191669842726186
veneto,17,anca,0.02169061662946664
veneto,18,deła,0.021453734243150776
veneto,19,ga dito,0.021252324024271685
veneto,20,xé,0.021200336331754856
veneto,21,che xe,0.02114766004052703
veneto,22,che ła,0.02069907215215606
veneto,23,dała,0.020578547721287067
veneto,24,soło,0.02045425629809721
veneto,25,stà,0.020332254958681736
veneto,26,esar,0.020125391191580338
veneto,27,drìo,0.019985832947932734
veneto,28,che ga,0.019766860112467484
veneto,29,no xe,0.019691105405917127
veneto,30,xente,0.019535124557327886
siciliano,1,cchiù,0.026796306785552636
siciliano,2,ntâ,0.025969407069929354
siciliano,3,ntô,0.0259562200267127
siciliano,4,sunnu,0.0257667394967563
siciliano,5,comu,0.02486531300128527
siciliano,6,pi,0.024234218030446293
siciliano,7,dû,0.02337306156358396
siciliano,8,èssiri,0.02272683059392325
siciliano,9,nta,0.022696370982910333
siciliano,10,ponnu,0.022572085800651003
siciliano,11,ntê,0.022540382926671418
siciliano,12,assài,0.021957610140027468
siciliano,13,nna,0.021920446406705412
siciliano,14,quannu,0.021806772520899416
siciliano,15,unni,0.021358953566432495
siciliano,16,puru,0.021318458820106145
siciliano,17,avìa,0.02131556115415565
siciliano,18,doppu,0.021136974265271502
siciliano,19,dâ,0.020979107933708205
siciliano,20,cu,0.02092640788124939
siciliano,21,foru,0.020852682953178794
siciliano,22,autri,0.020803209921133783
siciliano,23,fari,0.020753098509783345
siciliano,24,chistu,0.020598763744542507
siciliano,25,ccu,0.020545925099585728
siciliano,26,fu,0.020461267230341678
siciliano,27,pî,0.02043804092623703
siciliano,28,granni,0.020382953754441904
siciliano,29,ncapu,0.020382953754441904
siciliano,30,sulu,0.020382953754441904
lombardo,1,qe,0.028060361069833357
lombardo,2,üna,0.02491661941785547
lombardo,3,ienn,0.02460676353261644
lombardo,4,püssé,0.02389862588870169
lombardo,5,ol,0.023533849389509087
lombardo,6,henn,0.022908072802203062
lombardo,7,cuma,0.022554777875361278
lombardo,8,ind ol,0.022135616623780052
lombardo,9,ind,0.021855834555337055
lombardo,10,vès,0.02145777765815372
lombardo,11,ün,0.021276759705382894
lombardo,12,parécc,0.0211638392798958
lombardo,13,in tel,0.021086641634330352
lombardo,14,minga,0.021047443839611654
lombardo,15,fà,0.020927352694743773
lombardo,16,qe la,0.020927352694743773
lombardo,17,pàrt,0.020497053642920874
lombardo,18,grànd,0.020497053642920874
lombardo,19,olter,0.020357802825906678
lombardo,20,anca,0.020288705699500215
lombardo,21,cond,0.020213229049673827
lombardo,22,lùr,0.020113682427183695
lombardo,23,anc,0.020113682427183695
lombardo,24,pòden,0.020011445032152183
lombardo,25,coma,0.020011445032152183
lombardo,26,cunt,0.019991736604964297
lombardo,27,ieren,0.019959271055443255
lombardo,28,diit,0.019852713210666697
lombardo,29,staa,0.019798287043750983
lombardo,30,dol,0.019750104885794813
sardo,1,sos,0.03035120708028583
sardo,2,prus,0.026952342261668105
sardo,3,sunt,0.02603515305768948
sardo,4,sas,0.02504337328607659
sardo,5,de sos,0.024515056164670625
sardo,6,comente,0.024200106816355187
sardo,7,fiat,0.02387431103386191
sardo,8,unu,0.023704506016519373
sardo,9,èssere,0.02357621869196406
sardo,10,dae,0.023458293544385556
sardo,11,de sas,0.02310154433395969
sardo,12,totu,0.022295052883726917
sardo,13,pro,0.022240131429926785
sardo,14,cando,0.022184414102088063
sardo,15,aiat,0.021800561200993485
sardo,16,custu,0.02176934569083427
sardo,17,subra,0.021609259940404153
sardo,18,istadu,0.021543267942718106
sardo,19,meda,0.0214420569742525
sardo,20,de su,0.02125630739351772
sardo,21,dae su,0.021194736626953883
sardo,22,podent,0.02093000296290766
sardo,23,siat,0.020890615719387554
sardo,24,fiant,0.020769917212477538
sardo,25,pustis,0.020728808088686303
sardo,26,istados,0.020472246344879704
sardo,27,fàghere,0.020382683842577562
sardo,28,issoro,0.02029093667496841
sardo,29,antis,0.020244210019584895
sardo,30,de sa,0.020216487299452874
ligure,1,ciù,0.028033169677492385
ligure,2,unna,0.024435386684528267
ligure,3,ëse,0.02387728249582066
ligure,4,stæto,0.023243489242345292
ligure,5,seu,0.02307814565352234
ligure,6,in sce,0.022556199048046035
ligure,7,apreuvo,0.022007454846875853
ligure,8,peuan,0.0218471763590951
ligure,9,comme,0.021846102053822748
ligure,10,ascì,0.021680075493011944
ligure,11,quande,0.021637164926824895
ligure,12,into,0.02144921740359058
ligure,13,pe,0.021202903673305656
ligure,14,inti,0.02118010555540223
ligure,15,inte,0.02111915859836934
ligure,16,sciâ,0.021031926546303616
ligure,17,in sciâ,0.02092993957263876
ligure,18,stæta,0.020877935133885694
ligure,19,ea,0.020836311502978044
ligure,20,segge,0.02066274277578108
ligure,21,persoñe,0.02066274277578108
ligure,22,sciô,0.020550555780021792
ligure,23,stæti,0.0204932368390407
ligure,24,gh,0.02038870712874094
ligure,25,dòppo,0.02031608147905027
ligure,26,ean,0.02031608147905027
ligure,27,in sciô,0.02019337531363607
ligure,28,fæto,0.020130553529812873
ligure,29,çittæ,0.020130553529812873
ligure,30,inta,0.02008901539014102
friulano,1,plui,0.0268173264495683
friulano,2,ancje,0.02400068831180911
friulano,3,lis,0.02343623435514066
friulano,4,vore,0.023114077221651895
friulano,5,àn,0.02291745372575349
friulano,6,une vore,0.022733568467842493
friulano,7,intal,0.022662215645302197
friulano,8,jere,0.02214827260289093
friulano,9,une,0.021939970966406753
friulano,10,mût,0.02189179839422782
friulano,11,altris,0.021616464792544032
friulano,12,jessi,0.021552430585009424
friulano,13,stât,0.02138738583206892
friulano,14,lôr,0.02138738583206892
friulano,15,stâts,0.02128475174280017
friulano,16,cuant,0.021249905817826414
friulano,17,cuant che,0.02121473269628328
friulano,18,puedin,0.02121473269628328
friulano,19,in mût,0.021070641473261167
friulano,20,dut,0.021033735658259056
friulano,21,prin,0.020764682926460894
friulano,22,vore di,0.020559937436604826
friulano,23,di une,0.020387681344639814
friulano,24,cualchi,0.020253083274756126
friulano,25,jerin,0.020253083274756126
friulano,26,agns,0.01986855006050971
friulano,27,ancje se,0.019660390403694966
friulano,28,dulà,0.019496309724861487
friulano,29,vê,0.019382788615491867
friulano,30,câs,0.019382788615491867
ladino,1,dl,0.028141719187617244
ladino,2,dla,0.026537764853943883
ladino,3,tl,0.025817694133933915
ladino,4,nia,0.025439464386168186
ladino,5,ince,0.02408775893151192
ladino,6,vëgn,0.02336910527669599
ladino,7,sön,0.023348742755505948
ladino,8,dles,0.023138806804596956
ladino,9,pó,0.022961980004445468
ladino,10,pert,0.022800120315316762
ladino,11,plü,0.022399935270927464
ladino,12,gnü,0.022375303508803027
ladino,13,paisc,0.021517085623356535
ladino,14,jí,0.021517085623356535
ladino,15,chësc,0.02148369095047381
ladino,16,gní,0.021415997660272763
ladino,17,sciöche,0.021205276491268663
ladino,18,porsones,0.021057929136795644
ladino,19,tla,0.020933281531558236
ladino,20,fá,0.020825470919904516
ladino,21,süa,0.020825470919904516
ladino,22,vá,0.020620126043699085
ladino,23,canche,0.020172349568193883
ladino,24,vigni,0.020124490628466496
ladino,25,dër,0.020124490628466496
ladino,26,deplü,0.019977143273993477
ladino,27,tëmp,0.019875599904404222
ladino,28,por,0.019814274537735797
ladino,29,ciafé,0.01966388891166567
ladino,30,ch al,0.01966388891166567
italiano,1,delle,0.024657293482807503
italiano,2,alla,0.023615610160415974
italiano,3,nella,0.022351579794740478
italiano,4,hanno,0.022318941273321066
italiano,5,della,0.021041197173163575
italiano,6,sono,0.020844655092111263
italiano,7,possono,0.020667925410574776
italiano,8,più,0.02035149441363816
italiano,9,dalla,0.020187186361489827
italiano,10,sulla,0.019703100153532584
italiano,11,nel,0.019618564279839434
italiano,12,gli,0.01950669581863056
italiano,13,nell,0.019504716062276356
italiano,14,dell,0.019390514462796896
italiano,15,degli,0.018741991026270607
italiano,16,possibile,0.0186754554739068
italiano,17,tuttavia,0.01859044893478172
italiano,18,sono stati,0.01859044893478172
italiano,19,di,0.01854644754464218
italiano,20,può,0.018211060869478112
italiano,21,essere,0.01811537870868286
italiano,22,secondo,0.01804261439176352
italiano,23,il suo,0.018036986125215232
italiano,24,nelle,0.01783337901920772
italiano,25,dei,0.017704694006673127
italiano,26,alle,0.01762966186949365
italiano,27,nel NUM,0.01758048979069292
italiano,28,dichiarato,0.017506341327765955
italiano,29,questo,0.017467860802137573
italiano,30,con il,0.017390880758573257
spagnolo,1,más,0.02482841602562018
spagnolo,2,que,0.023810071722957796
spagnolo,3,sus,0.02202794318509846
spagnolo,4,fue,0.021268525339288222
spagnolo,5,en el,0.021057857387444638
spagnolo,6,como,0.020880199870406676
spagnolo,7,puede,0.020731487613260692
spagnolo,8,también,0.020187358071284793
spagnolo,9,lugar,0.020187358071284793
spagnolo,10,en la,0.020167234976092654
spagnolo,11,desde,0.020145236291541496
spagnolo,12,que los,0.02010262754402169
spagnolo,13,de que,0.01988186601832816
spagnolo,14,este,0.019836081384690934
spagnolo,15,otros,0.01974276967634247
spagnolo,16,pero,0.01974276967634247
spagnolo,17,pueden,0.01974276967634247
spagnolo,18,personas,0.019548745110376332
spagnolo,19,hasta,0.01949859990675889
spagnolo,20,lo que,0.01929090464406863
spagnolo,21,con el,0.019182496369566034
spagnolo,22,en las,0.01883671650071175
spagnolo,23,ya,0.018775795847398
spagnolo,24,en los,0.018713851269751728
spagnolo,25,por,0.018686170903239367
spagnolo,26,muy,0.01858674848085296
spagnolo,27,por el,0.01852151464318363
spagnolo,28,hacia,0.01852151464318363
spagnolo,29,en su,0.01852151464318363
spagnolo,30,había,0.0183874774860846
francese,1,dans,0.02594640041561553
francese,2,pour,0.02555323328941202
francese,3,plus,0.024811088521238558
francese,4,sont,0.024287768004288567
francese,5,été,0.024042022489411074
francese,6,ont,0.023974496783159494
francese,7,vous,0.023705826911989438
francese,8,ou,0.023661531868306055
francese,9,qu,0.023399803786460165
francese,10,être,0.022155996581377933
francese,11,avec,0.022155996581377933
francese,12,aux,0.021545955075134526
francese,13,sur,0.021382576684636008
francese,14,leur,0.021093960315902265
francese,15,une,0.021002195416699263
francese,16,peut,0.020908859521383747
francese,17,autres,0.020908859521383747
francese,18,ils,0.02071383798763127
francese,19,des,0.020611394203702393
francese,20,que,0.0203693311509662
francese,21,tout,0.02017499411627069
francese,22,même,0.02009672161213037
francese,23,peuvent,0.02009672161213037
francese,24,et de,0.020056944919325123
francese,25,était,0.019893342942295132
francese,26,également,0.019893342942295132
francese,27,deux,0.019808698867650618
francese,28,et les,0.019722039269673468
francese,29,dans le,0.019677923200255073
francese,30,ces,0.019633265815871017
catalano,1,els,0.02906749461377601
catalano,2,és,0.026343502672771545
catalano,3,dels,0.02484410215510225
catalano,4,que,0.02409990215981396
catalano,5,hi,0.02398966443523721
catalano,6,més,0.023056805426016548
catalano,7,són,0.022782916272565252
catalano,8,també,0.02176435393280533
catalano,9,altres,0.021729856554501964
catalano,10,després,0.02151604719347695
catalano,11,poden,0.02136654041227649
catalano,12,la seva,0.021289529019577612
