code,nn_1,dist_1,nn_2,dist_2,nn_3,dist_3
fur,fra,0.02552318572998047,oci,0.030597150325775146,cat,0.03090369701385498
lij,ita,0.03059971332550049,por,0.03278839588165283,spa,0.055654287338256836
lmo,oci,0.015655100345611572,cat,0.016865849494934082,fra,0.03688454627990723
sc,spa,0.024568259716033936,por,0.028240203857421875,oci,0.029813110828399658
scn,sc,0.06559240818023682,oci,0.07654261589050293,lmo,0.07952123880386353
vec,ita,0.01664721965789795,spa,0.017668843269348145,por,0.029752016067504883
ita,spa,0.01169276237487793,por,0.013459205627441406,vec,0.01664721965789795
spa,por,0.00954294204711914,ita,0.01169276237487793,cat,0.012288928031921387
fra,cat,0.01011347770690918,oci,0.013450860977172852,spa,0.01676720380783081
cat,oci,0.003072023391723633,fra,0.01011347770690918,spa,0.012288928031921387
por,spa,0.00954294204711914,ita,0.013459205627441406,oci,0.019927918910980225
oci,cat,0.003072023391723633,fra,0.013450860977172852,spa,0.014146685600280762
deu,eng,0.04545778036117554,fra,0.08418858051300049,hrv,0.08827036619186401
eng,deu,0.04545778036117554,fra,0.05600792169570923,spa,0.05968755483627319
slv,hrv,0.003788590431213379,hun,0.07484287023544312,eng,0.08688414096832275
hrv,slv,0.003788590431213379,eng,0.08147704601287842,por,0.08545398712158203
hun,slv,0.07484287023544312,hrv,0.08660686016082764,deu,0.0985727310180664
