,fur,lij,lmo,sc,scn,vec,ita,spa,fra,cat,deu,slv,eng
fur,1.000000,-0.190430,-0.020543,-0.357073,-0.376723,-0.166653,-0.294004,-0.019410,0.118229,-0.002482,0.142110,0.039450,0.140203
lij,-0.190430,1.000000,-0.234250,-0.279052,-0.311664,0.140756,0.039578,-0.072461,-0.012765,-0.087565,-0.036915,-0.055247,-0.032307
lmo,-0.020543,-0.234250,1.000000,-0.190721,-0.298212,0.172270,-0.287787,0.003835,-0.113480,0.142518,0.045617,0.002153,0.019248
sc,-0.357073,-0.279052,-0.190721,1.000000,0.026872,-0.142642,-0.032922,0.101242,-0.051870,0.032267,-0.026862,-0.095352,-0.056328
scn,-0.376723,-0.311664,-0.298212,0.026872,1.000000,-0.527042,0.275787,-0.016032,0.097747,0.105702,0.048018,-0.098696,-0.067887
vec,-0.166653,0.140756,0.172270,-0.142642,-0.527042,1.000000,0.008191,0.105456,-0.182141,-0.173358,-0.135331,0.123100,0.000188
ita,-0.294004,0.039578,-0.287787,-0.032922,0.275787,0.008191,1.000000,0.007129,-0.038831,-0.169174,-0.199296,-0.063000,-0.139040
spa,-0.019410,-0.072461,0.003835,0.101242,-0.016032,0.105456,0.007129,1.000000,-0.194411,-0.013647,-0.368158,-0.174630,-0.240935
fra,0.118229,-0.012765,-0.113480,-0.051870,0.097747,-0.182141,-0.038831,-0.194411,1.000000,-0.064352,-0.166865,-0.242662,-0.164833
cat,-0.002482,-0.087565,0.142518,0.032267,0.105702,-0.173358,-0.169174,-0.013647,-0.064352,1.000000,-0.335564,-0.334408,-0.313341
deu,0.142110,-0.036915,0.045617,-0.026862,0.048018,-0.135331,-0.199296,-0.368158,-0.166865,-0.335564,1.000000,-0.076876,0.049494
slv,0.039450,-0.055247,0.002153,-0.095352,-0.098696,0.123100,-0.063000,-0.174630,-0.242662,-0.334408,-0.076876,1.000000,-0.033460
eng,0.140203,-0.032307,0.019248,-0.056328,-0.067887,0.000188,-0.139040,-0.240935,-0.164833,-0.313341,0.049494,-0.033460,1.000000
