# Global clustering metrics
metric,value,clusterer
silhouette_global,-0.130534,family_labels
davies_bouldin,1.791249,family_labels
calinski_harabasz,0.844063,family_labels
cophenetic_correlation,0.595980,hierarchical
adjusted_rand_index,-0.111842,hierarchical_cut
normalized_mutual_info,0.454957,hierarchical_cut
v_measure,0.454957,hierarchical_cut
adjusted_rand_index,-0.094276,kmeans
normalized_mutual_info,0.474255,kmeans
v_measure,0.474255,kmeans

# Per-variety silhouette scores
variety,family,silhouette
ita,italian,0.000000
deu,germanic,0.000000
slv,slavic,0.000000
eng,english,0.000000
cat,romance,-0.040276
fra,romance,-0.093267
spa,romance,-0.109720
lmo,italo_romance,-0.143507
sc,italo_romance,-0.181516
lij,italo_romance,-0.182570
vec,italo_romance,-0.206182
fur,italo_romance,-0.298126
scn,italo_romance,-0.441777
