article_id,title,url,qid,topic,title_en,categories,n_sentences
9979384,Príncipe del Sacro Imperio Romano Germánico,https://es.wikipedia.org/wiki?curid=9979384,,,,,4
9979391,Orange Blossom,https://es.wikipedia.org/wiki?curid=9979391,,,,,3
9979392,GR-108,https://es.wikipedia.org/wiki?curid=9979392,,,,,3
9979396,Jagger Eaton,https://es.wikipedia.org/wiki?curid=9979396,,,,,2
9979401,Jordi Lara,https://es.wikipedia.org/wiki?curid=9979401,,,,,2
9979403,Alona Barkat,https://es.wikipedia.org/wiki?curid=9979403,,,,,25
9979407,Mauro F. Guillén,https://es.wikipedia.org/wiki?curid=9979407,,,,,2
9979413,Christine Mboma,https://es.wikipedia.org/wiki?curid=9979413,,,,,8
9979415,TIA-530,https://es.wikipedia.org/wiki?curid=9979415,,,,,5
9979417,Onthophagus sihkahonoi,https://es.wikipedia.org/wiki?curid=9979417,,,,,1
9979421,Onthophagus sikkimensis,https://es.wikipedia.org/wiki?curid=9979421,,,,,1
9979425,Onthophagus silus,https://es.wikipedia.org/wiki?curid=9979425,,,,,2
9979427,Escuela dogmática (medicina),https://es.wikipedia.org/wiki?curid=9979427,,,,,15
9979428,Onthophagus simboroni,https://es.wikipedia.org/wiki?curid=9979428,,,,,1
9979429,Onthophagus simillimus,https://es.wikipedia.org/wiki?curid=9979429,,,,,1
9979430,Onthophagus simius,https://es.wikipedia.org/wiki?curid=9979430,,,,,1
9979432,Onthophagus simoni,https://es.wikipedia.org/wiki?curid=9979432,,,,,1
9979433,Onthophagus simplex,https://es.wikipedia.org/wiki?curid=9979433,,,,,1
9979434,Onthophagus simpliciceps,https://es.wikipedia.org/wiki?curid=9979434,,,,,1
9979436,Onthophagus simplicifrons,https://es.wikipedia.org/wiki?curid=9979436,,,,,1
9979438,Onthophagus simulator,https://es.wikipedia.org/wiki?curid=9979438,,,,,1
9979441,Onthophagus sinagai,https://es.wikipedia.org/wiki?curid=9979441,,,,,1
9979442,Onthophagus singhaakhomus,https://es.wikipedia.org/wiki?curid=9979442,,,,,1
9979443,Onthophagus singulariformis,https://es.wikipedia.org/wiki?curid=9979443,,,,,1
9979444,Onthophagus sinicus,https://es.wikipedia.org/wiki?curid=9979444,,,,,2
