source,target,distance,similarity,target_family,target_display
cat,lmo,0.408427,0.591573,italo_romance,Lombard
cat,fra,0.459478,0.540522,romance,French
cat,spa,0.716736,0.283264,romance,Spanish
cat,fur,0.838790,0.161210,italo_romance,Friulian
cat,vec,0.977165,0.022835,italo_romance,Venetian
cat,deu,1.068950,-0.068950,germanic,German
cat,sc,1.156162,-0.156162,italo_romance,Sardinian
cat,eng,1.162842,-0.162842,english,English
cat,ita,1.185314,-0.185314,italian,Italian
cat,lij,1.265681,-0.265681,italo_romance,Ligurian
cat,slv,1.288399,-0.288399,slavic,Slovenian
cat,scn,1.458365,-0.458365,italo_romance,Sicilian
deu,scn,0.737068,0.262932,italo_romance,Sicilian
deu,lmo,0.787688,0.212312,italo_romance,Lombard
deu,sc,0.790736,0.209264,italo_romance,Sardinian
deu,lij,0.876125,0.123875,italo_romance,Ligurian
deu,fra,1.005368,-0.005368,romance,French
deu,cat,1.068950,-0.068950,romance,Catalan
deu,eng,1.082040,-0.082040,english,English
deu,ita,1.131921,-0.131921,italian,Italian
deu,fur,1.261816,-0.261816,italo_romance,Friulian
deu,spa,1.312772,-0.312772,romance,Spanish
deu,vec,1.348979,-0.348979,italo_romance,Venetian
deu,slv,1.595981,-0.595981,slavic,Slovenian
eng,ita,0.823896,0.176104,italian,Italian
eng,sc,0.849998,0.150002,italo_romance,Sardinian
eng,lij,0.884493,0.115507,italo_romance,Ligurian
eng,scn,0.936915,0.063085,italo_romance,Sicilian
eng,deu,1.082040,-0.082040,germanic,German
eng,vec,1.085326,-0.085326,italo_romance,Venetian
eng,spa,1.103713,-0.103713,romance,Spanish
eng,fra,1.147121,-0.147121,romance,French
eng,cat,1.162842,-0.162842,romance,Catalan
eng,lmo,1.172484,-0.172484,italo_romance,Lombard
eng,fur,1.245548,-0.245548,italo_romance,Friulian
eng,slv,1.473759,-0.473759,slavic,Slovenian
fra,cat,0.459478,0.540522,romance,Catalan
fra,fur,0.642154,0.357846,italo_romance,Friulian
fra,spa,0.700091,0.299909,romance,Spanish
fra,lmo,0.969197,0.030803,italo_romance,Lombard
fra,sc,0.976077,0.023923,italo_romance,Sardinian
fra,deu,1.005368,-0.005368,germanic,German
fra,vec,1.128833,-0.128833,italo_romance,Venetian
fra,ita,1.141717,-0.141717,italian,Italian
fra,eng,1.147121,-0.147121,english,English
fra,lij,1.296750,-0.296750,italo_romance,Ligurian
fra,scn,1.393478,-0.393478,italo_romance,Sicilian
fra,slv,1.426132,-0.426132,slavic,Slovenian
fur,fra,0.642154,0.357846,romance,French
fur,cat,0.838790,0.161210,romance,Catalan
fur,lmo,0.897718,0.102282,italo_romance,Lombard
fur,scn,0.954360,0.045640,italo_romance,Sicilian
fur,slv,0.966227,0.033773,slavic,Slovenian
fur,spa,1.192836,-0.192836,romance,Spanish
fur,sc,1.193651,-0.193651,italo_romance,Sardinian
fur,eng,1.245548,-0.245548,english,English
fur,deu,1.261816,-0.261816,germanic,German
fur,vec,1.262693,-0.262693,italo_romance,Venetian
