code,nn_1,dist_1,nn_2,dist_2,nn_3,dist_3
veneto,ligure,0.10313129425048828,ladino,0.13458037376403809,lombardo,0.13922542333602905
siciliano,lombardo,0.059832870960235596,friulano,0.06262379884719849,ligure,0.07128888368606567
lombardo,friulano,0.034760892391204834,ligure,0.03874999284744263,siciliano,0.059832870960235596
sardo,ligure,0.04792308807373047,lombardo,0.061829566955566406,friulano,0.06469601392745972
ligure,lombardo,0.03874999284744263,friulano,0.043054282665252686,sardo,0.04792308807373047
friulano,lombardo,0.034760892391204834,ligure,0.043054282665252686,siciliano,0.06262379884719849
ladino,ligure,0.062004685401916504,lombardo,0.06536060571670532,sardo,0.06855511665344238
italiano,spagnolo,0.0034270882606506348,francese,0.0035682320594787598,tedesco,0.004537820816040039
spagnolo,italiano,0.0034270882606506348,francese,0.005272090435028076,catalano,0.005923569202423096
francese,tedesco,0.0031766891479492188,sloveno,0.0034340620040893555,catalano,0.003515183925628662
catalano,francese,0.003515183925628662,sloveno,0.0046239495277404785,tedesco,0.004784762859344482
tedesco,francese,0.0031766891479492188,sloveno,0.003995060920715332,italiano,0.004537820816040039
inglese,catalano,0.00871962308883667,francese,0.009036540985107422,italiano,0.010069668292999268
greco,francese,0.007718384265899658,italiano,0.008291363716125488,tedesco,0.008756816387176514
arabo,francese,0.006148636341094971,catalano,0.007107913494110107,italiano,0.007208645343780518
sloveno,francese,0.0034340620040893555,tedesco,0.003995060920715332,catalano,0.0046239495277404785
