code,nn_1,dist_1,nn_2,dist_2,nn_3,dist_3
fur,sc,0.0714881420135498,lij,0.07241928577423096,scn,0.07391905784606934
lij,sc,0.06706583499908447,vec,0.07008188962936401,lmo,0.07207715511322021
lmo,sc,0.06419599056243896,lij,0.07207715511322021,fur,0.08546435832977295
sc,lmo,0.06419599056243896,lij,0.06706583499908447,fur,0.0714881420135498
scn,fur,0.07391905784606934,sc,0.07412707805633545,lij,0.0820838212966919
vec,oci,0.053890347480773926,lij,0.07008188962936401,cat,0.0776517391204834
ita,spa,0.03173583745956421,eng,0.049268126487731934,fra,0.09557509422302246
spa,ita,0.03173583745956421,fra,0.06569194793701172,slv,0.08362317085266113
fra,por,0.025742053985595703,slv,0.03763866424560547,hun,0.04121589660644531
cat,oci,0.06392359733581543,hrv,0.06523680686950684,deu,0.06894302368164062
por,fra,0.025742053985595703,hun,0.03164529800415039,slv,0.04257309436798096
oci,vec,0.053890347480773926,cat,0.06392359733581543,lij,0.0933990478515625
deu,por,0.051941514015197754,hrv,0.06819581985473633,cat,0.06894302368164062
eng,ita,0.049268126487731934,spa,0.0837172269821167,slv,0.10766041278839111
slv,hun,0.026380538940429688,fra,0.03763866424560547,por,0.04257309436798096
hrv,por,0.05112898349761963,hun,0.052138566970825195,slv,0.06262874603271484
hun,slv,0.026380538940429688,por,0.03164529800415039,fra,0.04121589660644531
