text,label,article_id
Proceta è nu commune 'e 10.596 crestiane da pruvincia 'e Napule ncoppe a l'isula omonima do gurfo 'e Napule. ',7,1313
"A supeffiggie communale cummoglia tutta l'isula 'e Proceta e l'isulella vecina 'e Vivara (0,4 kmq), doje isule do gurfo 'e Napule ca fanno parte ô gruppo 'e ll'isule flegree.",7,1313
Proceta è 'o commune ch'a denzità abbetativa chiù aveta 'e tutt'e commune d'Italia.,7,1313
"L'isola tène 'a forma 'e nu liopardo, pe vvia de sei cratere vulcaniche ca dint'all'antichità 'a circunnavano tuorno tuorno.",7,1313
"Anticamente, l'isola era nu puorto fammuso assaje, ch'o canuscevano 'e micenei (ncimm'ê scuoglie da spiaggia 'e Ciraccio truarono tre ttombe), 'e grieche e po 'e rumane. '",7,1313
"O perzonaggio cchiù noto ca nascette a Proceta fuje Giuanne da Proceta, miereco fammuso da Scola Salernitana, ca fuje Signore 'e Proceta, e amico 'e Federico II.",7,1313
Vivette into tririciesimo seculo.,7,1313
"In tiempe cchiù vvicine, l'isola 'e Proceta fuje 'a zona 'e caccia 'e Ferdinando IV 'e Burbone.",7,1313
"'O nnapulitano è na lengua rumanza ca se parla 'n Campania e all'ate parte d""o Sud-Italia.",7,1316
"Soletamente, però, so' cchiammate accussí tutt' 'e dialette ca se parlano ô Sud cuntinentale (Campania, Abruzzo, Lucania, nord d""a Calavrea, nord d""a Puglia, Molise, sudd d""o Lazzio e na pparte d""e Marche) e parlate ca se ntenneno ll'une cu ll'ate e teneno cierte rréole símmele.",7,1316
"Chesta idea nun è 'a stessa pe tutte 'e lenguiste, cierte diceno mmece ca cu ttutte 'e ddifferenze ca ce stanno nfra chisti dialette e p''o fatto ca nun ce sta nisciuna standardizzazione nun se pô parlà 'e na ""lengua napulitana"" e parlano mmece 'e nu cuntinuo 'e ""dialette taliane merediunale ntermedie"". '",7,1316
O 14 'e ottovre 2008 'a Reggione Campania cu nu DDL tene dicerato ca 'o nnapulitano è na lengua e ca va prutetto e nzegnato.,7,1316
Fuje pure ricanusciuta 'e ll'UNESCO comme lengua 'e chieno titulo.,7,1316
"Comm'a tutte 'e lengue rumanze, 'o napulitano vene d''o llatino, ma dint' ê secule se cagnaje pe mmiezo d''e ddominazione francise e spagnuola, e quacche pparola vene pure d''o grieco, e ll'arabbo e d""o ngrese aropp'a Siconda guerra munniale.",7,1316
"Pe vvedé 'e ddifferenze putite leggere ccà abbascio 'o Pate nuoste 'int'ê vvariazzione Napulitano 'e Napule, Napulitano d''o sud d''o Lazzio, Napulitano d''o nord d''a Calavrea, 'int'â variazzione d''a lengua siciliana ca se parla 'int'ô sud d''a Calavrea, 'int'â lengua taliana e 'a lengua latina.",7,1316
"L'òmmo (d'o latino ""homo"") è nu masculo umano gruosso, mentre 'a femmena gruossa è dditta sulamente ""femmena"". '",7,1317
"A parola òmmo (pl: òmmene) è usato pe' 'ndicà 'a distinzione biologica tra 'e sessi, 'a distinzione culturale dd'o ggenere, o tutt'e 'ddoie.",7,1317
'A Campania è na reggione 'e ll'Italia Meridiunale.,7,1320
"Cunta 5 801 658 abetante e tene 'a denzità 'e pupulazzione cchiù auta d' 'e reggione taliane ma è 'a sicunna, dopp' 'a Lummardìa e 'o Lazzio, pe' nummero totale 'e abetante. '",7,1320
"E tuccata a ovest, sud-ovest cu 'o Mar Tirreno, a nord-ovest cu 'o Lazzio, a nord cu 'o Mulise, a nord-est cu 'a Pùglia e a est cu 'a Lucania. '",7,1320
"O nomme ""Campania"" vene d' 'o termene latino ""campus"" ca vò dicere campagna e, pe mesca lenguistica, d' 'o termene osco ""Kampanom"", cu cuje se 'ndicava ll'area d' 'a zona d' 'a cità 'e Capua.",7,1320
"O nomme Campania vène d' 'o termene latino ""campus"", ca vò dicere campagna, e pe mesca linguistica, d'o termene osco ""Kampanom"", cu cuje se vuleva 'ntennere ll'area int'é vecinanze d' 'a cità 'e Capua.",7,1320
"E pure, s'àdda precisà ca 'e studie a riguàrdo nun songo arrevate a cunclusione univuche, pecché nun è chiaro si 'a parola ""Campania"" fosse na derivazione 'e ll'aggettivo mudificato 'e Capua (Capua, Capuania, Campania), o pure s'adda mèttere a cumfronto cu ""campagna"", comme facésse presupponere ll' espressione canusciuta ""Campania felix"".",7,1320
"Si 'o senzo fosse chisto, se vò sottolineà ca 'o sustantivo latino ""campus"" tène propeto 'o significato 'e ""chiana, campagna chjena"", ca stesse a 'ntennere, assjeme, 'o clima favorevule pure canusciuto, 'a fertilità particulara e 'a bellezza 'e ll'area.",7,1320
"Pe chello ca reguarda 'o rilievo, putimmo pe primma cosa distinguere, 'a dorsala appenninica centrala, ca va da nord-ovèst a sud-èst e cumprenne massicce comme: (Matése, Taburno, Avèlla, Terminio, Cervialto, Alburno, Cervati), a cuje sègue verzo est na zona 'e autechiane e conche (Beneviento, Montecalvo Irpino, Ariano Irpino, Valle Caudina, ecc).",7,1320
"Int'a zona litorala truvammo massicce 'e origena vulcaneca (Somma-Vesuvio, Campe Flegree) e 'e origena sedimentaria (monte Lattare e Massico). '",7,1320
"E cchiane cchiù 'mpurtante songo a nòrd chella d' 'o sciummo Garigliano e chella d' 'o sciummo Volturno; chest'urdema tocca a sudd' o surco d' 'o sciummo Sarno e custituisce 'a Chiana Campana, cchiù propeta, fertile e cu na cumcentrazione auta 'e pupulazzione.",7,1320
