code,nn_1,dist_1,nn_2,dist_2,nn_3,dist_3
fur,lij,0.04421800374984741,scn,0.053139686584472656,lmo,0.054820895195007324
lij,vec,0.03439939022064209,lmo,0.038283467292785645,fur,0.04421800374984741
lmo,lij,0.038283467292785645,fur,0.054820895195007324,vec,0.060364723205566406
sc,lij,0.07205760478973389,vec,0.07845616340637207,lmo,0.07922303676605225
scn,vec,0.05292391777038574,fur,0.053139686584472656,lij,0.06216317415237427
vec,oci,0.03008568286895752,lij,0.03439939022064209,eng,0.05158054828643799
ita,spa,0.0018454790115356445,cat,0.004285633563995361,fra,0.006041526794433594
spa,ita,0.0018454790115356445,cat,0.005160152912139893,fra,0.006785392761230469
fra,por,0.002879321575164795,deu,0.00340116024017334,hun,0.0034530162811279297
cat,slv,0.003727853298187256,fra,0.003784358501434326,ita,0.004285633563995361
por,deu,0.002633213996887207,fra,0.002879321575164795,hun,0.003067314624786377
oci,ita,0.01573359966278076,cat,0.015797138214111328,spa,0.016695857048034668
deu,por,0.002633213996887207,fra,0.00340116024017334,hun,0.004533171653747559
eng,oci,0.03963887691497803,vec,0.05158054828643799,ita,0.0526270866394043
slv,hrv,0.002178668975830078,hun,0.003161787986755371,fra,0.003621816635131836
hrv,slv,0.002178668975830078,por,0.0032291412353515625,hun,0.00323641300201416
hun,por,0.003067314624786377,slv,0.003161787986755371,hrv,0.00323641300201416
