source,target,distance,similarity,target_family,target_display
cat,slv,0.003728,0.996272,slavic,Slovenian
cat,fra,0.003784,0.996216,romance,French
cat,ita,0.004286,0.995714,italian,Italian
cat,spa,0.005160,0.994840,romance,Spanish
cat,hrv,0.005787,0.994213,slavic,Croatian
cat,hun,0.006125,0.993875,uralic,Hungarian
cat,por,0.007250,0.992750,romance,Portuguese
cat,deu,0.008356,0.991644,germanic,German
cat,oci,0.015797,0.984203,romance,Occitan
cat,eng,0.054441,0.945559,english,English
cat,vec,0.057722,0.942278,italo_romance,Venetian
cat,scn,0.108612,0.891388,italo_romance,Sicilian
cat,lij,0.123630,0.876370,italo_romance,Ligurian
cat,sc,0.153222,0.846778,italo_romance,Sardinian
cat,fur,0.156720,0.843280,italo_romance,Friulian
cat,lmo,0.177398,0.822602,italo_romance,Lombard
deu,por,0.002633,0.997367,romance,Portuguese
deu,fra,0.003401,0.996599,romance,French
deu,hun,0.004533,0.995467,uralic,Hungarian
deu,hrv,0.005258,0.994742,slavic,Croatian
deu,slv,0.006978,0.993022,slavic,Slovenian
deu,cat,0.008356,0.991644,romance,Catalan
deu,ita,0.010396,0.989604,italian,Italian
deu,spa,0.010769,0.989231,romance,Spanish
deu,oci,0.032945,0.967055,romance,Occitan
deu,vec,0.078470,0.921530,italo_romance,Venetian
deu,eng,0.080746,0.919254,english,English
deu,scn,0.141669,0.858331,italo_romance,Sicilian
deu,lij,0.153732,0.846268,italo_romance,Ligurian
deu,sc,0.179403,0.820597,italo_romance,Sardinian
deu,fur,0.191415,0.808585,italo_romance,Friulian
deu,lmo,0.209693,0.790307,italo_romance,Lombard
eng,oci,0.039639,0.960361,romance,Occitan
eng,vec,0.051581,0.948419,italo_romance,Venetian
eng,ita,0.052627,0.947373,italian,Italian
eng,cat,0.054441,0.945559,romance,Catalan
eng,spa,0.058568,0.941432,romance,Spanish
eng,slv,0.061879,0.938121,slavic,Slovenian
eng,scn,0.063393,0.936607,italo_romance,Sicilian
eng,fra,0.068480,0.931520,romance,French
eng,hun,0.072035,0.927965,uralic,Hungarian
eng,hrv,0.073838,0.926162,slavic,Croatian
eng,deu,0.080746,0.919254,germanic,German
eng,lij,0.082398,0.917602,italo_romance,Ligurian
eng,por,0.084151,0.915849,romance,Portuguese
eng,fur,0.096515,0.903485,italo_romance,Friulian
eng,sc,0.120382,0.879618,italo_romance,Sardinian
eng,lmo,0.122065,0.877935,italo_romance,Lombard
fra,por,0.002879,0.997121,romance,Portuguese
fra,deu,0.003401,0.996599,germanic,German
fra,hun,0.003453,0.996547,uralic,Hungarian
fra,hrv,0.003541,0.996459,slavic,Croatian
fra,slv,0.003622,0.996378,slavic,Slovenian
fra,cat,0.003784,0.996216,romance,Catalan
fra,ita,0.006042,0.993958,italian,Italian
fra,spa,0.006785,0.993215,romance,Spanish
fra,oci,0.024434,0.975566,romance,Occitan
fra,vec,0.067387,0.932613,italo_romance,Venetian
fra,eng,0.068480,0.931520,english,English
fra,scn,0.125230,0.874770,italo_romance,Sicilian
fra,lij,0.138105,0.861895,italo_romance,Ligurian
fra,sc,0.165439,0.834561,italo_romance,Sardinian
fra,fur,0.172915,0.827085,italo_romance,Friulian
fra,lmo,0.193754,0.806246,italo_romance,Lombard
