article_id,title,url,n_sentences
21,Littiratura,https://scn.wikipedia.org/wiki?curid=21,5
24,Wikipedia,https://scn.wikipedia.org/wiki?curid=24,8
25,Tiatru,https://scn.wikipedia.org/wiki?curid=25,4
87,Sicilia,https://scn.wikipedia.org/wiki?curid=87,77
89,Jàpicu di Lintini,https://scn.wikipedia.org/wiki?curid=89,6
103,Tiatru sicilianu,https://scn.wikipedia.org/wiki?curid=103,13
114,Italia,https://scn.wikipedia.org/wiki?curid=114,24
115,Lingua siciliana,https://scn.wikipedia.org/wiki?curid=115,169
118,Storia,https://scn.wikipedia.org/wiki?curid=118,7
123,Aggittivi,https://scn.wikipedia.org/wiki?curid=123,14
125,Prunoma,https://scn.wikipedia.org/wiki?curid=125,5
129,Rausa,https://scn.wikipedia.org/wiki?curid=129,5
130,Spaccafurnu,https://scn.wikipedia.org/wiki?curid=130,21
140,Tri Regni dâ Corea,https://scn.wikipedia.org/wiki?curid=140,16
141,Corea dû Sud,https://scn.wikipedia.org/wiki?curid=141,11
147,Verbu Ausiliari,https://scn.wikipedia.org/wiki?curid=147,8
148,Verbi rigulari,https://scn.wikipedia.org/wiki?curid=148,5
149,Verbi Irrigulari,https://scn.wikipedia.org/wiki?curid=149,11
189,Archimedi,https://scn.wikipedia.org/wiki?curid=189,13
190,Sarausa,https://scn.wikipedia.org/wiki?curid=190,23
191,Trichechidae,https://scn.wikipedia.org/wiki?curid=191,1
193,Lamantinu,https://scn.wikipedia.org/wiki?curid=193,17
197,Finlandia,https://scn.wikipedia.org/wiki?curid=197,7
198,Cucina,https://scn.wikipedia.org/wiki?curid=198,3
199,Pohjola,https://scn.wikipedia.org/wiki?curid=199,13
207,Natali,https://scn.wikipedia.org/wiki?curid=207,12
210,Puzzaddu,https://scn.wikipedia.org/wiki?curid=210,7
219,Lingua latina,https://scn.wikipedia.org/wiki?curid=219,13
231,Lituania,https://scn.wikipedia.org/wiki?curid=231,5
