article_id,title,url,n_sentences
5,Łéngua vèneta,https://vec.wikipedia.org/wiki?curid=5,64
6,Mèsego,https://vec.wikipedia.org/wiki?curid=6,74
20,Romani,https://vec.wikipedia.org/wiki?curid=20,2
21,Spor,https://vec.wikipedia.org/wiki?curid=21,5
254,Itàłia,https://vec.wikipedia.org/wiki?curid=254,228
256,Rejon de Itàlia,https://vec.wikipedia.org/wiki?curid=256,31
464,Centrale di Zugliano,https://vec.wikipedia.org/wiki?curid=464,5
466,Benetton bałacanestro Treviso,https://vec.wikipedia.org/wiki?curid=466,4
475,Sisley pałavoło Treviso,https://vec.wikipedia.org/wiki?curid=475,7
482,Venesia,https://vec.wikipedia.org/wiki?curid=482,121
483,Spriss,https://vec.wikipedia.org/wiki?curid=483,19
588,Poła,https://vec.wikipedia.org/wiki?curid=588,58
592,Union Eoropea,https://vec.wikipedia.org/wiki?curid=592,25
593,Łituània,https://vec.wikipedia.org/wiki?curid=593,3
594,Belgrado,https://vec.wikipedia.org/wiki?curid=594,13
1469,Pàdoa,https://vec.wikipedia.org/wiki?curid=1469,126
1509,Vèneto,https://vec.wikipedia.org/wiki?curid=1509,47
1510,Verona,https://vec.wikipedia.org/wiki?curid=1510,62
1512,Mùzega,https://vec.wikipedia.org/wiki?curid=1512,12
1516,Diałeto Małetan,https://vec.wikipedia.org/wiki?curid=1516,7
1517,Montenegro,https://vec.wikipedia.org/wiki?curid=1517,18
1522,Scherma,https://vec.wikipedia.org/wiki?curid=1522,11
1616,Sicìlia,https://vec.wikipedia.org/wiki?curid=1616,28
1618,Nintendo World Cup,https://vec.wikipedia.org/wiki?curid=1618,8
1620,Lenguìstega,https://vec.wikipedia.org/wiki?curid=1620,11
1621,Łetaradura,https://vec.wikipedia.org/wiki?curid=1621,11
1628,Vicensa,https://vec.wikipedia.org/wiki?curid=1628,57
1638,Carlo e Giorgio,https://vec.wikipedia.org/wiki?curid=1638,2
1645,Gałasia,https://vec.wikipedia.org/wiki?curid=1645,36
1653,Spasio vetorial,https://vec.wikipedia.org/wiki?curid=1653,5
1658,Ensiclopedia,https://vec.wikipedia.org/wiki?curid=1658,4
1663,Trénto,https://vec.wikipedia.org/wiki?curid=1663,18
1664,Pałermo,https://vec.wikipedia.org/wiki?curid=1664,10
1665,Sant'Antonio da Pàdoa,https://vec.wikipedia.org/wiki?curid=1665,14
1668,Brenta,https://vec.wikipedia.org/wiki?curid=1668,4
1671,Bacajon,https://vec.wikipedia.org/wiki?curid=1671,7
1673,Prà de ła Vałe,https://vec.wikipedia.org/wiki?curid=1673,55
1674,Troia,https://vec.wikipedia.org/wiki?curid=1674,11
1675,Antenore,https://vec.wikipedia.org/wiki?curid=1675,4
1678,Provincia de Bełun,https://vec.wikipedia.org/wiki?curid=1678,15
1679,Wikipedia,https://vec.wikipedia.org/wiki?curid=1679,24
1680,Provincia de Rovigo,https://vec.wikipedia.org/wiki?curid=1680,18
1681,Provincia de Pàdova,https://vec.wikipedia.org/wiki?curid=1681,5
1686,Nasion,https://vec.wikipedia.org/wiki?curid=1686,2
1687,Piasa,https://vec.wikipedia.org/wiki?curid=1687,4
1689,Sità del Vategan,https://vec.wikipedia.org/wiki?curid=1689,24
