article_id,title,url,n_sentences
4,Lengua lombarda,https://lmo.wikipedia.org/wiki?curid=4,69
11,Limit (matematega),https://lmo.wikipedia.org/wiki?curid=11,1
33,Lessico dialettale della Svizzera italiana,https://lmo.wikipedia.org/wiki?curid=33,3
37,Tavula de sìmboli matemàtich,https://lmo.wikipedia.org/wiki?curid=37,4
39,Freyja,https://lmo.wikipedia.org/wiki?curid=39,3
1384,Wikipedia,https://lmo.wikipedia.org/wiki?curid=1384,7
1391,Stòria de l'agricultüra,https://lmo.wikipedia.org/wiki?curid=1391,1
1402,Internet,https://lmo.wikipedia.org/wiki?curid=1402,6
1412,Region autonoma del Tibet,https://lmo.wikipedia.org/wiki?curid=1412,3
1443,Paella,https://lmo.wikipedia.org/wiki?curid=1443,4
1456,Svìzzera,https://lmo.wikipedia.org/wiki?curid=1456,83
1457,Lengua rumancia,https://lmo.wikipedia.org/wiki?curid=1457,51
1459,Carlo Porta,https://lmo.wikipedia.org/wiki?curid=1459,24
1460,Bonvexin de la Riva,https://lmo.wikipedia.org/wiki?curid=1460,102
1463,Milan,https://lmo.wikipedia.org/wiki?curid=1463,69
1466,Emilio De Marchi,https://lmo.wikipedia.org/wiki?curid=1466,4
1467,Carlo Maria Maggi,https://lmo.wikipedia.org/wiki?curid=1467,30
1468,Meneghin,https://lmo.wikipedia.org/wiki?curid=1468,5
1469,Regn Lombard-Venet,https://lmo.wikipedia.org/wiki?curid=1469,9
1470,Governo Provvisori de Lombardia,https://lmo.wikipedia.org/wiki?curid=1470,12
1473,Wiki,https://lmo.wikipedia.org/wiki?curid=1473,4
1474,Josef Radetzky,https://lmo.wikipedia.org/wiki?curid=1474,6
1479,Francesch Giusepp I de Austria-Ungaria,https://lmo.wikipedia.org/wiki?curid=1479,7
1481,Cinch Giornad de Milan,https://lmo.wikipedia.org/wiki?curid=1481,11
1482,E (costant matematega),https://lmo.wikipedia.org/wiki?curid=1482,3
1492,Martinitt,https://lmo.wikipedia.org/wiki?curid=1492,3
1493,Carlo Cattani,https://lmo.wikipedia.org/wiki?curid=1493,5
1504,Schwa,https://lmo.wikipedia.org/wiki?curid=1504,4
1516,Dialet de la feruvia,https://lmo.wikipedia.org/wiki?curid=1516,6
1523,Viena,https://lmo.wikipedia.org/wiki?curid=1523,11
1524,Pompeo Litta Biumi,https://lmo.wikipedia.org/wiki?curid=1524,3
1525,Gabrio Casati,https://lmo.wikipedia.org/wiki?curid=1525,6
1527,Bremb,https://lmo.wikipedia.org/wiki?curid=1527,4
1530,Andy Warhol,https://lmo.wikipedia.org/wiki?curid=1530,9
1532,Tram,https://lmo.wikipedia.org/wiki?curid=1532,23
1545,Mantua,https://lmo.wikipedia.org/wiki?curid=1545,8
1548,Camillo Benso di Cavour,https://lmo.wikipedia.org/wiki?curid=1548,12
1549,Massimo d'Azeglio,https://lmo.wikipedia.org/wiki?curid=1549,3
1551,Custoza,https://lmo.wikipedia.org/wiki?curid=1551,3
1558,Battaja de Goit,https://lmo.wikipedia.org/wiki?curid=1558,3
1565,Bèrghem,https://lmo.wikipedia.org/wiki?curid=1565,95
1583,Vincenzo Gioberti,https://lmo.wikipedia.org/wiki?curid=1583,6
1585,Vitòri Emanuèl I de Savòja,https://lmo.wikipedia.org/wiki?curid=1585,5
1586,Vitori Emanuell II de Savoja,https://lmo.wikipedia.org/wiki?curid=1586,8
1587,Abecee furlan,https://lmo.wikipedia.org/wiki?curid=1587,2
1589,Vitori Emanuell III d'Italia,https://lmo.wikipedia.org/wiki?curid=1589,7
