code,nn_1,dist_1,nn_2,dist_2,nn_3,dist_3
fur,fra,0.3068023920059204,lmo,0.9078719615936279,cat,1.0224525928497314
lij,vec,0.7630606293678284,spa,0.8139053583145142,sc,0.8986541628837585
lmo,cat,0.3539620637893677,fur,0.9078719615936279,slv,0.9412556886672974
sc,spa,0.584570050239563,lij,0.8986541628837585,cat,0.9081447720527649
scn,ita,0.5329154133796692,lmo,1.0169514417648315,fur,1.058107614517212
vec,spa,0.5661011934280396,lij,0.7630606293678284,ita,0.7859436273574829
ita,scn,0.5329154133796692,vec,0.7859436273574829,eng,0.8242056369781494
spa,vec,0.5661011934280396,sc,0.584570050239563,cat,0.7177705764770508
fra,fur,0.3068023920059204,cat,0.7744704484939575,deu,0.845291256904602
cat,lmo,0.3539620637893677,spa,0.7177705764770508,fra,0.7744704484939575
deu,eng,0.7163723707199097,fra,0.845291256904602,slv,0.9059786200523376
slv,cat,0.7863998413085938,deu,0.9059786200523376,lmo,0.9412556886672974
eng,deu,0.7163723707199097,ita,0.8242056369781494,spa,0.9382490515708923
