code,rank,feature,weight
nap,1,nu comune,0.01993266910535793
nap,2,crestiane,0.018509963672333853
nap,3,NUM crestiane,0.018494973941947483
nap,4,NUM abitante,0.018486683155589725
nap,5,abitante pruvincia,0.018312677624885816
nap,6,crestiane pruvincia,0.018239109332527766
nap,7,comune NUM,0.017206841941653978
nap,8,dint,0.015575457057043364
nap,9,pruvincia,0.015388907850389278
nap,10,ll anno,0.015256916806415518
nap,11,da pruvincia,0.014565116753833922
nap,12,ncopp,0.014252217327006792
nap,13,abitante,0.014244008866211771
nap,14,cchiù,0.014023366253740876
nap,15,juorno,0.013945230836153762
nap,16,secunno,0.013848469974886556
nap,17,fine ll,0.013739527010721059
nap,18,seculo,0.013732056477662777
nap,19,fuje,0.01370565096365078
nap,20,calannario,0.013686658955215083
nap,21,calannario greguriano,0.013663581863329005
nap,22,greguriano,0.013663581863329005
nap,23,secunno calannario,0.013655832057368103
nap,24,anno secunno,0.013655832057368103
nap,25,NUM juorno,0.01364024498634073
nap,26,juorno ll,0.01364024498634073
nap,27,NUM journe,0.01364024498634073
nap,28,journe,0.01364024498634073
nap,29,ammancano,0.0136324072806711
nap,30,ammancano NUM,0.0136324072806711
scn,1,ntô,0.015157246452179779
scn,2,dâ,0.013899256563443993
scn,3,havi,0.013673672204902895
scn,4,ntô NUM,0.013499622050101896
scn,5,un cumuni,0.013244125171503689
scn,6,talianu dâ,0.013001637892943006
scn,7,pupulazzioni,0.01271672220473696
scn,8,cumuni,0.012617461567725438
scn,9,cumuni dâ,0.012569104434438242
scn,10,havi na,0.012540210218993394
scn,11,dû NUM,0.0125108303638081
scn,12,pruvincia di,0.012484028733040409
scn,13,na pupulazzioni,0.012415700242404378
scn,14,pupulazzioni di,0.012411785212247195
scn,15,dâ pruvincia,0.012383089752968333
scn,16,ntî,0.012290061324702653
scn,17,dî,0.012265043354116198
scn,18,macari,0.012181720571424998
scn,19,piemunti,0.011993067574601862
scn,20,dû,0.011981761306630126
scn,21,ntô piemunti,0.011947660859748695
scn,22,nta,0.011916543778259113
scn,23,ntê,0.01185314810025656
scn,24,abbitanti,0.011838034394599066
scn,25,quannu,0.011836886957557927
scn,26,cchiù,0.011826478656338289
scn,27,NUM abbitanti,0.011712952750054158
scn,28,ntâ,0.011665782031796308
scn,29,attrova,0.011622807465901656
scn,30,talianu,0.01150657958911896
vec,1,el xe,0.014252914608203254
vec,2,inte el,0.01403410212247069
vec,3,inte,0.01195992001968745
vec,4,la xe,0.011671071482208136
vec,5,inte la,0.011579595104858587
vec,6,zera,0.011523319919425512
vec,7,xe on,0.011515174977313624
vec,8,xe na,0.01147801536886093
vec,9,xe sta,0.01136569578631595
vec,10,el ze,0.011240621423130476
vec,11,xe un,0.011216022198798112
vec,12,le xe,0.01113574896405592
vec,13,el ga,0.01108833896978415
vec,14,se cata,0.01106751406783285
vec,15,xe,0.01106511600928707
vec,16,ze stà,0.010979451581181993
vec,17,xe el,0.01094517377996814
vec,18,ghea,0.01094517377996814
vec,19,la ze,0.010890361311355729
vec,20,se estende,0.010862300689620739
vec,21,xe in,0.01084398575155376
vec,22,inte NUM,0.010837835183843339
vec,23,na area,0.010768616469611993
vec,24,estende so,0.010736164235131752
vec,25,inte le,0.010709733547107216
vec,26,ze sta,0.010703058994559894
vec,27,xe la,0.010682871318627697
vec,28,che el,0.010645068060704099
vec,29,el nome,0.010450553050548827
vec,30,sità,0.0104067828916925
lmo,1,hinn,0.012478122051890033
lmo,2,gh ha,0.012257013915466882
lmo,3,in di,0.011883356813016341
lmo,4,del distret,0.011735715827788111
lmo,5,stad,0.01148710277208972
lmo,6,gesa,0.011327363392625208
lmo,7,poeu,0.011303761130373938
lmo,8,cont,0.011257540123929193
lmo,9,cont el,0.011243198602861087
lmo,10,el gh,0.01108329982504992
lmo,11,quand che,0.011037216905124525
lmo,12,la gesa,0.010885370185952589
lmo,13,staa,0.010859938000948
lmo,14,in del,0.010833567746038926
lmo,15,troeuva,0.010811809896844259
lmo,16,se troeuva,0.010757133729574332
lmo,17,temp,0.010757133729574332
lmo,18,pussee,0.01075282583994674
lmo,19,incoeu,0.010623865035465424
lmo,20,un comun,0.010506180976043958
lmo,21,piö,0.010485180288656708
lmo,22,inscì,0.010465309904206717
lmo,23,la region,0.010357518474527691
lmo,24,indova,0.010318908627988718
lmo,25,vun,0.010296865563162002
lmo,26,tucc,0.01022886892492796
lmo,27,distret,0.010226520267218505
lmo,28,cümü,0.010221133694415716
lmo,29,distret de,0.01019111528768613
lmo,30,sö,0.010181891065688384
sc,1,prus,0.013502285028346673
sc,2,in sa,0.012944872190463537
sc,3,istadu,0.01292865314652374
sc,4,de sos,0.012881563121512866
sc,5,de is,0.012711277774551995
sc,6,comente,0.012476109085780243
sc,7,aiat,0.012336758187544823
sc,8,fintzas,0.01225455916217914
sc,9,est unu,0.01214338307554521
sc,10,de sas,0.012082596969325182
sc,11,dae su,0.012078317772475904
sc,12,tzitade,0.011756400518223848
sc,13,annos,0.011675658657779092
sc,14,pustis,0.011636526157227748
sc,15,istados,0.011616592141990432
sc,16,custu,0.011613723882728043
sc,17,totu,0.011602198742675941
sc,18,intre,0.011512985325618418
sc,19,est istadu,0.011482097560081443
sc,20,bidda,0.011456947234977274
sc,21,de sa,0.011301664134498481
sc,22,istada,0.01127588757263462
sc,23,fiant,0.011247217157886449
sc,24,bividores,0.011239967916661047
sc,25,cun su,0.011169397139880086
sc,26,provìntzia,0.011111379195148543
sc,27,subra,0.011091558949325519
sc,28,fatu,0.011091558949325519
sc,29,unu,0.011090336955623096
sc,30,dae sa,0.011083561042889526
ita,1,stagione NUM,0.009926814039865468
ita,2,pubblicato il,0.009611631794674953
ita,3,pubblicato,0.00959668371854806
ita,4,il nome,0.009249319267825918
ita,5,della stagione,0.009024274751238234
ita,6,sono stati,0.009011477711914066
ita,7,pubblicato nel,0.008932401442722279
ita,8,del gruppo,0.00883475662320174
ita,9,NUM viene,0.008790955656290792
ita,10,giocato,0.00877607677240621
ita,11,nel corso,0.00877607677240621
ita,12,il titolo,0.00871509517211448
ita,13,della serie,0.00871509517211448
ita,14,stagione,0.00862163709831101
ita,15,suo primo,0.008516335819246674
ita,16,venne,0.008493591607292083
ita,17,iniziato,0.008480590992124355
ita,18,ha giocato,0.008480590992124355
ita,19,diretto da,0.008434825683065814
ita,20,inizialmente,0.00838745947475906
ita,21,durante il,0.00838745947475906
ita,22,eclissi,0.00834858666253086
ita,23,nuovamente,0.00834858666253086
ita,24,del rapper,0.008308717003658017
ita,25,il brano,0.008288392119457014
ita,26,nella stagione,0.00820432670066917
ita,27,dopo il,0.008160525733758224
ita,28,contro il,0.008132800088362759
ita,29,stata la,0.008115454998299182
ita,30,del campionato,0.008092420036234461
es,1,también,0.012188015606394185
es,2,por el,0.011395273645557142
es,3,en los,0.011379543407805233
es,4,después,0.011347604467386552
es,5,género,0.011177425679900458
es,6,año,0.011046340734834037
es,7,está,0.011046340734834037
es,8,del género,0.010903369648828688
es,9,NUM fue,0.010792684037351468
es,10,después de,0.010769583627944604
es,11,en su,0.010741409133224444
es,12,es una,0.010614496586732945
es,13,fue,0.010602873070381241
es,14,equipo,0.010597654618156153
es,15,lugar,0.01044520358222195
es,16,había,0.010404672515019269
es,17,tras,0.010398796419671598
es,18,mismo,0.010350982767367204
es,19,encuentra,0.01032034627509605
es,20,se encuentra,0.010282779505639755
es,21,sin embargo,0.010257228667432918
es,22,estados,0.010231257220455512
es,23,la universidad,0.010231257220455512
es,24,alfabetización,0.010164394258446913
es,25,mientras,0.010129869253304748
es,26,NUM años,0.010094571812955134
es,27,años,0.010094000727851939
es,28,según,0.010080228716199239
es,29,película,0.010051145316142464
es,30,además,0.010006489605685783
fr,1,été,0.012672641581162549
fr,2,il est,0.012642839047142813
fr,3,cette,0.012051304340924636
fr,4,lors,0.011867827387026708
fr,5,avec,0.011611460530099862
fr,6,également,0.011442107916807463
fr,7,dans les,0.011227756119048733
fr,8,né le,0.011219244625848755
fr,9,est un,0.011181305037767698
fr,10,où,0.011162800400700414
fr,11,puis,0.011145029013346868
fr,12,même,0.011104314639810335
fr,13,et le,0.011099726892123947
fr,14,dont,0.011019675442270645
fr,15,elle est,0.010930360600880113
fr,16,ainsi,0.010920125250416293
fr,17,alors,0.010878523471449584
fr,18,contre,0.01085731424974964
fr,19,qu il,0.010835823169685805
fr,20,était,0.010814042638773837
fr,21,plusieurs,0.01075258799143242
fr,22,dans le,0.01075081836125324
fr,23,famille,0.010658812159562197
fr,24,est une,0.01064695504723319
fr,25,lors de,0.010640607314690851
fr,26,années,0.010603571040097055
fr,27,aussi,0.010597315016918523
fr,28,qu,0.010589028558526581
fr,29,la première,0.010559261967707845
fr,30,fois,0.010520291889850604
ca,1,és,0.012234238808606116
ca,2,també,0.012172347233842598
ca,3,aquest,0.011874115102539436
ca,4,es va,0.011761884063731277
ca,5,és un,0.011612682921081344
ca,6,altres,0.01148411204203935
ca,7,anys,0.011473766316762498
ca,8,el seu,0.01145023313218471
ca,9,més,0.01141524892021264
ca,10,amb el,0.011385675343337582
ca,11,any NUM,0.01130100781755724
ca,12,després,0.011229782175238597
ca,13,amb la,0.01114554032393282
ca,14,hi ha,0.011046240803453818
ca,15,és una,0.011018651578250742
ca,16,ciutat,0.010947453172414258
ca,17,és el,0.010778272112531686
ca,18,mateix,0.010668882181175173
ca,19,poble,0.010638064228524346
ca,20,va ser,0.010614561502974646
ca,21,la ciutat,0.010574529207246332
ca,22,la seva,0.010475294573833314
ca,23,això,0.010474066049561644
ca,24,en els,0.010459168145923738
ca,25,població,0.010377203061123748
ca,26,és la,0.010356017024992482
ca,27,segons,0.010345314547787282
ca,28,dels,0.010257592194328938
ca,29,encara,0.010199017239719891
ca,30,els seus,0.010144982081170161
de,1,wurde,0.012983131855279125
de,2,von NUM,0.01272104397019538
de,3,bis NUM,0.012460078484360709
de,4,wird,0.01233846808319378
de,5,wurden,0.012249816394227637
de,6,werden,0.01219199663065351
de,7,nach,0.012115698530223226
de,8,für die,0.01199712158988457
de,9,jahr NUM,0.011992725828241905
de,10,ist ein,0.011934535065510274
de,11,mit dem,0.011806999710628997
de,12,sowie,0.011792227604928672
de,13,im jahr,0.011716403017220467
de,14,zwischen,0.011679841465368478
de,15,mit der,0.011604302202994165
de,16,jahre,0.011536805718805866
de,17,ersten,0.011380795013174471
de,18,beim,0.011361848696152237
de,19,ist eine,0.011323318584934891
de,20,bei den,0.011283906028487507
de,21,war er,0.011195283610439876
de,22,bei der,0.011145603549344442
de,23,teil,0.011138387858490582
de,24,der NUM,0.011123865074014517
de,25,jedoch,0.011116557463257449
de,26,stadt,0.01098733132086754
de,27,dort,0.010939301978094073
de,28,während,0.010898227480670172
de,29,aus dem,0.010889893615727878
de,30,ist der,0.010889893615727878
el,1,το,0.016220424820080518
el,2,και,0.01605288558396013
el,3,του,0.01588476750294061
el,4,την,0.014892610662707908
el,5,από,0.01487324565154183
el,6,με,0.014501403837690038
el,7,είναι,0.014256050955493742
el,8,των,0.01420987020606605
el,9,τον,0.014180967759677213
el,10,να,0.014100454693894775
el,11,κατά,0.014074568804189197
el,12,οι,0.013808833660167925
el,13,για,0.0137416056129852
el,14,ημερολόγιο,0.013728233077731323
el,15,κατά το,0.013611642286673423
el,16,γρηγοριανό,0.013578571458028352
el,17,γρηγοριανό ημερολόγιο,0.013576238089487666
el,18,έτος,0.013575459531723566
el,19,το γρηγοριανό,0.013574680589201471
el,20,το έτος,0.01350376596364085
el,21,έτος NUM,0.013465823395024498
el,22,τους,0.013446504009160738
el,23,στο,0.013430363952708203
el,24,της,0.013382540267292669
el,25,αφορά,0.01334528603086935
el,26,NUM κατά,0.013307897065376146
el,27,αφορά το,0.013289331595594938
el,28,σελίδα,0.013287462964479364
el,29,σελίδα αφορά,0.013283719043095863
el,30,τρέχουσα,0.013009038814397071
ar,1,في,0.013080690231885997
ar,2,من,0.012728248944170963
ar,3,على,0.011894507184218117
