variety_A,variety_B,mean_similarity,family_A,family_B
vec,ita,0.658823,italo_romance,italian
spa,cat,0.606919,romance,romance
ita,eng,0.603243,italian,english
lij,vec,0.599771,italo_romance,italo_romance
ita,spa,0.592717,italian,romance
lij,ita,0.582558,italo_romance,italian
sc,vec,0.576903,italo_romance,italo_romance
vec,eng,0.575332,italo_romance,english
ita,cat,0.574924,italian,romance
spa,eng,0.569290,romance,english
fra,eng,0.568730,romance,english
vec,cat,0.568054,italo_romance,romance
vec,spa,0.565353,italo_romance,romance
cat,eng,0.559527,romance,english
sc,ita,0.555078,italo_romance,italian
fra,cat,0.554030,romance,romance
lmo,vec,0.551680,italo_romance,italo_romance
lij,sc,0.550574,italo_romance,italo_romance
fur,vec,0.546084,italo_romance,italo_romance
ita,fra,0.545830,italian,romance
deu,eng,0.544119,germanic,english
sc,cat,0.537589,italo_romance,romance
spa,fra,0.536418,romance,romance
scn,vec,0.534206,italo_romance,italo_romance
scn,ita,0.534190,italo_romance,italian
sc,spa,0.532859,italo_romance,romance
vec,fra,0.529545,italo_romance,romance
sc,eng,0.526560,italo_romance,english
fur,sc,0.525246,italo_romance,italo_romance
lij,lmo,0.521806,italo_romance,italo_romance
fur,ita,0.518695,italo_romance,italian
fur,lij,0.515313,italo_romance,italo_romance
lij,eng,0.514870,italo_romance,english
fur,lmo,0.514476,italo_romance,italo_romance
lij,cat,0.513147,italo_romance,romance
lmo,ita,0.512871,italo_romance,italian
sc,scn,0.509584,italo_romance,italo_romance
fur,cat,0.502427,italo_romance,romance
lmo,sc,0.502050,italo_romance,italo_romance
sc,fra,0.501568,italo_romance,romance
lij,spa,0.500612,italo_romance,romance
lij,scn,0.498689,italo_romance,italo_romance
fur,fra,0.498680,italo_romance,romance
lmo,cat,0.493018,italo_romance,romance
ita,deu,0.491074,italian,germanic
lij,fra,0.490948,italo_romance,romance
fur,scn,0.486491,italo_romance,italo_romance
lmo,scn,0.482086,italo_romance,italo_romance
fra,deu,0.478390,romance,germanic
fur,eng,0.475427,italo_romance,english
vec,deu,0.470887,italo_romance,germanic
fur,spa,0.470003,italo_romance,romance
scn,cat,0.467502,italo_romance,romance
lmo,eng,0.466166,italo_romance,english
spa,deu,0.464995,romance,germanic
cat,deu,0.463776,romance,germanic
lmo,fra,0.458662,italo_romance,romance
scn,eng,0.456603,italo_romance,english
lmo,spa,0.456433,italo_romance,romance
sc,deu,0.447383,italo_romance,germanic
scn,spa,0.446466,italo_romance,romance
scn,fra,0.442911,italo_romance,romance
lij,deu,0.432206,italo_romance,germanic
fur,deu,0.417676,italo_romance,germanic
lmo,deu,0.408152,italo_romance,germanic
scn,deu,0.399321,italo_romance,germanic
slv,eng,0.396141,slavic,english
ita,slv,0.393520,italian,slavic
vec,slv,0.392832,italo_romance,slavic
cat,slv,0.380402,romance,slavic
deu,slv,0.375905,germanic,slavic
spa,slv,0.375380,romance,slavic
fra,slv,0.374676,romance,slavic
sc,slv,0.362774,italo_romance,slavic
lij,slv,0.355841,italo_romance,slavic
fur,slv,0.343267,italo_romance,slavic
lmo,slv,0.331585,italo_romance,slavic
scn,slv,0.330870,italo_romance,slavic
