source,target,distance,similarity,target_family,target_display
cat,spa,0.493382,0.506618,romance,Spanish
cat,oci,0.534039,0.465961,romance,Occitan
cat,lmo,0.690654,0.309346,italo_romance,Lombard
cat,fra,0.699333,0.300667,romance,French
cat,por,0.762121,0.237879,romance,Portuguese
cat,vec,0.822397,0.177603,italo_romance,Venetian
cat,ita,0.830882,0.169118,italian,Italian
cat,lij,0.850958,0.149042,italo_romance,Ligurian
cat,fur,0.871443,0.128557,italo_romance,Friulian
cat,sc,0.876547,0.123453,italo_romance,Sardinian
cat,hun,0.919540,0.080460,uralic,Hungarian
cat,scn,0.944690,0.055310,italo_romance,Sicilian
cat,deu,0.982050,0.017950,germanic,German
cat,hrv,0.982889,0.017111,slavic,Croatian
cat,slv,0.984789,0.015211,slavic,Slovenian
cat,eng,0.987411,0.012589,english,English
deu,slv,0.958497,0.041503,slavic,Slovenian
deu,sc,0.968275,0.031725,italo_romance,Sardinian
deu,por,0.970013,0.029987,romance,Portuguese
deu,eng,0.971334,0.028666,english,English
deu,lij,0.972064,0.027936,italo_romance,Ligurian
deu,fra,0.974186,0.025814,romance,French
deu,lmo,0.976881,0.023119,italo_romance,Lombard
deu,ita,0.977457,0.022543,italian,Italian
deu,fur,0.978462,0.021538,italo_romance,Friulian
deu,oci,0.978698,0.021302,romance,Occitan
deu,vec,0.980475,0.019525,italo_romance,Venetian
deu,cat,0.982050,0.017950,romance,Catalan
deu,spa,0.989587,0.010413,romance,Spanish
deu,hrv,0.992997,0.007003,slavic,Croatian
deu,scn,0.994641,0.005359,italo_romance,Sicilian
deu,hun,0.995529,0.004471,uralic,Hungarian
eng,slv,0.948825,0.051175,slavic,Slovenian
eng,sc,0.960165,0.039835,italo_romance,Sardinian
eng,lij,0.964372,0.035628,italo_romance,Ligurian
eng,ita,0.969100,0.030900,italian,Italian
eng,hun,0.971004,0.028996,uralic,Hungarian
eng,deu,0.971334,0.028666,germanic,German
eng,lmo,0.971412,0.028588,italo_romance,Lombard
eng,vec,0.972618,0.027382,italo_romance,Venetian
eng,por,0.978350,0.021650,romance,Portuguese
eng,fur,0.978673,0.021327,italo_romance,Friulian
eng,hrv,0.981177,0.018823,slavic,Croatian
eng,cat,0.987411,0.012589,romance,Catalan
eng,fra,0.989014,0.010986,romance,French
eng,oci,0.989035,0.010965,romance,Occitan
eng,scn,0.990288,0.009712,italo_romance,Sicilian
eng,spa,0.994216,0.005784,romance,Spanish
fra,cat,0.699333,0.300667,romance,Catalan
fra,oci,0.737430,0.262570,romance,Occitan
fra,spa,0.739117,0.260883,romance,Spanish
fra,lmo,0.815701,0.184299,italo_romance,Lombard
fra,fur,0.832541,0.167459,italo_romance,Friulian
fra,por,0.861218,0.138782,romance,Portuguese
fra,lij,0.873154,0.126846,italo_romance,Ligurian
fra,sc,0.874514,0.125486,italo_romance,Sardinian
fra,ita,0.876821,0.123179,italian,Italian
fra,vec,0.902022,0.097978,italo_romance,Venetian
fra,scn,0.959838,0.040162,italo_romance,Sicilian
fra,deu,0.974186,0.025814,germanic,German
fra,slv,0.975956,0.024044,slavic,Slovenian
fra,hrv,0.976792,0.023208,slavic,Croatian
fra,hun,0.987818,0.012182,uralic,Hungarian
fra,eng,0.989014,0.010986,english,English
fur,ita,0.581037,0.418963,italian,Italian
fur,lmo,0.759421,0.240579,italo_romance,Lombard
fur,lij,0.768779,0.231221,italo_romance,Ligurian
fur,vec,0.798489,0.201511,italo_romance,Venetian
fur,scn,0.807365,0.192635,italo_romance,Sicilian
fur,fra,0.832541,0.167459,romance,French
fur,cat,0.871443,0.128557,romance,Catalan
fur,spa,0.872128,0.127872,romance,Spanish
fur,oci,0.873788,0.126212,romance,Occitan
fur,sc,0.920442,0.079558,italo_romance,Sardinian
fur,slv,0.928654,0.071346,slavic,Slovenian
fur,hrv,0.943122,0.056878,slavic,Croatian
fur,por,0.959759,0.040241,romance,Portuguese
fur,deu,0.978462,0.021538,germanic,German
fur,eng,0.978673,0.021327,english,English
fur,hun,0.994220,0.005780,uralic,Hungarian
hrv,slv,0.507411,0.492589,slavic,Slovenian
hrv,vec,0.899136,0.100864,italo_romance,Venetian
hrv,por,0.905628,0.094372,romance,Portuguese
hrv,sc,0.910761,0.089239,italo_romance,Sardinian
hrv,lij,0.913013,0.086987,italo_romance,Ligurian
hrv,spa,0.924676,0.075324,romance,Spanish
hrv,fur,0.943122,0.056878,italo_romance,Friulian
hrv,lmo,0.957256,0.042744,italo_romance,Lombard
hrv,scn,0.960748,0.039252,italo_romance,Sicilian
hrv,ita,0.965266,0.034734,italian,Italian
hrv,oci,0.971126,0.028874,romance,Occitan
hrv,fra,0.976792,0.023208,romance,French
hrv,eng,0.981177,0.018823,english,English
hrv,cat,0.982889,0.017111,romance,Catalan
hrv,deu,0.992997,0.007003,germanic,German
hrv,hun,0.994388,0.005612,uralic,Hungarian
hun,cat,0.919540,0.080460,romance,Catalan
hun,eng,0.971004,0.028996,english,English
hun,spa,0.974498,0.025502,romance,Spanish
hun,lmo,0.980770,0.019230,italo_romance,Lombard
hun,oci,0.984275,0.015725,romance,Occitan
hun,slv,0.984574,0.015426,slavic,Slovenian
hun,vec,0.985034,0.014966,italo_romance,Venetian
hun,por,0.987031,0.012969,romance,Portuguese
hun,lij,0.987480,0.012520,italo_romance,Ligurian
hun,fra,0.987818,0.012182,romance,French
