article_id,title,url,n_sentences
1422,Gustavo Colonnetti,https://pms.wikipedia.org/wiki?curid=1422,19
1440,Giovanni Arpino,https://pms.wikipedia.org/wiki?curid=1440,7
1460,Ugo Marìa Cumin,https://pms.wikipedia.org/wiki?curid=1460,16
1543,Religion,https://pms.wikipedia.org/wiki?curid=1543,14
1552,Test sacrà,https://pms.wikipedia.org/wiki?curid=1552,2
1554,Benito Mussolini,https://pms.wikipedia.org/wiki?curid=1554,40
1557,Boletus aestivalis,https://pms.wikipedia.org/wiki?curid=1557,13
1560,Boletus edulis,https://pms.wikipedia.org/wiki?curid=1560,10
1564,Boletus pinophilus,https://pms.wikipedia.org/wiki?curid=1564,10
1567,Morchella esculenta,https://pms.wikipedia.org/wiki?curid=1567,15
1570,Agrocybe aegerita,https://pms.wikipedia.org/wiki?curid=1570,15
1572,Arvèl,https://pms.wikipedia.org/wiki?curid=1572,8
1573,Morëtta,https://pms.wikipedia.org/wiki?curid=1573,10
1575,Pleurotus ostreatus,https://pms.wikipedia.org/wiki?curid=1575,16
1584,Busca,https://pms.wikipedia.org/wiki?curid=1584,11
1612,Fnareul,https://pms.wikipedia.org/wiki?curid=1612,5
1620,Lombriasch,https://pms.wikipedia.org/wiki?curid=1620,7
1622,Sental,https://pms.wikipedia.org/wiki?curid=1622,7
1624,Turin,https://pms.wikipedia.org/wiki?curid=1624,188
1625,Myxomycetes,https://pms.wikipedia.org/wiki?curid=1625,10
1628,Fuligo septica,https://pms.wikipedia.org/wiki?curid=1628,5
1630,Stemonitis fusca,https://pms.wikipedia.org/wiki?curid=1630,5
1632,Lycogala epidendrum,https://pms.wikipedia.org/wiki?curid=1632,5
1635,Pinus sylvestris,https://pms.wikipedia.org/wiki?curid=1635,7
1636,Populus nigra,https://pms.wikipedia.org/wiki?curid=1636,7
1637,Polyporus squamosus,https://pms.wikipedia.org/wiki?curid=1637,10
1639,Coprinus domesticus,https://pms.wikipedia.org/wiki?curid=1639,8
1642,Pluteus cervinus,https://pms.wikipedia.org/wiki?curid=1642,8
1645,Coprinus truncorum,https://pms.wikipedia.org/wiki?curid=1645,6
1647,Polyporus badius,https://pms.wikipedia.org/wiki?curid=1647,8
1649,Leccinum aurantiacum,https://pms.wikipedia.org/wiki?curid=1649,6
1650,Leccinum vulpinum,https://pms.wikipedia.org/wiki?curid=1650,2
1651,Leccinum quercinum,https://pms.wikipedia.org/wiki?curid=1651,5
1652,Leccinum duriusculum,https://pms.wikipedia.org/wiki?curid=1652,5
1653,Leccinum carpini,https://pms.wikipedia.org/wiki?curid=1653,4
1654,Leccinum scabrum,https://pms.wikipedia.org/wiki?curid=1654,4
1655,Leccinum crocipodium,https://pms.wikipedia.org/wiki?curid=1655,3
1656,Strobilurus tenacellus,https://pms.wikipedia.org/wiki?curid=1656,10
1658,Agrocybe praecox,https://pms.wikipedia.org/wiki?curid=1658,10
1662,Cupressus sempervirens,https://pms.wikipedia.org/wiki?curid=1662,1
1663,Juniperus communis,https://pms.wikipedia.org/wiki?curid=1663,11
1664,Juniperus oxycedrus,https://pms.wikipedia.org/wiki?curid=1664,14
1665,Juniperus phoenicea,https://pms.wikipedia.org/wiki?curid=1665,13
1666,Juniperus sabina,https://pms.wikipedia.org/wiki?curid=1666,9
1667,Larix decidua,https://pms.wikipedia.org/wiki?curid=1667,6
1668,Picea abies,https://pms.wikipedia.org/wiki?curid=1668,20
1669,Pinus cembra,https://pms.wikipedia.org/wiki?curid=1669,6
1670,Pinus mugo,https://pms.wikipedia.org/wiki?curid=1670,10
1671,Pinus nigra,https://pms.wikipedia.org/wiki?curid=1671,14
1672,Taxus baccata,https://pms.wikipedia.org/wiki?curid=1672,16
1673,Abies alba,https://pms.wikipedia.org/wiki?curid=1673,11
1674,Roma,https://pms.wikipedia.org/wiki?curid=1674,5
1675,Paris,https://pms.wikipedia.org/wiki?curid=1675,6
1676,New York,https://pms.wikipedia.org/wiki?curid=1676,23
1688,Tokyo,https://pms.wikipedia.org/wiki?curid=1688,4
1705,Stòria dla Valsusa,https://pms.wikipedia.org/wiki?curid=1705,2
1706,Buenos Aires,https://pms.wikipedia.org/wiki?curid=1706,3
1708,Ël Càiro,https://pms.wikipedia.org/wiki?curid=1708,3
1710,Stòria dla Valsusa-Preistòria,https://pms.wikipedia.org/wiki?curid=1710,34
1712,Stòria dla Valsusa-Ij Selt,https://pms.wikipedia.org/wiki?curid=1712,19
1715,Stòria dla Valsusa-La dinastìa ëd Dòno,https://pms.wikipedia.org/wiki?curid=1715,24
1717,Berlin,https://pms.wikipedia.org/wiki?curid=1717,13
1719,Siviltà roman-a,https://pms.wikipedia.org/wiki?curid=1719,96
1720,Stòria dla Valsusa-Viabilità Roman-a,https://pms.wikipedia.org/wiki?curid=1720,18
1722,Abies grandis,https://pms.wikipedia.org/wiki?curid=1722,12
1723,Abies pinsapo,https://pms.wikipedia.org/wiki?curid=1723,14
1724,Abies procera,https://pms.wikipedia.org/wiki?curid=1724,12
1725,Araucaria araucana,https://pms.wikipedia.org/wiki?curid=1725,3
1726,Cedrus atlantica,https://pms.wikipedia.org/wiki?curid=1726,1
1727,Cedrus deodara,https://pms.wikipedia.org/wiki?curid=1727,13
1728,Cedrus libani,https://pms.wikipedia.org/wiki?curid=1728,16
1729,Chamaecyparis lawsoniana,https://pms.wikipedia.org/wiki?curid=1729,17
1730,Chamaecyparis nootkatensis,https://pms.wikipedia.org/wiki?curid=1730,5
1731,Cryptomeria japonica,https://pms.wikipedia.org/wiki?curid=1731,1
1732,Cupressocyparis leylandii,https://pms.wikipedia.org/wiki?curid=1732,2
1733,Cupressus macrocarpa,https://pms.wikipedia.org/wiki?curid=1733,14
1734,Ginkgo biloba,https://pms.wikipedia.org/wiki?curid=1734,15
1735,Juniperus virginiana,https://pms.wikipedia.org/wiki?curid=1735,13
1736,Larix kaempferi,https://pms.wikipedia.org/wiki?curid=1736,3
1737,Metasequoia glyptostroboides,https://pms.wikipedia.org/wiki?curid=1737,19
1738,Picea sitchensis,https://pms.wikipedia.org/wiki?curid=1738,1
1739,Pinus contorta,https://pms.wikipedia.org/wiki?curid=1739,13
1740,Pinus pinaster,https://pms.wikipedia.org/wiki?curid=1740,6
1741,Pinus pinea,https://pms.wikipedia.org/wiki?curid=1741,4
1742,Pinus ponderosa,https://pms.wikipedia.org/wiki?curid=1742,11
1743,Pinus radiata,https://pms.wikipedia.org/wiki?curid=1743,14
1744,Pinus strobus,https://pms.wikipedia.org/wiki?curid=1744,13
1745,Pseudotsuga menziesii,https://pms.wikipedia.org/wiki?curid=1745,16
1746,Sequoia giganteum,https://pms.wikipedia.org/wiki?curid=1746,11
1747,Sequoia sempervirens,https://pms.wikipedia.org/wiki?curid=1747,16
1748,Taxodium distichum,https://pms.wikipedia.org/wiki?curid=1748,13
1749,Thuja occidentalis,https://pms.wikipedia.org/wiki?curid=1749,15
1750,Thuja plicata,https://pms.wikipedia.org/wiki?curid=1750,16
1751,Tsuga canadensis,https://pms.wikipedia.org/wiki?curid=1751,16
1752,Tsuga heterophylla,https://pms.wikipedia.org/wiki?curid=1752,13
1753,Populus alba,https://pms.wikipedia.org/wiki?curid=1753,8
1754,Populus canescens,https://pms.wikipedia.org/wiki?curid=1754,9
1755,Salix alba,https://pms.wikipedia.org/wiki?curid=1755,14
1756,Salix caprea,https://pms.wikipedia.org/wiki?curid=1756,10
1757,Salix eleagnos,https://pms.wikipedia.org/wiki?curid=1757,15
1758,Salix fragilis,https://pms.wikipedia.org/wiki?curid=1758,13
1759,Salix grisea,https://pms.wikipedia.org/wiki?curid=1759,18
1760,Salix pentandra,https://pms.wikipedia.org/wiki?curid=1760,3
1761,Salix triandra,https://pms.wikipedia.org/wiki?curid=1761,11
1762,Salix viminalis,https://pms.wikipedia.org/wiki?curid=1762,7
1763,Salix × chrysocoma,https://pms.wikipedia.org/wiki?curid=1763,18
1764,Alnus glutinosa,https://pms.wikipedia.org/wiki?curid=1764,15
1765,Alnus incana,https://pms.wikipedia.org/wiki?curid=1765,14
1766,Alnus viridis,https://pms.wikipedia.org/wiki?curid=1766,17
1767,Betula pendula,https://pms.wikipedia.org/wiki?curid=1767,12
1768,Betula pubescens,https://pms.wikipedia.org/wiki?curid=1768,15
1769,Carpinus betulus,https://pms.wikipedia.org/wiki?curid=1769,16
1770,Juglans regia,https://pms.wikipedia.org/wiki?curid=1770,15
1771,Juglans nigra,https://pms.wikipedia.org/wiki?curid=1771,13
1772,Ostrya carpinifolia,https://pms.wikipedia.org/wiki?curid=1772,14
1773,Populus tremula,https://pms.wikipedia.org/wiki?curid=1773,7
1774,Populus × canadensis,https://pms.wikipedia.org/wiki?curid=1774,18
1775,Populus × gileadensis,https://pms.wikipedia.org/wiki?curid=1775,14
1776,Populus trichocarpa,https://pms.wikipedia.org/wiki?curid=1776,15
1777,Castanea sativa,https://pms.wikipedia.org/wiki?curid=1777,9
1778,Celtis australis,https://pms.wikipedia.org/wiki?curid=1778,6
1779,Corylus avellana,https://pms.wikipedia.org/wiki?curid=1779,9
1780,Fagus sylvatica,https://pms.wikipedia.org/wiki?curid=1780,14
1781,Ficus carica,https://pms.wikipedia.org/wiki?curid=1781,1
1782,Liriodendron tulipifera,https://pms.wikipedia.org/wiki?curid=1782,7
1783,Magnolia grandiflora,https://pms.wikipedia.org/wiki?curid=1783,15
1784,Magnolia stellata,https://pms.wikipedia.org/wiki?curid=1784,5
1785,Magnolia × soulangeana,https://pms.wikipedia.org/wiki?curid=1785,15
1786,Malus domestica,https://pms.wikipedia.org/wiki?curid=1786,15
1787,Malus sylvestris,https://pms.wikipedia.org/wiki?curid=1787,12
1788,Morus alba,https://pms.wikipedia.org/wiki?curid=1788,10
1789,Morus nigra,https://pms.wikipedia.org/wiki?curid=1789,10
1790,Pyrus communis,https://pms.wikipedia.org/wiki?curid=1790,11
1791,Pyrus cordata,https://pms.wikipedia.org/wiki?curid=1791,14
1792,Pyrus salicifolia,https://pms.wikipedia.org/wiki?curid=1792,13
