variety_A,variety_B,mean_similarity,family_A,family_B
cat,oci,0.896764,romance,romance
spa,cat,0.866805,romance,romance
slv,hrv,0.854423,slavic,slavic
spa,oci,0.847965,romance,romance
spa,por,0.846879,romance,romance
vec,ita,0.827083,italo_romance,italian
lij,vec,0.786115,italo_romance,italo_romance
fra,oci,0.783036,romance,romance
lmo,oci,0.782041,italo_romance,romance
lmo,vec,0.778850,italo_romance,italo_romance
sc,spa,0.776937,italo_romance,romance
lij,ita,0.776789,italo_romance,italian
lmo,cat,0.776182,italo_romance,romance
fra,cat,0.771069,romance,romance
fur,fra,0.756395,italo_romance,romance
sc,por,0.754453,italo_romance,romance
cat,por,0.754183,romance,romance
fur,lmo,0.752338,italo_romance,italo_romance
ita,spa,0.751575,italian,romance
fur,cat,0.748195,italo_romance,romance
fur,ita,0.747501,italo_romance,italian
vec,por,0.745440,italo_romance,romance
fur,vec,0.745168,italo_romance,italo_romance
vec,spa,0.742653,italo_romance,romance
fur,oci,0.742335,italo_romance,romance
ita,por,0.741177,italian,romance
sc,cat,0.738777,italo_romance,romance
spa,fra,0.736010,romance,romance
ita,cat,0.730765,italian,romance
lmo,spa,0.728158,italo_romance,romance
vec,cat,0.726195,italo_romance,romance
sc,oci,0.724604,italo_romance,romance
sc,ita,0.724485,italo_romance,italian
por,oci,0.723939,romance,romance
lmo,ita,0.722826,italo_romance,italian
lij,lmo,0.713691,italo_romance,italo_romance
ita,oci,0.710046,italian,romance
lij,por,0.709368,italo_romance,romance
vec,oci,0.705395,italo_romance,romance
fur,spa,0.703420,italo_romance,romance
lmo,fra,0.701976,italo_romance,romance
scn,ita,0.697899,italo_romance,italian
sc,vec,0.693975,italo_romance,italo_romance
fur,lij,0.693635,italo_romance,italo_romance
lmo,por,0.677512,italo_romance,romance
fur,por,0.676878,italo_romance,romance
ita,fra,0.675188,italian,romance
fur,sc,0.668227,italo_romance,italo_romance
sc,fra,0.667995,italo_romance,romance
scn,vec,0.665629,italo_romance,italo_romance
lmo,sc,0.664382,italo_romance,italo_romance
fur,eng,0.662410,italo_romance,english
lij,spa,0.657412,italo_romance,romance
fra,eng,0.656628,romance,english
lij,oci,0.656218,italo_romance,romance
cat,eng,0.651152,romance,english
fra,por,0.650629,romance,romance
vec,fra,0.647026,italo_romance,romance
lij,cat,0.642121,italo_romance,romance
spa,eng,0.640499,romance,english
lij,scn,0.638312,italo_romance,italo_romance
lmo,scn,0.631883,italo_romance,italo_romance
lij,fra,0.625756,italo_romance,romance
lmo,eng,0.624891,italo_romance,english
lij,sc,0.624513,italo_romance,italo_romance
ita,eng,0.620431,italian,english
sc,scn,0.618707,italo_romance,italo_romance
vec,eng,0.615520,italo_romance,english
oci,eng,0.608447,romance,english
por,eng,0.607543,romance,english
sc,eng,0.592188,italo_romance,english
fur,scn,0.591902,italo_romance,italo_romance
lij,eng,0.576701,italo_romance,english
scn,cat,0.546301,italo_romance,romance
scn,oci,0.545868,italo_romance,romance
scn,por,0.541465,italo_romance,romance
vec,slv,0.525251,italo_romance,slavic
vec,hrv,0.525111,italo_romance,slavic
scn,spa,0.522520,italo_romance,romance
fra,deu,0.499645,romance,germanic
lmo,deu,0.496899,italo_romance,germanic
spa,deu,0.490880,romance,germanic
deu,eng,0.489718,germanic,english
sc,hrv,0.476995,italo_romance,slavic
por,hrv,0.474502,romance,slavic
por,slv,0.473008,romance,slavic
scn,fra,0.472428,italo_romance,romance
ita,slv,0.468724,italian,slavic
lmo,hrv,0.466966,italo_romance,slavic
cat,deu,0.466510,romance,germanic
ita,hrv,0.460184,italian,slavic
scn,eng,0.456380,italo_romance,english
lmo,slv,0.456238,italo_romance,slavic
spa,slv,0.452889,romance,slavic
sc,deu,0.449019,italo_romance,germanic
sc,slv,0.448215,italo_romance,slavic
vec,deu,0.446945,italo_romance,germanic
lij,hrv,0.445274,italo_romance,slavic
lij,slv,0.443514,italo_romance,slavic
scn,hrv,0.443482,italo_romance,slavic
fur,deu,0.442506,italo_romance,germanic
spa,hrv,0.442295,romance,slavic
ita,deu,0.439237,italian,germanic
por,deu,0.422001,romance,germanic
oci,deu,0.419121,romance,germanic
scn,slv,0.416929,italo_romance,slavic
lij,deu,0.416269,italo_romance,germanic
cat,hrv,0.402004,romance,slavic
cat,slv,0.400905,romance,slavic
deu,hun,0.399511,germanic,uralic
fur,hrv,0.379677,italo_romance,slavic
eng,hun,0.378796,english,uralic
por,hun,0.375991,romance,uralic
lmo,hun,0.375885,italo_romance,uralic
eng,slv,0.374139,english,slavic
oci,slv,0.373129,romance,slavic
oci,hrv,0.372371,romance,slavic
fur,slv,0.371076,italo_romance,slavic
cat,hun,0.366814,romance,uralic
spa,hun,0.366011,romance,uralic
eng,hrv,0.365598,english,slavic
deu,slv,0.362054,germanic,slavic
fra,hrv,0.346590,romance,slavic
fra,slv,0.343591,romance,slavic
lij,hun,0.340065,italo_romance,uralic
deu,hrv,0.337381,germanic,slavic
fur,hun,0.337055,italo_romance,uralic
oci,hun,0.327582,romance,uralic
fra,hun,0.321657,romance,uralic
scn,deu,0.309425,italo_romance,germanic
sc,hun,0.309015,italo_romance,uralic
vec,hun,0.299408,italo_romance,uralic
slv,hun,0.287849,slavic,uralic
ita,hun,0.271177,italian,uralic
scn,hun,0.257950,italo_romance,uralic
hrv,hun,0.240764,slavic,uralic
