article_id,title,url,qid,topic,title_en,categories,n_sentences
99304,Jame in jamarstvo v Triglavskem narodnem parku,https://sl.wikipedia.org/wiki?curid=99304,,,,,28
99321,Kalamari (glasbena skupina),https://sl.wikipedia.org/wiki?curid=99321,,,,,4
99323,Šintoizem,https://sl.wikipedia.org/wiki?curid=99323,,,,,7
99325,Duh,https://sl.wikipedia.org/wiki?curid=99325,,,,,2
99328,Lisičjakovke,https://sl.wikipedia.org/wiki?curid=99328,,,,,3
99329,Preslica,https://sl.wikipedia.org/wiki?curid=99329,,,,,1
99330,Praprotnice,https://sl.wikipedia.org/wiki?curid=99330,,,,,5
99335,Živi svet v Triglavskem narodnem parku,https://sl.wikipedia.org/wiki?curid=99335,,,,,10
99340,Vitraj,https://sl.wikipedia.org/wiki?curid=99340,,,,,27
99342,Andol,https://sl.wikipedia.org/wiki?curid=99342,,,,,4
99344,Brinovščica,https://sl.wikipedia.org/wiki?curid=99344,,,,,4
99345,Bukovec pri Poljanah,https://sl.wikipedia.org/wiki?curid=99345,,,,,4
99346,Črnec,https://sl.wikipedia.org/wiki?curid=99346,,,,,4
99351,Dolenje Podpoljane,https://sl.wikipedia.org/wiki?curid=99351,,,,,5
99353,Grmada nad Ortnekom,https://sl.wikipedia.org/wiki?curid=99353,,,,,6
99357,Gorenji Lazi,https://sl.wikipedia.org/wiki?curid=99357,,,,,8
99360,FN Forty-Nine,https://sl.wikipedia.org/wiki?curid=99360,,,,,12
99367,Gustave Flaubert,https://sl.wikipedia.org/wiki?curid=99367,,,,,27
99369,Q1,https://sl.wikipedia.org/wiki?curid=99369,,,,,7
99372,Tekila,https://sl.wikipedia.org/wiki?curid=99372,,,,,15
99377,Tjaša,https://sl.wikipedia.org/wiki?curid=99377,,,,,1
99378,Polihistor,https://sl.wikipedia.org/wiki?curid=99378,,,,,6
99385,Potres v Ilirski Bistrici (1956),https://sl.wikipedia.org/wiki?curid=99385,,,,,7
99386,Potres na Litijskem (1963),https://sl.wikipedia.org/wiki?curid=99386,,,,,14
99387,Potres na Kozjanskem (1974),https://sl.wikipedia.org/wiki?curid=99387,,,,,13
99388,Potres pod Storžičem (1977),https://sl.wikipedia.org/wiki?curid=99388,,,,,9
99389,Potres v Furlaniji (1976),https://sl.wikipedia.org/wiki?curid=99389,,,,,27
99390,Potres v Savinjski dolini (1982),https://sl.wikipedia.org/wiki?curid=99390,,,,,8
99391,Potres v Ilirski Bistrici (1995),https://sl.wikipedia.org/wiki?curid=99391,,,,,11
99392,Potres v Zgornjem Posočju (1998),https://sl.wikipedia.org/wiki?curid=99392,,,,,14
99396,Benka Pulko,https://sl.wikipedia.org/wiki?curid=99396,,,,,17
99398,Crohnova bolezen,https://sl.wikipedia.org/wiki?curid=99398,,,,,9
99405,Ballbreaker,https://sl.wikipedia.org/wiki?curid=99405,,,,,1
99406,Danica Simšič,https://sl.wikipedia.org/wiki?curid=99406,,,,,8
99407,Zoran Janković,https://sl.wikipedia.org/wiki?curid=99407,,,,,13
99410,Bandunška konferenca,https://sl.wikipedia.org/wiki?curid=99410,,,,,12
99419,Polikarpov I-15,https://sl.wikipedia.org/wiki?curid=99419,,,,,12
99426,Lavočkin-Gorbunov-Gudkov LaGG-1,https://sl.wikipedia.org/wiki?curid=99426,,,,,7
99457,France Arhar,https://sl.wikipedia.org/wiki?curid=99457,,,,,9
99459,Arhar,https://sl.wikipedia.org/wiki?curid=99459,,,,,2
99470,Enkelad,https://sl.wikipedia.org/wiki?curid=99470,,,,,2
99471,Frankovsko cesarstvo,https://sl.wikipedia.org/wiki?curid=99471,,,,,5
99472,Titan (luna),https://sl.wikipedia.org/wiki?curid=99472,,,,,13
99476,Marijan Korošec,https://sl.wikipedia.org/wiki?curid=99476,,,,,7
99477,Producent,https://sl.wikipedia.org/wiki?curid=99477,,,,,8
99478,Alojz Geržinič,https://sl.wikipedia.org/wiki?curid=99478,,,,,48
99480,Oda,https://sl.wikipedia.org/wiki?curid=99480,,,,,2
99482,Lavočkin La-7,https://sl.wikipedia.org/wiki?curid=99482,,,,,14
99491,Grand Power SRO,https://sl.wikipedia.org/wiki?curid=99491,,,,,3
99501,Karolinško cesarstvo,https://sl.wikipedia.org/wiki?curid=99501,,,,,2
99507,Helena Blagne,https://sl.wikipedia.org/wiki?curid=99507,,,,,18
99510,Žiga Stanič,https://sl.wikipedia.org/wiki?curid=99510,,,,,8
99517,Miloje Popović,https://sl.wikipedia.org/wiki?curid=99517,,,,,15
99520,Nogometni klub Olimpija Ljubljana,https://sl.wikipedia.org/wiki?curid=99520,,,,,13
99531,Macbeth (opera),https://sl.wikipedia.org/wiki?curid=99531,,,,,42
99532,Karting,https://sl.wikipedia.org/wiki?curid=99532,,,,,5
99540,Glorfindel Razendelski,https://sl.wikipedia.org/wiki?curid=99540,,,,,6
99542,Beneluks,https://sl.wikipedia.org/wiki?curid=99542,,,,,3
99547,Pojav,https://sl.wikipedia.org/wiki?curid=99547,,,,,6
99548,Leidenfrostov pojav,https://sl.wikipedia.org/wiki?curid=99548,,,,,3
99560,Guinnessova knjiga rekordov,https://sl.wikipedia.org/wiki?curid=99560,,,,,6
99562,Muflon,https://sl.wikipedia.org/wiki?curid=99562,,,,,4
99563,Slepota,https://sl.wikipedia.org/wiki?curid=99563,,,,,1
99564,Kopno,https://sl.wikipedia.org/wiki?curid=99564,,,,,5
99596,Proščenje,https://sl.wikipedia.org/wiki?curid=99596,,,,,9
99597,"Spominsko znamenje, Krajna",https://sl.wikipedia.org/wiki?curid=99597,,,,,8
99602,Rastlinstvo,https://sl.wikipedia.org/wiki?curid=99602,,,,,1
99603,Science,https://sl.wikipedia.org/wiki?curid=99603,,,,,2
99604,Nature,https://sl.wikipedia.org/wiki?curid=99604,,,,,2
99612,Kama Sywor Kamanda,https://sl.wikipedia.org/wiki?curid=99612,,,,,18
99615,Thomas Matthew DeLonge,https://sl.wikipedia.org/wiki?curid=99615,,,,,19
99628,Travis Landon Barker,https://sl.wikipedia.org/wiki?curid=99628,,,,,6
99630,Moldavščina,https://sl.wikipedia.org/wiki?curid=99630,,,,,6
99652,Doktor Živago (roman),https://sl.wikipedia.org/wiki?curid=99652,,,,,7
99653,Doktor Živago (film),https://sl.wikipedia.org/wiki?curid=99653,,,,,39
99654,Lovska puška,https://sl.wikipedia.org/wiki?curid=99654,,,,,8
99657,Miķeļi,https://sl.wikipedia.org/wiki?curid=99657,,,,,10
99659,Medina,https://sl.wikipedia.org/wiki?curid=99659,,,,,3
99661,Cameron Diaz,https://sl.wikipedia.org/wiki?curid=99661,,,,,19
99665,Eritrocit,https://sl.wikipedia.org/wiki?curid=99665,,,,,4
99667,Bor Zuljan,https://sl.wikipedia.org/wiki?curid=99667,,,,,4
99670,Vili Bertok,https://sl.wikipedia.org/wiki?curid=99670,,,,,8
99671,Art rock,https://sl.wikipedia.org/wiki?curid=99671,,,,,4
99674,Gianni Rijavec,https://sl.wikipedia.org/wiki?curid=99674,,,,,3
99676,Lepi Dasa,https://sl.wikipedia.org/wiki?curid=99676,,,,,7
