source,target,distance,similarity,target_family,target_display
cat,spa,0.004349,0.995651,romance,Spanish
cat,fra,0.004839,0.995161,romance,French
cat,ita,0.005173,0.994827,italian,Italian
cat,eng,0.005502,0.994498,english,English
cat,deu,0.006446,0.993554,germanic,German
cat,slv,0.006950,0.993050,slavic,Slovenian
cat,lmo,0.007776,0.992224,italo_romance,Lombard
cat,vec,0.008578,0.991422,italo_romance,Venetian
cat,sc,0.008911,0.991089,italo_romance,Sardinian
cat,lij,0.009403,0.990597,italo_romance,Ligurian
cat,scn,0.010806,0.989194,italo_romance,Sicilian
cat,fur,0.011111,0.988889,italo_romance,Friulian
deu,eng,0.003450,0.996550,english,English
deu,fra,0.004502,0.995498,romance,French
deu,ita,0.004709,0.995291,italian,Italian
deu,spa,0.004927,0.995073,romance,Spanish
deu,slv,0.005054,0.994946,slavic,Slovenian
deu,cat,0.006446,0.993554,romance,Catalan
deu,vec,0.008345,0.991655,italo_romance,Venetian
deu,lmo,0.008541,0.991459,italo_romance,Lombard
deu,lij,0.009057,0.990943,italo_romance,Ligurian
deu,sc,0.009278,0.990722,italo_romance,Sardinian
deu,fur,0.010684,0.989316,italo_romance,Friulian
deu,scn,0.011372,0.988628,italo_romance,Sicilian
eng,deu,0.003450,0.996550,germanic,German
eng,ita,0.003555,0.996445,italian,Italian
eng,fra,0.003762,0.996238,romance,French
eng,spa,0.003808,0.996192,romance,Spanish
eng,slv,0.004006,0.995994,slavic,Slovenian
eng,cat,0.005502,0.994498,romance,Catalan
eng,vec,0.006192,0.993808,italo_romance,Venetian
eng,lmo,0.007324,0.992676,italo_romance,Lombard
eng,lij,0.007607,0.992393,italo_romance,Ligurian
eng,sc,0.007948,0.992052,italo_romance,Sardinian
eng,fur,0.009102,0.990898,italo_romance,Friulian
eng,scn,0.010228,0.989772,italo_romance,Sicilian
fra,ita,0.003510,0.996490,italian,Italian
fra,eng,0.003762,0.996238,english,English
fra,spa,0.003919,0.996081,romance,Spanish
fra,deu,0.004502,0.995498,germanic,German
fra,cat,0.004839,0.995161,romance,Catalan
fra,slv,0.005112,0.994888,slavic,Slovenian
fra,vec,0.007262,0.992738,italo_romance,Venetian
fra,lmo,0.007695,0.992305,italo_romance,Lombard
fra,lij,0.007817,0.992183,italo_romance,Ligurian
fra,sc,0.008191,0.991809,italo_romance,Sardinian
fra,fur,0.009345,0.990655,italo_romance,Friulian
fra,scn,0.009770,0.990230,italo_romance,Sicilian
fur,lmo,0.005311,0.994689,italo_romance,Lombard
fur,vec,0.006205,0.993795,italo_romance,Venetian
fur,lij,0.007748,0.992252,italo_romance,Ligurian
fur,scn,0.008736,0.991264,italo_romance,Sicilian
fur,sc,0.008799,0.991201,italo_romance,Sardinian
fur,eng,0.009102,0.990898,english,English
fur,ita,0.009108,0.990892,italian,Italian
fur,fra,0.009345,0.990655,romance,French
fur,slv,0.009586,0.990414,slavic,Slovenian
fur,deu,0.010684,0.989316,germanic,German
fur,spa,0.011001,0.988999,romance,Spanish
fur,cat,0.011111,0.988889,romance,Catalan
ita,spa,0.003497,0.996503,romance,Spanish
ita,fra,0.003510,0.996490,romance,French
ita,eng,0.003555,0.996445,english,English
ita,slv,0.004143,0.995857,slavic,Slovenian
ita,deu,0.004709,0.995291,germanic,German
ita,vec,0.005061,0.994939,italo_romance,Venetian
ita,cat,0.005173,0.994827,romance,Catalan
ita,lij,0.006037,0.993963,italo_romance,Ligurian
ita,sc,0.006532,0.993468,italo_romance,Sardinian
ita,lmo,0.006696,0.993304,italo_romance,Lombard
ita,scn,0.006958,0.993042,italo_romance,Sicilian
ita,fur,0.009108,0.990892,italo_romance,Friulian
lij,vec,0.004629,0.995371,italo_romance,Venetian
lij,lmo,0.005745,0.994255,italo_romance,Lombard
lij,ita,0.006037,0.993963,italian,Italian
lij,eng,0.007607,0.992393,english,English
lij,fur,0.007748,0.992252,italo_romance,Friulian
lij,fra,0.007817,0.992183,romance,French
lij,slv,0.008056,0.991944,slavic,Slovenian
lij,sc,0.008140,0.991860,italo_romance,Sardinian
lij,spa,0.008648,0.991352,romance,Spanish
lij,scn,0.009044,0.990956,italo_romance,Sicilian
lij,deu,0.009057,0.990943,germanic,German
lij,cat,0.009403,0.990597,romance,Catalan
lmo,vec,0.003205,0.996795,italo_romance,Venetian
lmo,fur,0.005311,0.994689,italo_romance,Friulian
lmo,lij,0.005745,0.994255,italo_romance,Ligurian
lmo,scn,0.006339,0.993661,italo_romance,Sicilian
lmo,sc,0.006472,0.993528,italo_romance,Sardinian
lmo,ita,0.006696,0.993304,italian,Italian
lmo,eng,0.007324,0.992676,english,English
lmo,slv,0.007586,0.992414,slavic,Slovenian
lmo,fra,0.007695,0.992305,romance,French
lmo,cat,0.007776,0.992224,romance,Catalan
lmo,spa,0.008344,0.991656,romance,Spanish
lmo,deu,0.008541,0.991459,germanic,German
sc,vec,0.006027,0.993973,italo_romance,Venetian
sc,lmo,0.006472,0.993528,italo_romance,Lombard
sc,ita,0.006532,0.993468,italian,Italian
sc,scn,0.006914,0.993086,italo_romance,Sicilian
sc,eng,0.007948,0.992052,english,English
sc,lij,0.008140,0.991860,italo_romance,Ligurian
sc,fra,0.008191,0.991809,romance,French
sc,spa,0.008303,0.991697,romance,Spanish
sc,slv,0.008558,0.991442,slavic,Slovenian
sc,fur,0.008799,0.991201,italo_romance,Friulian
sc,cat,0.008911,0.991089,romance,Catalan
sc,deu,0.009278,0.990722,germanic,German
scn,lmo,0.006339,0.993661,italo_romance,Lombard
scn,sc,0.006914,0.993086,italo_romance,Sardinian
scn,ita,0.006958,0.993042,italian,Italian
scn,vec,0.008524,0.991476,italo_romance,Venetian
scn,fur,0.008736,0.991264,italo_romance,Friulian
scn,lij,0.009044,0.990956,italo_romance,Ligurian
scn,fra,0.009770,0.990230,romance,French
scn,eng,0.010228,0.989772,english,English
scn,slv,0.010468,0.989532,slavic,Slovenian
scn,cat,0.010806,0.989194,romance,Catalan
